Ex ID;Start_time;End_time;Injected_value;PLOEG_H;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
7825;20.6;26.6;0.9;0.3;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.01;-5.05;0.02;-5.11;0.03;-5.18;0.04;-5.25;0.05;-5.34;0.07;-5.43;0.08;-5.51
7826;20.6;26.6;0.9;0.5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.05;-5.03;0.11;-5.06;0.18;-5.09;0.24;-5.12;0.24;-5.21;0.26;-5.42;0.15;-5.76
7827;20.6;26.6;0.9;0.8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.14;-4.99;0.29;-4.96;0.44;-4.96;0.49;-5.05;0.49;-5.26;0.36;-5.59;0.2;-5.98
7828;20.6;26.6;0.9;0.3;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.05;0.04;-5.11;0.06;-5.18;0.08;-5.25;0.1;-5.34;0.14;-5.43;0.18;-5.51
7829;20.6;26.6;0.9;0.5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.06;-5.03;0.13;-5.06;0.2;-5.09;0.22;-5.12;0.27;-5.21;0.28;-5.43;0.18;-5.82
7830;20.6;26.6;0.9;0.8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.15;-4.99;0.3;-4.98;0.41;-5.0;0.46;-5.14;0.44;-5.4;0.33;-5.79;0.21;-6.23
7831;20.6;26.6;0.9;0.3;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.0;-6.06;0.01;-6.14;0.01;-6.22;0.02;-6.3;0.02;-6.41;0.03;-6.51;0.04;-6.61
7832;20.6;26.6;0.9;0.5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.11;-6.07;0.16;-6.11;0.22;-6.15;0.28;-6.2;0.29;-6.36;0.23;-6.64
7833;20.6;26.6;0.9;0.8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.16;-5.97;0.31;-5.91;0.47;-5.83;0.61;-5.84;0.58;-5.98;0.53;-6.29;0.3;-6.67
7834;20.6;26.6;0.9;0.3;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.01;-6.06;0.03;-6.14;0.04;-6.22;0.06;-6.3;0.08;-6.41;0.1;-6.51;0.12;-6.61
7835;20.6;26.6;0.9;0.5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.14;-6.07;0.21;-6.11;0.28;-6.15;0.29;-6.25;0.32;-6.51;0.18;-6.95
7836;20.6;26.6;0.9;0.8;100;6;Successful;Effective;collision;27.54;vtypeauto.7;vtypeauto.6;682.54;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.36;-5.96;0.54;-5.97;0.57;-6.09;0.58;-6.37;0.42;-6.78;0.24;-7.27
7837;20.6;26.6;0.9;0.3;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.0;-7.16;0.0;-7.25;0.0;-7.35;0.0;-7.47;0.01;-7.6;0.01;-7.71
7838;20.6;26.6;0.9;0.5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.06;-7.04;0.1;-7.08;0.14;-7.12;0.21;-7.13;0.28;-7.12;0.33;-7.18;0.3;-7.35
7839;20.6;26.6;0.9;0.8;80;7;Successful;Effective;collision;26.30;vtypeauto.7;vtypeauto.6;529.48;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.3;-6.81;0.45;-6.64;0.6;-6.53;0.69;-6.57;0.66;-6.82;0.42;-7.19
7840;20.6;26.6;0.9;0.3;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.01;-7.16;0.02;-7.25;0.03;-7.35;0.04;-7.47;0.05;-7.6;0.07;-7.72
7841;20.6;26.6;0.9;0.5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.07;-7.04;0.14;-7.08;0.22;-7.13;0.3;-7.17;0.35;-7.27;0.36;-7.5;0.25;-7.89
7842;20.6;26.6;0.9;0.8;100;7;Successful;Effective;collision;26.83;vtypeauto.7;vtypeauto.6;672.44;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.4;-6.92;0.59;-6.87;0.75;-6.92;0.69;-7.14;0.58;-7.54;0.32;-8.03
7843;20.6;26.6;0.9;0.3;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.0;-8.08;0.0;-8.18;0.0;-8.29;0.0;-8.4;0.0;-8.54;0.0;-8.68;0.0;-8.77
7844;20.6;26.6;0.9;0.5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.06;-8.03;0.14;-7.98;0.23;-7.96;0.32;-8.04;0.41;-7.98;0.49;-7.94;0.46;-7.96
7845;20.6;26.6;0.9;0.8;80;8;Successful;Effective;collision;25.93;vtypeauto.7;vtypeauto.6;523.73;edge_0_0_0;0.0;-7.99;0.19;-7.81;0.4;-7.26;0.62;-7.17;0.8;-7.04;0.96;-7.01;0.87;-7.23;0.64;-7.58
7846;20.6;26.6;0.9;0.3;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.0;-8.08;0.0;-8.18;0.01;-8.29;0.01;-8.4;0.01;-8.54;0.02;-8.68;0.03;-8.82
7847;20.6;26.6;0.9;0.5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.07;-8.05;0.13;-8.09;0.19;-8.15;0.27;-8.18;0.35;-8.22;0.38;-8.37;0.33;-8.67
7848;20.6;26.6;0.9;0.8;100;8;Successful;Effective;collision;26.37;vtypeauto.7;vtypeauto.6;664.38;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.39;-7.84;0.58;-7.7;0.76;-7.66;0.77;-7.79;0.74;-8.14;0.43;-8.62
7849;20.6;26.6;1.0;0.3;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.01;-5.05;0.02;-5.11;0.03;-5.18;0.04;-5.25;0.05;-5.34;0.07;-5.43;0.08;-5.51
7850;20.6;26.6;1.0;0.5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.05;-5.03;0.11;-5.06;0.18;-5.09;0.23;-5.13;0.23;-5.21;0.26;-5.43;0.12;-5.79
7851;20.6;26.6;1.0;0.8;80;5;Successful;Effective;collision;27.39;vtypeauto.7;vtypeauto.6;546.38;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.3;-4.96;0.44;-4.96;0.46;-5.05;0.48;-5.28;0.32;-5.63;0.13;-6.02
7852;20.6;26.6;1.0;0.3;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.05;0.04;-5.11;0.06;-5.18;0.08;-5.25;0.1;-5.34;0.14;-5.43;0.19;-5.51
7853;20.6;26.6;1.0;0.5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.06;-5.03;0.13;-5.06;0.18;-5.09;0.21;-5.13;0.27;-5.21;0.26;-5.45;0.15;-5.87
7854;20.6;26.6;1.0;0.8;100;5;Successful;Effective;collision;28.35;vtypeauto.7;vtypeauto.6;696.40;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.3;-4.98;0.38;-5.01;0.45;-5.16;0.41;-5.45;0.29;-5.87;0.14;-6.34
7855;20.6;26.6;1.0;0.3;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.0;-6.06;0.0;-6.14;0.01;-6.22;0.01;-6.3;0.02;-6.41;0.03;-6.52;0.04;-6.61
7856;20.6;26.6;1.0;0.5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.1;-6.07;0.15;-6.11;0.21;-6.15;0.26;-6.19;0.28;-6.35;0.19;-6.62
7857;20.6;26.6;1.0;0.8;80;6;Successful;Effective;collision;26.64;vtypeauto.7;vtypeauto.6;537.10;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.3;-5.91;0.45;-5.83;0.57;-5.83;0.56;-5.98;0.46;-6.29;0.22;-6.69
7858;20.6;26.6;1.0;0.3;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.01;-6.06;0.02;-6.14;0.04;-6.22;0.06;-6.3;0.07;-6.41;0.09;-6.52;0.11;-6.61
7859;20.6;26.6;1.0;0.5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.14;-6.07;0.21;-6.11;0.26;-6.15;0.27;-6.25;0.31;-6.53;0.14;-6.99
7860;20.6;26.6;1.0;0.8;100;6;Successful;Effective;collision;27.33;vtypeauto.7;vtypeauto.6;683.15;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.36;-5.96;0.54;-5.97;0.54;-6.1;0.56;-6.4;0.37;-6.83;0.15;-7.34
7861;20.6;26.6;1.0;0.3;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.0;-7.16;0.0;-7.25;0.0;-7.35;0.0;-7.47;0.01;-7.6;0.01;-7.71
7862;20.6;26.6;1.0;0.5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.06;-7.04;0.09;-7.08;0.14;-7.12;0.21;-7.13;0.28;-7.11;0.31;-7.16;0.29;-7.3
7863;20.6;26.6;1.0;0.8;80;7;Successful;Effective;collision;26.16;vtypeauto.7;vtypeauto.6;529.92;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.29;-6.81;0.43;-6.64;0.58;-6.51;0.64;-6.55;0.63;-6.8;0.34;-7.19
7864;20.6;26.6;1.0;0.3;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.01;-7.16;0.02;-7.25;0.03;-7.35;0.04;-7.47;0.05;-7.6;0.06;-7.72
7865;20.6;26.6;1.0;0.5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.07;-7.04;0.14;-7.08;0.21;-7.13;0.28;-7.18;0.32;-7.26;0.34;-7.5;0.2;-7.89
7866;20.6;26.6;1.0;0.8;100;7;Successful;Effective;collision;26.73;vtypeauto.7;vtypeauto.6;673.06;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.39;-6.92;0.58;-6.86;0.7;-6.91;0.67;-7.15;0.5;-7.56;0.23;-8.07
7867;20.6;26.6;1.0;0.3;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.0;-8.08;0.0;-8.18;0.0;-8.29;0.0;-8.4;0.0;-8.54;0.0;-8.68;0.0;-8.77
7868;20.6;26.6;1.0;0.5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.06;-8.03;0.14;-7.98;0.24;-7.96;0.33;-8.04;0.42;-7.96;0.46;-7.91;0.45;-7.89
7869;20.6;26.6;1.0;0.8;80;8;Successful;Effective;collision;25.80;vtypeauto.7;vtypeauto.6;524.11;edge_0_0_0;0.0;-7.99;0.19;-7.81;0.41;-7.26;0.63;-7.19;0.82;-7.04;0.93;-6.99;0.87;-7.2;0.57;-7.57
7870;20.6;26.6;1.0;0.3;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.0;-8.08;0.0;-8.18;0.01;-8.29;0.01;-8.4;0.01;-8.54;0.02;-8.69;0.03;-8.82
7871;20.6;26.6;1.0;0.5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.07;-8.05;0.12;-8.09;0.18;-8.15;0.26;-8.18;0.34;-8.21;0.36;-8.35;0.28;-8.64
7872;20.6;26.6;1.0;0.8;100;8;Successful;Effective;collision;26.29;vtypeauto.7;vtypeauto.6;664.94;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.38;-7.84;0.55;-7.7;0.73;-7.64;0.73;-7.77;0.66;-8.13;0.33;-8.63
7873;20.6;26.6;1.1;0.3;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.01;-5.05;0.02;-5.11;0.03;-5.18;0.04;-5.25;0.05;-5.34;0.06;-5.43;0.07;-5.51
7874;20.6;26.6;1.1;0.5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.05;-5.03;0.11;-5.06;0.17;-5.09;0.21;-5.13;0.22;-5.21;0.24;-5.43;0.09;-5.8
7875;20.6;26.6;1.1;0.8;80;5;Successful;Effective;collision;27.22;vtypeauto.7;vtypeauto.6;546.85;edge_0_0_0;0.0;-5.0;0.14;-4.99;0.3;-4.96;0.44;-4.96;0.44;-5.05;0.46;-5.29;0.28;-5.65;0.07;-6.06
7876;20.6;26.6;1.1;0.3;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.05;0.04;-5.11;0.06;-5.18;0.08;-5.25;0.1;-5.34;0.14;-5.43;0.19;-5.51
7877;20.6;26.6;1.1;0.5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.06;-5.03;0.13;-5.06;0.17;-5.09;0.21;-5.13;0.26;-5.22;0.24;-5.47;0.11;-5.92
7878;20.6;26.6;1.1;0.8;100;5;Successful;Effective;collision;28.11;vtypeauto.7;vtypeauto.6;697.00;edge_0_0_0;0.0;-5.0;0.15;-4.99;0.3;-4.98;0.36;-5.01;0.48;-5.18;0.38;-5.49;0.25;-5.95;0.06;-6.43
7879;20.6;26.6;1.1;0.3;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.0;-6.06;0.0;-6.14;0.01;-6.22;0.01;-6.3;0.02;-6.41;0.03;-6.52;0.04;-6.61
7880;20.6;26.6;1.1;0.5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.1;-6.07;0.14;-6.11;0.2;-6.14;0.25;-6.19;0.27;-6.34;0.16;-6.6
7881;20.6;26.6;1.1;0.8;80;6;Successful;Effective;collision;26.56;vtypeauto.7;vtypeauto.6;537.56;edge_0_0_0;0.0;-6.0;0.16;-5.97;0.29;-5.91;0.43;-5.82;0.54;-5.82;0.54;-5.96;0.41;-6.28;0.15;-6.7
7882;20.6;26.6;1.1;0.3;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.01;-6.06;0.02;-6.14;0.04;-6.22;0.06;-6.3;0.07;-6.41;0.08;-6.52;0.11;-6.61
7883;20.6;26.6;1.1;0.5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.14;-6.07;0.21;-6.11;0.24;-6.15;0.26;-6.26;0.29;-6.54;0.11;-7.01
7884;20.6;26.6;1.1;0.8;100;6;Successful;Effective;collision;27.24;vtypeauto.7;vtypeauto.6;683.76;edge_0_0_0;0.0;-6.0;0.17;-5.99;0.36;-5.96;0.53;-5.97;0.52;-6.11;0.53;-6.41;0.32;-6.87;0.07;-7.4
7885;20.6;26.6;1.1;0.3;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.0;-7.16;0.0;-7.25;0.0;-7.35;0.0;-7.47;0.01;-7.6;0.01;-7.71
7886;20.6;26.6;1.1;0.5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.06;-7.04;0.09;-7.08;0.14;-7.12;0.2;-7.12;0.27;-7.09;0.3;-7.14;0.26;-7.25
7887;20.6;26.6;1.1;0.8;80;7;Successful;Effective;collision;26.09;vtypeauto.7;vtypeauto.6;530.32;edge_0_0_0;0.0;-7.0;0.18;-6.92;0.27;-6.81;0.41;-6.63;0.57;-6.49;0.61;-6.51;0.57;-6.77;0.27;-7.17
7888;20.6;26.6;1.1;0.3;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.01;-7.16;0.02;-7.25;0.03;-7.35;0.04;-7.47;0.05;-7.6;0.06;-7.72
7889;20.6;26.6;1.1;0.5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.07;-7.04;0.13;-7.08;0.2;-7.13;0.27;-7.18;0.29;-7.26;0.33;-7.49;0.16;-7.88
7890;20.6;26.6;1.1;0.8;100;7;Successful;Effective;collision;26.67;vtypeauto.7;vtypeauto.6;673.63;edge_0_0_0;0.0;-7.0;0.19;-6.98;0.38;-6.92;0.56;-6.86;0.64;-6.91;0.65;-7.14;0.44;-7.56;0.14;-8.09
7891;20.6;26.6;1.1;0.3;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.0;-8.08;0.0;-8.18;0.0;-8.29;0.0;-8.4;0.0;-8.54;0.0;-8.68;0.0;-8.76
7892;20.6;26.6;1.1;0.5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.06;-8.03;0.15;-7.98;0.24;-7.96;0.33;-8.04;0.42;-7.94;0.44;-7.88;0.45;-7.81
7893;20.6;26.6;1.1;0.8;80;8;Successful;Effective;collision;25.74;vtypeauto.7;vtypeauto.6;524.48;edge_0_0_0;0.0;-7.99;0.19;-7.81;0.42;-7.26;0.65;-7.21;0.84;-7.03;0.89;-6.95;0.86;-7.16;0.5;-7.54
7894;20.6;26.6;1.1;0.3;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.0;-8.08;0.0;-8.18;0.01;-8.29;0.01;-8.4;0.01;-8.54;0.02;-8.69;0.03;-8.82
7895;20.6;26.6;1.1;0.5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.07;-8.05;0.12;-8.09;0.17;-8.15;0.25;-8.18;0.32;-8.2;0.35;-8.33;0.24;-8.59
7896;20.6;26.6;1.1;0.8;100;8;Successful;Effective;collision;26.24;vtypeauto.7;vtypeauto.6;665.47;edge_0_0_0;0.0;-8.0;0.21;-7.94;0.36;-7.84;0.52;-7.69;0.69;-7.62;0.7;-7.74;0.59;-8.11;0.25;-8.63
7897;20.7;26.7;0.5;0.3;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.01;-5.05;0.02;-5.11;0.03;-5.18;0.04;-5.25;0.06;-5.32;0.07;-5.41;0.09;-5.49
7898;20.7;26.7;0.5;0.5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.05;-5.03;0.11;-5.05;0.17;-5.08;0.23;-5.11;0.29;-5.16;0.31;-5.28;0.3;-5.51
7899;20.7;26.7;0.5;0.8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.14;-4.99;0.28;-4.96;0.42;-4.94;0.54;-4.97;0.55;-5.07;0.54;-5.24;0.47;-5.46
7900;20.7;26.7;0.5;0.3;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.05;0.04;-5.11;0.06;-5.18;0.09;-5.25;0.12;-5.32;0.15;-5.41;0.17;-5.49
7901;20.7;26.7;0.5;0.5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.06;-5.03;0.13;-5.05;0.2;-5.08;0.27;-5.11;0.3;-5.16;0.32;-5.28;0.32;-5.51
7902;20.7;26.7;0.5;0.8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.15;-4.99;0.3;-4.97;0.44;-4.98;0.5;-5.03;0.55;-5.16;0.53;-5.34;0.51;-5.57
7903;20.7;26.7;0.5;0.3;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.0;-6.06;0.01;-6.14;0.01;-6.22;0.02;-6.3;0.02;-6.39;0.03;-6.49;0.04;-6.59
7904;20.7;26.7;0.5;0.5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.12;-6.07;0.18;-6.1;0.25;-6.13;0.31;-6.18;0.37;-6.31;0.36;-6.52
7905;20.7;26.7;0.5;0.8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.16;-5.97;0.33;-5.91;0.49;-5.82;0.63;-5.79;0.72;-5.84;0.67;-6.01;0.61;-6.23
7906;20.7;26.7;0.5;0.3;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.01;-6.06;0.03;-6.14;0.04;-6.22;0.06;-6.3;0.08;-6.39;0.11;-6.49;0.13;-6.59
7907;20.7;26.7;0.5;0.5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.14;-6.07;0.21;-6.1;0.28;-6.13;0.36;-6.19;0.37;-6.34;0.36;-6.61
7908;20.7;26.7;0.5;0.8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.17;-5.99;0.34;-5.96;0.51;-5.94;0.65;-5.98;0.65;-6.12;0.65;-6.33;0.56;-6.61
7909;20.7;26.7;0.5;0.3;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.0;-7.16;0.0;-7.25;0.0;-7.35;0.0;-7.45;0.01;-7.57;0.01;-7.69
7910;20.7;26.7;0.5;0.5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.06;-7.04;0.11;-7.07;0.17;-7.11;0.24;-7.13;0.3;-7.15;0.36;-7.22;0.41;-7.38
7911;20.7;26.7;0.5;0.8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.18;-6.92;0.36;-6.8;0.53;-6.64;0.69;-6.52;0.82;-6.49;0.8;-6.61;0.75;-6.81
7912;20.7;26.7;0.5;0.3;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.01;-7.16;0.02;-7.25;0.03;-7.35;0.04;-7.45;0.06;-7.57;0.07;-7.69
7913;20.7;26.7;0.5;0.5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.07;-7.04;0.14;-7.08;0.22;-7.12;0.3;-7.16;0.37;-7.22;0.44;-7.39;0.41;-7.68
7914;20.7;26.7;0.5;0.8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.19;-6.98;0.39;-6.92;0.58;-6.85;0.74;-6.84;0.81;-6.94;0.78;-7.16;0.68;-7.43
7915;20.7;26.7;0.5;0.3;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.0;-8.08;0.0;-8.18;0.0;-8.29;0.0;-8.38;0.0;-8.5;0.0;-8.65;0.0;-8.77
7916;20.7;26.7;0.5;0.5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.06;-8.03;0.13;-7.98;0.21;-7.86;0.29;-7.93;0.37;-7.97;0.44;-8.0;0.51;-8.1
7917;20.7;26.7;0.5;0.8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.19;-7.81;0.36;-7.25;0.57;-6.97;0.75;-6.77;0.89;-6.72;0.94;-6.86;0.85;-7.08
7918;20.7;26.7;0.5;0.3;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.0;-8.08;0.0;-8.18;0.01;-8.29;0.01;-8.4;0.01;-8.52;0.02;-8.65;0.03;-8.79
7919;20.7;26.7;0.5;0.5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.07;-8.05;0.15;-8.09;0.23;-8.13;0.31;-8.17;0.38;-8.22;0.45;-8.36;0.48;-8.6
7920;20.7;26.7;0.5;0.8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.21;-7.94;0.43;-7.84;0.64;-7.7;0.83;-7.61;0.98;-7.65;0.91;-7.83;0.85;-8.1
7921;20.7;26.7;0.6;0.3;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.01;-5.05;0.02;-5.11;0.03;-5.18;0.04;-5.25;0.06;-5.33;0.07;-5.41;0.09;-5.5
7922;20.7;26.7;0.6;0.5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.05;-5.03;0.11;-5.05;0.18;-5.09;0.24;-5.11;0.3;-5.17;0.3;-5.31;0.29;-5.57
7923;20.7;26.7;0.6;0.8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.14;-4.99;0.29;-4.96;0.43;-4.95;0.55;-4.99;0.54;-5.13;0.52;-5.35;0.41;-5.63
7924;20.7;26.7;0.6;0.3;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.05;0.04;-5.11;0.06;-5.18;0.09;-5.25;0.12;-5.33;0.14;-5.41;0.17;-5.5
7925;20.7;26.7;0.6;0.5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.06;-5.03;0.13;-5.05;0.2;-5.09;0.27;-5.11;0.29;-5.17;0.32;-5.31;0.29;-5.58
7926;20.7;26.7;0.6;0.8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.15;-4.99;0.3;-4.97;0.45;-4.98;0.49;-5.06;0.54;-5.21;0.49;-5.45;0.43;-5.74
7927;20.7;26.7;0.6;0.3;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.0;-6.06;0.01;-6.14;0.01;-6.22;0.02;-6.3;0.02;-6.39;0.03;-6.5;0.04;-6.6
7928;20.7;26.7;0.6;0.5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.12;-6.07;0.18;-6.1;0.24;-6.14;0.3;-6.19;0.36;-6.32;0.34;-6.55
7929;20.7;26.7;0.6;0.8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.16;-5.97;0.33;-5.91;0.49;-5.83;0.63;-5.81;0.72;-5.9;0.66;-6.11;0.56;-6.39
7930;20.7;26.7;0.6;0.3;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.01;-6.06;0.03;-6.14;0.04;-6.22;0.06;-6.3;0.08;-6.39;0.1;-6.5;0.13;-6.6
7931;20.7;26.7;0.6;0.5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.06;-6.03;0.14;-6.07;0.21;-6.1;0.29;-6.14;0.36;-6.2;0.36;-6.38;0.35;-6.69
7932;20.7;26.7;0.6;0.8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.17;-5.99;0.35;-5.96;0.52;-5.95;0.65;-6.02;0.64;-6.19;0.61;-6.46;0.49;-6.81
7933;20.7;26.7;0.6;0.3;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.0;-7.16;0.0;-7.25;0.0;-7.35;0.0;-7.46;0.01;-7.58;0.01;-7.7
7934;20.7;26.7;0.6;0.5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.06;-7.04;0.11;-7.07;0.17;-7.11;0.23;-7.13;0.29;-7.14;0.36;-7.21;0.39;-7.37
7935;20.7;26.7;0.6;0.8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.18;-6.92;0.34;-6.81;0.52;-6.66;0.67;-6.54;0.81;-6.54;0.76;-6.71;0.7;-6.97
7936;20.7;26.7;0.6;0.3;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.0;-7.07;0.01;-7.16;0.02;-7.25;0.03;-7.35;0.04;-7.46;0.05;-7.58;0.07;-7.7
7937;20.7;26.7;0.6;0.5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.07;-7.04;0.14;-7.08;0.22;-7.12;0.3;-7.16;0.38;-7.23;0.42;-7.42;0.39;-7.73
7938;20.7;26.7;0.6;0.8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.19;-6.98;0.39;-6.92;0.58;-6.86;0.75;-6.87;0.8;-7.01;0.76;-7.29;0.61;-7.64
7939;20.7;26.7;0.6;0.3;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.0;-8.08;0.0;-8.18;0.0;-8.29;0.0;-8.38;0.0;-8.5;0.0;-8.65;0.0;-8.78
