Ex ID;Start_time;End_time;Injected_value;PLOEG_H;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
1;16.0;22.0;0.5;0.3;80;5;Successful;Effective;collision;21.28;vtypeauto.3;vtypeauto.2;498.26;edge_0_0_0;0.0;-5.0;0.0;-6.06;0.0;-7.5;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
2;16.0;22.0;0.5;0.5;80;5;Successful;Effective;collision;22.45;vtypeauto.3;vtypeauto.2;530.68;edge_0_0_0;0.0;-5.0;0.0;-5.91;0.0;-7.03;0.0;-8.29;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
3;16.0;22.0;0.5;0.8;80;5;Successful;Effective;collision;24.66;vtypeauto.4;vtypeauto.3;570.54;edge_0_0_0;0.0;-5.0;0.0;-5.64;0.0;-6.32;0.0;-7.04;0.0;-7.34;0.0;-7.58;0.0;-7.43;0.06;-6.85
4;16.0;22.0;0.5;0.3;100;5;Successful;Effective;collision;21.89;vtypeauto.4;vtypeauto.3;620.52;edge_0_0_0;0.0;-5.0;0.0;-6.06;0.0;-7.5;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
5;16.0;22.0;0.5;0.5;100;5;Successful;Effective;collision;23.41;vtypeauto.4;vtypeauto.3;662.54;edge_0_0_0;0.0;-5.0;0.0;-5.91;0.0;-7.03;0.0;-8.29;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
6;16.0;22.0;0.5;0.8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.02;-5.64;0.01;-6.32;0.0;-7.04;0.0;-7.46;0.0;-7.97;0.0;-7.93;0.07;-7.45
7;16.0;22.0;0.5;0.3;80;6;Successful;Effective;collision;20.57;vtypeauto.2;vtypeauto.1;494.60;edge_0_0_0;0.0;-6.0;0.0;-7.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
8;16.0;22.0;0.5;0.5;80;6;Successful;Effective;collision;21.22;vtypeauto.1;vtypeauto.0;530.83;edge_0_0_0;0.0;-6.0;0.0;-7.09;0.0;-8.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
9;16.0;22.0;0.5;0.8;80;6;Successful;Effective;collision;23.92;vtypeauto.4;vtypeauto.3;563.94;edge_0_0_0;0.0;-6.0;0.0;-6.77;0.0;-7.58;0.0;-8.44;0.0;-8.51;0.0;-8.37;0.0;-8.09;0.05;-7.36
10;16.0;22.0;0.5;0.3;100;6;Successful;Effective;collision;21.15;vtypeauto.3;vtypeauto.2;614.17;edge_0_0_0;0.0;-6.0;0.0;-7.27;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
11;16.0;22.0;0.5;0.5;100;6;Successful;Effective;collision;22.34;vtypeauto.3;vtypeauto.2;656.28;edge_0_0_0;0.0;-6.0;0.0;-7.09;0.0;-8.43;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
12;16.0;22.0;0.5;0.8;100;6;Successful;Effective;collision;24.65;vtypeauto.4;vtypeauto.3;708.12;edge_0_0_0;0.0;-6.0;0.0;-6.77;0.0;-7.58;0.0;-8.45;0.0;-8.87;0.0;-9.0;0.0;-9.0;0.07;-8.33
13;16.0;22.0;0.5;0.3;80;7;Successful;Effective;collision;19.93;vtypeauto.1;vtypeauto.0;491.89;edge_0_0_0;0.0;-7.0;0.0;-8.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
14;16.0;22.0;0.5;0.5;80;7;Successful;Effective;collision;20.54;vtypeauto.1;vtypeauto.0;524.81;edge_0_0_0;0.0;-7.0;0.0;-8.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
15;16.0;22.0;0.5;0.8;80;7;Successful;Effective;collision;22.72;vtypeauto.3;vtypeauto.2;563.06;edge_0_0_0;0.0;-7.0;0.0;-7.9;0.0;-8.84;0.0;-9.0;0.0;-9.0;0.0;-8.92;0.0;-8.56;0.04;-7.72
16;16.0;22.0;0.5;0.3;100;7;Successful;Effective;collision;20.51;vtypeauto.2;vtypeauto.1;609.36;edge_0_0_0;0.0;-7.0;0.0;-8.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
17;16.0;22.0;0.5;0.5;100;7;Successful;Effective;collision;21.43;vtypeauto.1;vtypeauto.0;655.67;edge_0_0_0;0.0;-7.0;0.0;-8.28;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
18;16.0;22.0;0.5;0.8;100;7;Successful;Effective;collision;23.23;vtypeauto.3;vtypeauto.2;704.60;edge_0_0_0;0.0;-7.0;0.0;-7.9;0.0;-8.85;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.16;-8.9
19;16.0;22.0;0.5;0.3;80;8;Successful;Effective;collision;19.55;vtypeauto.1;vtypeauto.0;487.22;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
20;16.0;22.0;0.5;0.5;80;8;Successful;Effective;collision;20.09;vtypeauto.1;vtypeauto.0;520.22;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
21;16.0;22.0;0.5;0.8;80;8;Successful;Effective;collision;20.92;vtypeauto.1;vtypeauto.0;566.95;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.04;-8.1
22;16.0;22.0;0.5;0.3;100;8;Successful;Effective;collision;19.99;vtypeauto.1;vtypeauto.0;606.07;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
23;16.0;22.0;0.5;0.5;100;8;Successful;Effective;collision;20.69;vtypeauto.1;vtypeauto.0;648.39;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
24;16.0;22.0;0.5;0.8;100;8;Successful;Effective;collision;22.01;vtypeauto.2;vtypeauto.1;702.74;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.21;-9.0
25;16.0;22.0;0.6;0.3;80;5;Successful;Effective;collision;20.89;vtypeauto.2;vtypeauto.1;500.90;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
26;16.0;22.0;0.6;0.5;80;5;Successful;Effective;collision;22.01;vtypeauto.2;vtypeauto.1;534.99;edge_0_0_0;0.0;-5.0;0.0;-6.1;0.0;-7.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
27;16.0;22.0;0.6;0.8;80;5;Successful;Effective;collision;23.80;vtypeauto.3;vtypeauto.2;576.17;edge_0_0_0;0.0;-5.0;0.0;-5.8;0.0;-6.67;0.0;-7.65;0.0;-7.99;0.0;-8.17;0.0;-7.8;0.07;-7.06
28;16.0;22.0;0.6;0.3;100;5;Successful;Effective;collision;21.46;vtypeauto.3;vtypeauto.2;622.47;edge_0_0_0;0.0;-5.0;0.0;-6.26;0.0;-8.03;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
29;16.0;22.0;0.6;0.5;100;5;Successful;Effective;collision;23.03;vtypeauto.4;vtypeauto.3;663.34;edge_0_0_0;0.0;-5.0;0.0;-6.1;0.0;-7.48;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
30;16.0;22.0;0.6;0.8;100;5;Successful;Effective;collision;25.19;vtypeauto.4;vtypeauto.3;720.08;edge_0_0_0;0.0;-5.0;0.0;-5.8;0.0;-6.67;0.0;-7.61;0.0;-8.18;0.0;-8.72;0.0;-8.51;0.09;-7.88
31;16.0;22.0;0.6;0.3;80;6;Successful;Effective;collision;20.21;vtypeauto.1;vtypeauto.0;496.89;edge_0_0_0;0.0;-6.0;0.0;-7.52;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
32;16.0;22.0;0.6;0.5;80;6;Successful;Effective;collision;20.97;vtypeauto.1;vtypeauto.0;530.71;edge_0_0_0;0.0;-6.0;0.0;-7.32;0.0;-8.98;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
33;16.0;22.0;0.6;0.8;80;6;Successful;Effective;collision;22.34;vtypeauto.2;vtypeauto.1;573.21;edge_0_0_0;0.0;-6.0;0.0;-6.96;0.0;-8.01;0.0;-9.0;0.0;-9.0;0.0;-8.88;0.0;-8.36;0.07;-7.48
34;16.0;22.0;0.6;0.3;100;6;Successful;Effective;collision;20.81;vtypeauto.2;vtypeauto.1;616.40;edge_0_0_0;0.0;-6.0;0.0;-7.52;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
35;16.0;22.0;0.6;0.5;100;6;Successful;Effective;collision;22.06;vtypeauto.3;vtypeauto.2;656.70;edge_0_0_0;0.0;-6.0;0.0;-7.32;0.0;-8.98;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
36;16.0;22.0;0.6;0.8;100;6;Successful;Effective;collision;23.76;vtypeauto.3;vtypeauto.2;713.74;edge_0_0_0;0.0;-6.0;0.0;-6.96;0.0;-8.01;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.15;-8.69
37;16.0;22.0;0.6;0.3;80;7;Successful;Effective;collision;19.70;vtypeauto.1;vtypeauto.0;490.55;edge_0_0_0;0.0;-7.0;0.0;-8.77;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
38;16.0;22.0;0.6;0.5;80;7;Successful;Effective;collision;20.34;vtypeauto.1;vtypeauto.0;524.51;edge_0_0_0;0.0;-7.0;0.0;-8.54;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
39;16.0;22.0;0.6;0.8;80;7;Successful;Effective;collision;21.08;vtypeauto.1;vtypeauto.0;571.49;edge_0_0_0;0.0;-7.0;0.0;-8.12;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-8.87;0.07;-7.84
40;16.0;22.0;0.6;0.3;100;7;Successful;Effective;collision;20.31;vtypeauto.1;vtypeauto.0;612.26;edge_0_0_0;0.0;-7.0;0.0;-8.77;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
41;16.0;22.0;0.6;0.5;100;7;Successful;Effective;collision;21.17;vtypeauto.1;vtypeauto.0;655.42;edge_0_0_0;0.0;-7.0;0.0;-8.54;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
42;16.0;22.0;0.6;0.8;100;7;Successful;Effective;collision;22.42;vtypeauto.2;vtypeauto.1;709.77;edge_0_0_0;0.0;-7.0;0.0;-8.12;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.26;-9.0
43;16.0;22.0;0.6;0.3;80;8;Successful;Effective;collision;19.38;vtypeauto.1;vtypeauto.0;486.12;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
44;16.0;22.0;0.6;0.5;80;8;Successful;Effective;collision;19.93;vtypeauto.1;vtypeauto.0;519.90;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
45;16.0;22.0;0.6;0.8;80;8;Successful;Effective;collision;20.59;vtypeauto.1;vtypeauto.0;566.97;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.09;-8.14
46;16.0;22.0;0.6;0.3;100;8;Successful;Effective;collision;19.76;vtypeauto.1;vtypeauto.0;604.10;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
47;16.0;22.0;0.6;0.5;100;8;Successful;Effective;collision;20.46;vtypeauto.1;vtypeauto.0;647.70;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
48;16.0;22.0;0.6;0.8;100;8;Successful;Effective;collision;21.27;vtypeauto.1;vtypeauto.0;707.02;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.3;-9.0
49;16.0;22.0;0.7;0.3;80;5;Successful;Effective;collision;20.63;vtypeauto.2;vtypeauto.1;499.63;edge_0_0_0;0.0;-5.0;0.0;-6.47;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
50;16.0;22.0;0.7;0.5;80;5;Successful;Effective;collision;21.66;vtypeauto.2;vtypeauto.1;534.73;edge_0_0_0;0.0;-5.0;0.0;-6.28;0.0;-7.94;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.02;-9.0
51;16.0;22.0;0.7;0.8;80;5;Successful;Effective;collision;23.10;vtypeauto.2;vtypeauto.1;581.20;edge_0_0_0;0.0;-5.0;0.0;-5.95;0.0;-7.03;0.0;-8.22;0.0;-8.61;0.0;-8.78;0.0;-8.12;0.08;-7.25
52;16.0;22.0;0.7;0.3;100;5;Successful;Effective;collision;21.31;vtypeauto.3;vtypeauto.2;622.35;edge_0_0_0;0.0;-5.0;0.0;-6.47;0.0;-8.56;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
53;16.0;22.0;0.7;0.5;100;5;Successful;Effective;collision;22.52;vtypeauto.3;vtypeauto.2;666.58;edge_0_0_0;0.0;-5.0;0.0;-6.28;0.0;-7.94;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.04;-9.0
54;16.0;22.0;0.7;0.8;100;5;Successful;Effective;collision;24.68;vtypeauto.3;vtypeauto.2;725.54;edge_0_0_0;0.0;-5.0;0.0;-5.95;0.0;-7.03;0.0;-8.21;0.0;-8.9;0.0;-9.0;0.08;-9.0;0.17;-8.24
55;16.0;22.0;0.7;0.3;80;6;Successful;Effective;collision;19.95;vtypeauto.1;vtypeauto.0;495.18;edge_0_0_0;0.0;-6.0;0.0;-7.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
56;16.0;22.0;0.7;0.5;80;6;Successful;Effective;collision;20.73;vtypeauto.1;vtypeauto.0;530.22;edge_0_0_0;0.0;-6.0;0.0;-7.54;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
57;16.0;22.0;0.7;0.8;80;6;Successful;Effective;collision;21.55;vtypeauto.1;vtypeauto.0;577.49;edge_0_0_0;0.0;-6.0;0.0;-7.14;0.0;-8.44;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-8.57;0.09;-7.57
58;16.0;22.0;0.7;0.3;100;6;Successful;Effective;collision;20.58;vtypeauto.2;vtypeauto.1;614.78;edge_0_0_0;0.0;-6.0;0.0;-7.76;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
59;16.0;22.0;0.7;0.5;100;6;Successful;Effective;collision;21.64;vtypeauto.2;vtypeauto.1;659.79;edge_0_0_0;0.0;-6.0;0.0;-7.54;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.02;-9.0
60;16.0;22.0;0.7;0.8;100;6;Successful;Effective;collision;23.09;vtypeauto.2;vtypeauto.1;718.75;edge_0_0_0;0.0;-6.0;0.0;-7.14;0.0;-8.44;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.12;-9.0;0.35;-8.92
61;16.0;22.0;0.7;0.3;80;7;Successful;Effective;collision;19.53;vtypeauto.1;vtypeauto.0;489.31;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
62;16.0;22.0;0.7;0.5;80;7;Successful;Effective;collision;20.17;vtypeauto.1;vtypeauto.0;524.04;edge_0_0_0;0.0;-7.0;0.0;-8.79;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
63;16.0;22.0;0.7;0.8;80;7;Successful;Effective;collision;20.86;vtypeauto.1;vtypeauto.0;571.48;edge_0_0_0;0.0;-7.0;0.0;-8.34;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.03;-9.0;0.13;-7.95
64;16.0;22.0;0.7;0.3;100;7;Successful;Effective;collision;20.02;vtypeauto.1;vtypeauto.0;609.66;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
65;16.0;22.0;0.7;0.5;100;7;Successful;Effective;collision;20.91;vtypeauto.1;vtypeauto.0;654.65;edge_0_0_0;0.0;-7.0;0.0;-8.79;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
66;16.0;22.0;0.7;0.8;100;7;Successful;Effective;collision;21.76;vtypeauto.1;vtypeauto.0;714.00;edge_0_0_0;0.0;-7.0;0.0;-8.34;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.12;-9.0;0.42;-9.0
67;16.0;22.0;0.7;0.3;80;8;Successful;Effective;collision;19.27;vtypeauto.1;vtypeauto.0;485.34;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
68;16.0;22.0;0.7;0.5;80;8;Successful;Effective;collision;19.80;vtypeauto.1;vtypeauto.0;519.47;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
69;16.0;22.0;0.7;0.8;80;8;Successful;Effective;collision;20.43;vtypeauto.1;vtypeauto.0;566.98;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.03;-9.0;0.15;-8.2
70;16.0;22.0;0.7;0.3;100;8;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;602.35;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
71;16.0;22.0;0.7;0.5;100;8;Successful;Effective;collision;20.28;vtypeauto.1;vtypeauto.0;646.88;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
72;16.0;22.0;0.7;0.8;100;8;Successful;Effective;collision;21.05;vtypeauto.1;vtypeauto.0;707.01;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.11;-9.0;0.45;-9.0
73;16.0;22.0;0.8;0.3;80;5;Successful;Effective;collision;20.43;vtypeauto.1;vtypeauto.0;502.49;edge_0_0_0;0.0;-5.0;0.0;-6.66;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
74;16.0;22.0;0.8;0.5;80;5;Successful;Effective;collision;21.43;vtypeauto.2;vtypeauto.1;534.45;edge_0_0_0;0.0;-5.0;0.0;-6.46;0.0;-8.4;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.11;-9.0
75;16.0;22.0;0.8;0.8;80;5;Successful;Effective;collision;22.66;vtypeauto.2;vtypeauto.1;581.66;edge_0_0_0;0.0;-5.0;0.0;-6.11;0.0;-7.4;0.0;-8.83;0.0;-9.0;0.0;-9.0;0.04;-8.29;0.12;-7.34
76;16.0;22.0;0.8;0.3;100;5;Successful;Effective;collision;20.97;vtypeauto.2;vtypeauto.1;623.46;edge_0_0_0;0.0;-5.0;0.0;-6.66;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
77;16.0;22.0;0.8;0.5;100;5;Successful;Effective;collision;22.31;vtypeauto.3;vtypeauto.2;666.66;edge_0_0_0;0.0;-5.0;0.0;-6.46;0.0;-8.4;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.17;-9.0
78;16.0;22.0;0.8;0.8;100;5;Successful;Effective;collision;24.13;vtypeauto.3;vtypeauto.2;726.31;edge_0_0_0;0.0;-5.0;0.0;-6.11;0.0;-7.4;0.0;-8.82;0.0;-9.0;0.0;-9.0;0.17;-9.0;0.31;-8.52
79;16.0;22.0;0.8;0.3;80;6;Successful;Effective;collision;19.76;vtypeauto.1;vtypeauto.0;493.67;edge_0_0_0;0.0;-6.0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
80;16.0;22.0;0.8;0.5;80;6;Successful;Effective;collision;20.53;vtypeauto.1;vtypeauto.0;529.56;edge_0_0_0;0.0;-6.0;0.0;-7.75;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.12;-9.0
81;16.0;22.0;0.8;0.8;80;6;Successful;Effective;collision;21.33;vtypeauto.1;vtypeauto.0;577.51;edge_0_0_0;0.0;-6.0;0.0;-7.33;0.0;-8.88;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.07;-8.71;0.16;-7.65
82;16.0;22.0;0.8;0.3;100;6;Successful;Effective;collision;20.40;vtypeauto.1;vtypeauto.0;617.33;edge_0_0_0;0.0;-6.0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
83;16.0;22.0;0.8;0.5;100;6;Successful;Effective;collision;21.40;vtypeauto.2;vtypeauto.1;659.09;edge_0_0_0;0.0;-6.0;0.0;-7.75;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.18;-9.0
84;16.0;22.0;0.8;0.8;100;6;Successful;Effective;collision;22.76;vtypeauto.2;vtypeauto.1;719.26;edge_0_0_0;0.0;-6.0;0.0;-7.33;0.0;-8.88;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.22;-9.0;0.5;-9.0
85;16.0;22.0;0.8;0.3;80;7;Successful;Effective;collision;19.41;vtypeauto.1;vtypeauto.0;488.34;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
86;16.0;22.0;0.8;0.5;80;7;Successful;Effective;collision;20.03;vtypeauto.1;vtypeauto.0;523.50;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.1;-9.0
87;16.0;22.0;0.8;0.8;80;7;Successful;Effective;collision;20.72;vtypeauto.1;vtypeauto.0;571.49;edge_0_0_0;0.0;-7.0;0.0;-8.55;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.1;-9.0;0.2;-7.93
88;16.0;22.0;0.8;0.3;100;7;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;607.40;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
89;16.0;22.0;0.8;0.5;100;7;Successful;Effective;collision;20.69;vtypeauto.1;vtypeauto.0;653.68;edge_0_0_0;0.0;-7.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.18;-9.0
90;16.0;22.0;0.8;0.8;100;7;Successful;Effective;collision;21.55;vtypeauto.1;vtypeauto.0;714.02;edge_0_0_0;0.0;-7.0;0.0;-8.55;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.24;-9.0;0.57;-9.0
91;16.0;22.0;0.8;0.3;80;8;Successful;Effective;collision;19.18;vtypeauto.1;vtypeauto.0;484.58;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
92;16.0;22.0;0.8;0.5;80;8;Successful;Effective;collision;19.70;vtypeauto.1;vtypeauto.0;519.07;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.08;-9.0
93;16.0;22.0;0.8;0.8;80;8;Successful;Effective;collision;20.32;vtypeauto.1;vtypeauto.0;566.99;edge_0_0_0;0.0;-7.99;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.11;-9.0;0.24;-8.17
94;16.0;22.0;0.8;0.3;100;8;Successful;Effective;collision;19.47;vtypeauto.1;vtypeauto.0;601.00;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
95;16.0;22.0;0.8;0.5;100;8;Successful;Effective;collision;20.14;vtypeauto.1;vtypeauto.0;646.07;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.17;-9.0
96;16.0;22.0;0.8;0.8;100;8;Successful;Effective;collision;20.91;vtypeauto.1;vtypeauto.0;707.04;edge_0_0_0;0.0;-8.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.23;-9.0;0.6;-9.0
97;16.0;22.0;0.9;0.3;80;5;Successful;Effective;collision;20.16;vtypeauto.1;vtypeauto.0;500.31;edge_0_0_0;0.0;-5.0;0.0;-6.85;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0
98;16.0;22.0;0.9;0.5;80;5;Successful;Effective;collision;21.23;vtypeauto.1;vtypeauto.0;537.99;edge_0_0_0;0.0;-5.0;0.0;-6.64;0.0;-8.86;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.0;-9.0;0.14;-9.0
