Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
537;16.5;22.5;0.8;10;80;6;Successful;Effective;collision;19.85;vtypeauto.1;vtypeauto.0;550.41;edge_0_0_0;0.0;-6.0;0.2;-8.02;0.32;-8.88;0.38;-9.0;0.41;-8.78;0.43;-7.49;0.44;-7.2;0.44;-7.27;CACC
538;16.5;22.5;0.8;5;100;6;Successful;Effective;collision;18.92;vtypeauto.1;vtypeauto.0;616.62;edge_0_0_0;0.0;-6.0;0.25;-8.03;0.39;-8.89;0.47;-9.0;0.51;-9.0;0.54;-8.62;0.55;-7.6;0.55;-7.45;CACC
539;16.5;22.5;0.8;8;100;6;Successful;Effective;collision;19.47;vtypeauto.1;vtypeauto.0;647.24;edge_0_0_0;0.0;-6.0;0.25;-8.03;0.39;-8.89;0.47;-9.0;0.51;-9.0;0.54;-8.55;0.55;-7.51;0.55;-7.42;CACC
540;16.5;22.5;0.8;10;100;6;Successful;Effective;collision;19.89;vtypeauto.1;vtypeauto.0;667.32;edge_0_0_0;0.0;-6.0;0.25;-8.03;0.39;-8.89;0.47;-9.0;0.51;-9.0;0.54;-8.55;0.55;-7.33;0.55;-7.42;CACC
541;16.5;22.5;0.8;5;80;7;Successful;Effective;collision;18.74;vtypeauto.1;vtypeauto.0;501.96;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.04;0.44;-8.08;0.44;-8.15;CACC
542;16.5;22.5;0.8;8;80;7;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;528.24;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.04;0.44;-8.08;0.44;-8.15;CACC
543;16.5;22.5;0.8;10;80;7;Successful;Effective;collision;19.52;vtypeauto.1;vtypeauto.0;545.25;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.04;0.44;-8.08;0.44;-8.15;CACC
544;16.5;22.5;0.8;5;100;7;Successful;Effective;collision;18.77;vtypeauto.1;vtypeauto.0;612.74;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.51;0.55;-8.57;CACC
545;16.5;22.5;0.8;8;100;7;Successful;Effective;collision;19.22;vtypeauto.1;vtypeauto.0;641.42;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.51;0.55;-8.57;CACC
546;16.5;22.5;0.8;10;100;7;Successful;Effective;collision;19.55;vtypeauto.1;vtypeauto.0;660.18;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.51;0.55;-8.57;CACC
547;16.5;22.5;0.8;5;80;8;Successful;Effective;collision;18.63;vtypeauto.1;vtypeauto.0;499.68;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.84;0.44;-8.93;0.44;-9.0;CACC
548;16.5;22.5;0.8;8;80;8;Successful;Effective;collision;19.02;vtypeauto.1;vtypeauto.0;525.09;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.84;0.44;-8.93;0.44;-9.0;CACC
549;16.5;22.5;0.8;10;80;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;541.46;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.84;0.44;-8.93;0.44;-9.0;CACC
550;16.5;22.5;0.8;5;100;8;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;609.85;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
551;16.5;22.5;0.8;8;100;8;Successful;Effective;collision;19.05;vtypeauto.1;vtypeauto.0;637.35;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
552;16.5;22.5;0.8;10;100;8;Successful;Effective;collision;19.32;vtypeauto.1;vtypeauto.0;655.15;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
553;16.5;22.5;0.9;5;80;5;Successful;Effective;collision;19.00;vtypeauto.1;vtypeauto.0;507.77;edge_0_0_0;0.0;-5.0;0.2;-7.0;0.32;-7.84;0.38;-8.15;0.41;-8.08;0.43;-6.99;0.44;-6.23;0.44;-6.28;CACC
554;16.5;22.5;0.9;8;80;5;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;535.87;edge_0_0_0;0.0;-5.0;0.2;-7.0;0.32;-7.84;0.38;-8.15;0.41;-8.03;0.43;-6.7;0.44;-6.22;0.44;-6.27;CACC
555;16.5;22.5;0.9;10;80;5;Successful;Effective;collision;19.97;vtypeauto.1;vtypeauto.0;554.55;edge_0_0_0;0.0;-5.0;0.2;-7.0;0.32;-7.84;0.38;-8.15;0.41;-8.03;0.43;-6.7;0.44;-6.18;0.44;-6.25;CACC
556;16.5;22.5;0.9;5;100;5;Successful;Effective;collision;19.03;vtypeauto.1;vtypeauto.0;620.01;edge_0_0_0;0.0;-5.0;0.25;-7.0;0.39;-7.85;0.47;-8.16;0.51;-8.11;0.54;-7.44;0.55;-6.47;0.55;-6.31;CACC
557;16.5;22.5;0.9;8;100;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;651.24;edge_0_0_0;0.0;-5.0;0.25;-7.0;0.39;-7.85;0.47;-8.16;0.51;-8.13;0.54;-7.43;0.55;-6.45;0.55;-6.33;CACC
558;16.5;22.5;0.9;10;100;5;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;672.21;edge_0_0_0;0.0;-5.0;0.25;-7.0;0.39;-7.85;0.47;-8.16;0.51;-8.15;0.54;-7.4;0.55;-6.36;0.55;-6.32;CACC
559;16.5;22.5;0.9;5;80;6;Successful;Effective;collision;18.82;vtypeauto.1;vtypeauto.0;504.00;edge_0_0_0;0.0;-6.0;0.2;-8.4;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.14;0.44;-7.16;0.44;-7.22;CACC
560;16.5;22.5;0.9;8;80;6;Successful;Effective;collision;19.27;vtypeauto.1;vtypeauto.0;530.79;edge_0_0_0;0.0;-6.0;0.2;-8.4;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.14;0.44;-7.16;0.44;-7.22;CACC
561;16.5;22.5;0.9;10;80;6;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;548.16;edge_0_0_0;0.0;-6.0;0.2;-8.4;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.14;0.44;-7.16;0.44;-7.22;CACC
562;16.5;22.5;0.9;5;100;6;Successful;Effective;collision;18.86;vtypeauto.1;vtypeauto.0;615.51;edge_0_0_0;0.0;-6.0;0.25;-8.4;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.83;0.55;-7.61;0.55;-7.55;CACC
563;16.5;22.5;0.9;8;100;6;Successful;Effective;collision;19.30;vtypeauto.1;vtypeauto.0;644.46;edge_0_0_0;0.0;-6.0;0.25;-8.4;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.67;0.55;-7.59;0.55;-7.52;CACC
564;16.5;22.5;0.9;10;100;6;Successful;Effective;collision;19.62;vtypeauto.1;vtypeauto.0;663.55;edge_0_0_0;0.0;-6.0;0.25;-8.4;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.41;0.55;-7.45;0.55;-7.5;CACC
565;16.5;22.5;0.9;5;80;7;Successful;Effective;collision;18.70;vtypeauto.1;vtypeauto.0;501.43;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.98;0.44;-8.06;0.44;-8.13;CACC
566;16.5;22.5;0.9;8;80;7;Successful;Effective;collision;19.08;vtypeauto.1;vtypeauto.0;527.10;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.98;0.44;-8.06;0.44;-8.13;CACC
567;16.5;22.5;0.9;10;80;7;Successful;Effective;collision;19.34;vtypeauto.1;vtypeauto.0;543.72;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.63;0.43;-7.98;0.44;-8.06;0.44;-8.13;CACC
568;16.5;22.5;0.9;5;100;7;Successful;Effective;collision;18.73;vtypeauto.1;vtypeauto.0;612.02;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.67;0.55;-8.52;0.55;-8.61;CACC
569;16.5;22.5;0.9;8;100;7;Successful;Effective;collision;19.11;vtypeauto.1;vtypeauto.0;639.74;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.67;0.55;-8.52;0.55;-8.61;CACC
570;16.5;22.5;0.9;10;100;7;Successful;Effective;collision;19.36;vtypeauto.1;vtypeauto.0;657.53;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-8.67;0.55;-8.52;0.55;-8.61;CACC
571;16.5;22.5;0.9;5;80;8;Successful;Effective;collision;18.60;vtypeauto.1;vtypeauto.0;499.27;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.57;0.43;-8.54;0.44;-8.66;0.44;-8.73;CACC
572;16.5;22.5;0.9;8;80;8;Successful;Effective;collision;18.94;vtypeauto.1;vtypeauto.0;524.31;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.57;0.43;-8.54;0.44;-8.66;0.44;-8.73;CACC
573;16.5;22.5;0.9;10;80;8;Successful;Effective;collision;19.16;vtypeauto.1;vtypeauto.0;540.40;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-8.57;0.43;-8.54;0.44;-8.66;0.44;-8.73;CACC
574;16.5;22.5;0.9;5;100;8;Successful;Effective;collision;18.63;vtypeauto.1;vtypeauto.0;609.31;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
575;16.5;22.5;0.9;8;100;8;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;635.94;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
576;16.5;22.5;0.9;10;100;8;Successful;Effective;collision;19.19;vtypeauto.1;vtypeauto.0;653.45;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
577;16.6;22.6;0.6;5;80;5;Successful;Effective;collision;19.44;vtypeauto.1;vtypeauto.0;513.67;edge_0_0_0;0.0;-5.0;0.2;-6.23;0.32;-6.73;0.38;-6.9;0.41;-6.87;0.43;-6.7;0.44;-6.43;0.44;-6.16;CACC
578;16.6;22.6;0.6;8;80;5;Successful;Effective;collision;20.91;vtypeauto.1;vtypeauto.0;547.51;edge_0_0_0;0.0;-5.0;0.2;-6.23;0.32;-6.73;0.38;-6.9;0.41;-6.87;0.43;-6.7;0.44;-6.43;0.44;-6.16;CACC
579;16.6;22.6;0.6;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-6.23;0.32;-6.73;0.38;-6.9;0.41;-6.87;0.43;-6.7;0.44;-6.43;0.44;-6.16;CACC
580;16.6;22.6;0.6;5;100;5;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;629.03;edge_0_0_0;0.0;-5.0;0.25;-6.23;0.39;-6.74;0.47;-6.91;0.51;-6.88;0.54;-6.71;0.55;-6.51;0.55;-6.25;CACC
581;16.6;22.6;0.6;8;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;671.13;edge_0_0_0;0.0;-5.0;0.25;-6.23;0.39;-6.74;0.47;-6.91;0.51;-6.88;0.54;-6.71;0.55;-6.51;0.55;-6.25;CACC
582;16.6;22.6;0.6;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-6.23;0.39;-6.74;0.47;-6.91;0.51;-6.88;0.54;-6.71;0.55;-6.51;0.55;-6.25;CACC
583;16.6;22.6;0.6;5;80;6;Successful;Effective;collision;19.13;vtypeauto.1;vtypeauto.0;508.11;edge_0_0_0;0.0;-6.0;0.2;-7.47;0.32;-8.07;0.38;-8.27;0.41;-8.23;0.43;-7.86;0.44;-7.39;0.44;-7.17;CACC
584;16.6;22.6;0.6;8;80;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;537.89;edge_0_0_0;0.0;-6.0;0.2;-7.47;0.32;-8.07;0.38;-8.27;0.41;-8.23;0.43;-7.86;0.44;-7.39;0.44;-7.17;CACC
585;16.6;22.6;0.6;10;80;6;Successful;Effective;collision;21.12;vtypeauto.1;vtypeauto.0;555.71;edge_0_0_0;0.0;-6.0;0.2;-7.47;0.32;-8.07;0.38;-8.27;0.41;-8.23;0.43;-7.86;0.44;-7.39;0.44;-7.17;CACC
586;16.6;22.6;0.6;5;100;6;Successful;Effective;collision;19.18;vtypeauto.1;vtypeauto.0;621.38;edge_0_0_0;0.0;-6.0;0.25;-7.47;0.39;-8.08;0.47;-8.28;0.51;-8.24;0.54;-8.04;0.55;-7.78;0.55;-7.48;CACC
587;16.6;22.6;0.6;8;100;6;Successful;Effective;collision;20.11;vtypeauto.1;vtypeauto.0;656.10;edge_0_0_0;0.0;-6.0;0.25;-7.47;0.39;-8.08;0.47;-8.28;0.51;-8.24;0.54;-8.04;0.55;-7.78;0.55;-7.48;CACC
588;16.6;22.6;0.6;10;100;6;Successful;Effective;collision;21.25;vtypeauto.1;vtypeauto.0;679.88;edge_0_0_0;0.0;-6.0;0.25;-7.47;0.39;-8.08;0.47;-8.28;0.51;-8.24;0.54;-8.04;0.55;-7.78;0.55;-7.48;CACC
589;16.6;22.6;0.6;5;80;7;Successful;Effective;collision;18.92;vtypeauto.1;vtypeauto.0;504.24;edge_0_0_0;0.0;-7.0;0.2;-8.71;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.73;0.44;-8.21;0.44;-8.23;CACC
590;16.6;22.6;0.6;8;80;7;Successful;Effective;collision;19.62;vtypeauto.1;vtypeauto.0;532.00;edge_0_0_0;0.0;-7.0;0.2;-8.71;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.73;0.44;-8.21;0.44;-8.23;CACC
591;16.6;22.6;0.6;10;80;7;Successful;Effective;collision;20.24;vtypeauto.1;vtypeauto.0;549.13;edge_0_0_0;0.0;-7.0;0.2;-8.71;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.73;0.44;-8.21;0.44;-8.23;CACC
592;16.6;22.6;0.6;5;100;7;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;616.14;edge_0_0_0;0.0;-7.0;0.25;-8.72;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.81;0.55;-8.48;CACC
593;16.6;22.6;0.6;8;100;7;Successful;Effective;collision;19.67;vtypeauto.1;vtypeauto.0;647.74;edge_0_0_0;0.0;-7.0;0.25;-8.72;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.81;0.55;-8.48;CACC
594;16.6;22.6;0.6;10;100;7;Successful;Effective;collision;20.30;vtypeauto.1;vtypeauto.0;668.17;edge_0_0_0;0.0;-7.0;0.25;-8.72;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.81;0.55;-8.48;CACC
595;16.6;22.6;0.6;5;80;8;Successful;Effective;collision;18.77;vtypeauto.1;vtypeauto.0;501.41;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0;CACC
596;16.6;22.6;0.6;8;80;8;Successful;Effective;collision;19.34;vtypeauto.1;vtypeauto.0;527.87;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0;CACC
597;16.6;22.6;0.6;10;80;8;Successful;Effective;collision;19.76;vtypeauto.1;vtypeauto.0;544.23;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0;CACC
598;16.6;22.6;0.6;5;100;8;Successful;Effective;collision;18.81;vtypeauto.1;vtypeauto.0;612.50;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
599;16.6;22.6;0.6;8;100;8;Successful;Effective;collision;19.38;vtypeauto.1;vtypeauto.0;641.94;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
600;16.6;22.6;0.6;10;100;8;Successful;Effective;collision;19.80;vtypeauto.1;vtypeauto.0;660.49;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
601;16.6;22.6;0.7;5;80;5;Successful;Effective;collision;19.17;vtypeauto.1;vtypeauto.0;510.15;edge_0_0_0;0.0;-5.0;0.2;-6.53;0.32;-7.14;0.38;-7.34;0.41;-7.29;0.43;-7.06;0.44;-6.54;0.44;-6.15;CACC
602;16.6;22.6;0.7;8;80;5;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;540.93;edge_0_0_0;0.0;-5.0;0.2;-6.53;0.32;-7.14;0.38;-7.34;0.41;-7.29;0.43;-7.06;0.44;-6.54;0.44;-6.15;CACC
603;16.6;22.6;0.7;10;80;5;Successful;Effective;collision;20.89;vtypeauto.1;vtypeauto.0;561.42;edge_0_0_0;0.0;-5.0;0.2;-6.53;0.32;-7.14;0.38;-7.34;0.41;-7.29;0.43;-7.06;0.44;-6.54;0.44;-6.15;CACC
604;16.6;22.6;0.7;5;100;5;Successful;Effective;collision;19.22;vtypeauto.1;vtypeauto.0;623.72;edge_0_0_0;0.0;-5.0;0.25;-6.53;0.39;-7.14;0.47;-7.35;0.51;-7.3;0.54;-7.11;0.55;-6.72;0.55;-6.17;CACC
605;16.6;22.6;0.7;8;100;5;Successful;Effective;collision;20.07;vtypeauto.1;vtypeauto.0;659.10;edge_0_0_0;0.0;-5.0;0.25;-6.53;0.39;-7.14;0.47;-7.35;0.51;-7.3;0.54;-7.1;0.55;-6.6;0.55;-6.17;CACC
606;16.6;22.6;0.7;10;100;5;Successful;Effective;collision;20.98;vtypeauto.1;vtypeauto.0;684.52;edge_0_0_0;0.0;-5.0;0.25;-6.53;0.39;-7.14;0.47;-7.35;0.51;-7.3;0.54;-7.1;0.55;-6.6;0.55;-6.17;CACC
607;16.6;22.6;0.7;5;80;6;Successful;Effective;collision;18.94;vtypeauto.1;vtypeauto.0;505.67;edge_0_0_0;0.0;-6.0;0.2;-7.83;0.32;-8.56;0.38;-8.8;0.41;-8.64;0.43;-7.83;0.44;-7.21;0.44;-7.26;CACC
608;16.6;22.6;0.7;8;80;6;Successful;Effective;collision;19.57;vtypeauto.1;vtypeauto.0;533.96;edge_0_0_0;0.0;-6.0;0.2;-7.83;0.32;-8.56;0.38;-8.8;0.41;-8.64;0.43;-7.83;0.44;-7.21;0.44;-7.26;CACC
609;16.6;22.6;0.7;10;80;6;Successful;Effective;collision;20.09;vtypeauto.1;vtypeauto.0;552.16;edge_0_0_0;0.0;-6.0;0.2;-7.83;0.32;-8.56;0.38;-8.8;0.41;-8.64;0.43;-7.83;0.44;-7.21;0.44;-7.26;CACC
610;16.6;22.6;0.7;5;100;6;Successful;Effective;collision;18.98;vtypeauto.1;vtypeauto.0;617.76;edge_0_0_0;0.0;-6.0;0.25;-7.84;0.39;-8.57;0.47;-8.81;0.51;-8.75;0.54;-8.49;0.55;-7.87;0.55;-7.38;CACC
611;16.6;22.6;0.7;8;100;6;Successful;Effective;collision;19.61;vtypeauto.1;vtypeauto.0;649.37;edge_0_0_0;0.0;-6.0;0.25;-7.84;0.39;-8.57;0.47;-8.81;0.51;-8.75;0.54;-8.49;0.55;-7.87;0.55;-7.38;CACC
612;16.6;22.6;0.7;10;100;6;Successful;Effective;collision;20.14;vtypeauto.1;vtypeauto.0;670.47;edge_0_0_0;0.0;-6.0;0.25;-7.84;0.39;-8.57;0.47;-8.81;0.51;-8.75;0.54;-8.49;0.55;-7.87;0.55;-7.38;CACC
613;16.6;22.6;0.7;5;80;7;Successful;Effective;collision;18.78;vtypeauto.1;vtypeauto.0;502.49;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.37;0.44;-8.18;0.44;-8.27;CACC
614;16.6;22.6;0.7;8;80;7;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;529.24;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.37;0.44;-8.18;0.44;-8.27;CACC
615;16.6;22.6;0.7;10;80;7;Successful;Effective;collision;19.68;vtypeauto.1;vtypeauto.0;546.44;edge_0_0_0;0.0;-7.0;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.37;0.44;-8.18;0.44;-8.27;CACC
616;16.6;22.6;0.7;5;100;7;Successful;Effective;collision;18.81;vtypeauto.1;vtypeauto.0;613.46;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.66;0.55;-8.56;CACC
617;16.6;22.6;0.7;8;100;7;Successful;Effective;collision;19.32;vtypeauto.1;vtypeauto.0;642.94;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.66;0.55;-8.56;CACC
618;16.6;22.6;0.7;10;100;7;Successful;Effective;collision;19.71;vtypeauto.1;vtypeauto.0;662.21;edge_0_0_0;0.0;-7.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.66;0.55;-8.56;CACC
619;16.6;22.6;0.7;5;80;8;Successful;Effective;collision;18.66;vtypeauto.1;vtypeauto.0;500.06;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.95;0.44;-9.0;0.44;-9.0;CACC
620;16.6;22.6;0.7;8;80;8;Successful;Effective;collision;19.10;vtypeauto.1;vtypeauto.0;525.91;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.95;0.44;-9.0;0.44;-9.0;CACC
621;16.6;22.6;0.7;10;80;8;Successful;Effective;collision;19.40;vtypeauto.1;vtypeauto.0;542.27;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-8.95;0.44;-9.0;0.44;-9.0;CACC
622;16.6;22.6;0.7;5;100;8;Successful;Effective;collision;18.69;vtypeauto.1;vtypeauto.0;610.38;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
623;16.6;22.6;0.7;8;100;8;Successful;Effective;collision;19.13;vtypeauto.1;vtypeauto.0;638.56;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
624;16.6;22.6;0.7;10;100;8;Successful;Effective;collision;19.43;vtypeauto.1;vtypeauto.0;656.52;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0;CACC
625;16.6;22.6;0.8;5;80;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;508.35;edge_0_0_0;0.0;-5.0;0.2;-6.84;0.32;-7.56;0.38;-7.8;0.41;-7.76;0.43;-7.2;0.44;-6.16;0.44;-6.24;CACC
626;16.6;22.6;0.8;8;80;5;Successful;Effective;collision;19.65;vtypeauto.1;vtypeauto.0;537.16;edge_0_0_0;0.0;-5.0;0.2;-6.84;0.32;-7.56;0.38;-7.8;0.41;-7.76;0.43;-7.2;0.44;-6.16;0.44;-6.24;CACC
627;16.6;22.6;0.8;10;80;5;Successful;Effective;collision;20.16;vtypeauto.1;vtypeauto.0;556.30;edge_0_0_0;0.0;-5.0;0.2;-6.84;0.32;-7.56;0.38;-7.8;0.41;-7.76;0.43;-7.2;0.44;-6.16;0.44;-6.24;CACC
628;16.6;22.6;0.8;5;100;5;Successful;Effective;collision;19.07;vtypeauto.1;vtypeauto.0;620.78;edge_0_0_0;0.0;-5.0;0.25;-6.84;0.39;-7.57;0.47;-7.81;0.51;-7.78;0.54;-7.41;0.55;-6.71;0.55;-6.3;CACC
629;16.6;22.6;0.8;8;100;5;Successful;Effective;collision;19.70;vtypeauto.1;vtypeauto.0;653.30;edge_0_0_0;0.0;-5.0;0.25;-6.84;0.39;-7.57;0.47;-7.81;0.51;-7.76;0.54;-7.37;0.55;-6.63;0.55;-6.29;CACC
630;16.6;22.6;0.8;10;100;5;Successful;Effective;collision;20.21;vtypeauto.1;vtypeauto.0;675.13;edge_0_0_0;0.0;-5.0;0.25;-6.84;0.39;-7.57;0.47;-7.81;0.51;-7.77;0.54;-7.32;0.55;-6.61;0.55;-6.26;CACC
631;16.6;22.6;0.8;5;80;6;Successful;Effective;collision;18.85;vtypeauto.1;vtypeauto.0;504.45;edge_0_0_0;0.0;-6.0;0.2;-8.2;0.32;-9.0;0.38;-9.0;0.41;-8.81;0.43;-7.44;0.44;-7.23;0.44;-7.31;CACC
632;16.6;22.6;0.8;8;80;6;Successful;Effective;collision;19.34;vtypeauto.1;vtypeauto.0;531.57;edge_0_0_0;0.0;-6.0;0.2;-8.2;0.32;-9.0;0.38;-9.0;0.41;-8.81;0.43;-7.44;0.44;-7.23;0.44;-7.31;CACC
633;16.6;22.6;0.8;10;80;6;Successful;Effective;collision;19.70;vtypeauto.1;vtypeauto.0;549.14;edge_0_0_0;0.0;-6.0;0.2;-8.2;0.32;-9.0;0.38;-9.0;0.41;-8.81;0.43;-7.44;0.44;-7.23;0.44;-7.31;CACC
