Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
2221;18.3;24.3;0.6;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.21;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2222;18.3;24.3;0.6;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.21;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2223;18.3;24.3;0.6;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.21;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2224;18.3;24.3;0.6;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.18;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.25;0.55;-7.25;CACC
2225;18.3;24.3;0.6;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.18;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.25;0.55;-7.25;CACC
2226;18.3;24.3;0.6;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.18;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.25;0.55;-7.25;CACC
2227;18.3;24.3;0.6;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.16;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.23;CACC
2228;18.3;24.3;0.6;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.16;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.23;CACC
2229;18.3;24.3;0.6;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.16;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.23;CACC
2230;18.3;24.3;0.6;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.2;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2231;18.3;24.3;0.6;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.2;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2232;18.3;24.3;0.6;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.2;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2233;18.3;24.3;0.7;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.13;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.19;CACC
2234;18.3;24.3;0.7;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.13;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.19;CACC
2235;18.3;24.3;0.7;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.13;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.19;CACC
2236;18.3;24.3;0.7;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2237;18.3;24.3;0.7;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2238;18.3;24.3;0.7;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2239;18.3;24.3;0.7;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.14;0.38;-6.18;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
2240;18.3;24.3;0.7;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.14;0.38;-6.18;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
2241;18.3;24.3;0.7;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.14;0.38;-6.18;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
2242;18.3;24.3;0.7;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.2;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2243;18.3;24.3;0.7;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.2;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2244;18.3;24.3;0.7;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.2;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2245;18.3;24.3;0.7;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.14;0.38;-7.2;0.41;-7.23;0.43;-7.21;0.44;-7.2;0.44;-7.21;CACC
2246;18.3;24.3;0.7;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.14;0.38;-7.2;0.41;-7.23;0.43;-7.21;0.44;-7.2;0.44;-7.21;CACC
2247;18.3;24.3;0.7;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.14;0.38;-7.2;0.41;-7.23;0.43;-7.21;0.44;-7.2;0.44;-7.21;CACC
2248;18.3;24.3;0.7;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.17;0.47;-7.22;0.51;-7.25;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2249;18.3;24.3;0.7;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.17;0.47;-7.22;0.51;-7.25;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2250;18.3;24.3;0.7;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.17;0.47;-7.22;0.51;-7.25;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2251;18.3;24.3;0.7;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.09;0.32;-8.15;0.38;-8.22;0.41;-8.24;0.43;-8.21;0.44;-8.19;0.44;-8.21;CACC
2252;18.3;24.3;0.7;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.09;0.32;-8.15;0.38;-8.22;0.41;-8.24;0.43;-8.21;0.44;-8.19;0.44;-8.21;CACC
2253;18.3;24.3;0.7;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.09;0.32;-8.15;0.38;-8.22;0.41;-8.24;0.43;-8.21;0.44;-8.19;0.44;-8.21;CACC
2254;18.3;24.3;0.7;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.17;0.47;-8.24;0.51;-8.28;0.54;-8.26;0.55;-8.25;0.55;-8.26;CACC
2255;18.3;24.3;0.7;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.17;0.47;-8.24;0.51;-8.28;0.54;-8.26;0.55;-8.25;0.55;-8.26;CACC
2256;18.3;24.3;0.7;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.17;0.47;-8.24;0.51;-8.28;0.54;-8.26;0.55;-8.25;0.55;-8.26;CACC
2257;18.3;24.3;0.8;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2258;18.3;24.3;0.8;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2259;18.3;24.3;0.8;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2260;18.3;24.3;0.8;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2261;18.3;24.3;0.8;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2262;18.3;24.3;0.8;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.13;0.47;-5.17;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2263;18.3;24.3;0.8;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.12;0.38;-6.17;0.41;-6.21;0.43;-6.2;0.44;-6.19;0.44;-6.19;CACC
2264;18.3;24.3;0.8;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.12;0.38;-6.17;0.41;-6.21;0.43;-6.2;0.44;-6.19;0.44;-6.19;CACC
2265;18.3;24.3;0.8;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.12;0.38;-6.17;0.41;-6.21;0.43;-6.2;0.44;-6.19;0.44;-6.19;CACC
2266;18.3;24.3;0.8;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.19;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2267;18.3;24.3;0.8;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.19;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2268;18.3;24.3;0.8;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.15;0.47;-6.19;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2269;18.3;24.3;0.8;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.1;0.32;-7.12;0.38;-7.19;0.41;-7.21;0.43;-7.19;0.44;-7.18;0.44;-7.19;CACC
2270;18.3;24.3;0.8;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.1;0.32;-7.12;0.38;-7.19;0.41;-7.21;0.43;-7.19;0.44;-7.18;0.44;-7.19;CACC
2271;18.3;24.3;0.8;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.1;0.32;-7.12;0.38;-7.19;0.41;-7.21;0.43;-7.19;0.44;-7.18;0.44;-7.19;CACC
2272;18.3;24.3;0.8;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.16;0.47;-7.21;0.51;-7.25;0.54;-7.24;0.55;-7.23;0.55;-7.23;CACC
2273;18.3;24.3;0.8;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.16;0.47;-7.21;0.51;-7.25;0.54;-7.24;0.55;-7.23;0.55;-7.23;CACC
2274;18.3;24.3;0.8;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.16;0.47;-7.21;0.51;-7.25;0.54;-7.24;0.55;-7.23;0.55;-7.23;CACC
2275;18.3;24.3;0.8;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.05;0.32;-8.14;0.38;-8.21;0.41;-8.22;0.43;-8.19;0.44;-8.18;0.44;-8.2;CACC
2276;18.3;24.3;0.8;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.05;0.32;-8.14;0.38;-8.21;0.41;-8.22;0.43;-8.19;0.44;-8.18;0.44;-8.2;CACC
2277;18.3;24.3;0.8;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.05;0.32;-8.14;0.38;-8.21;0.41;-8.22;0.43;-8.19;0.44;-8.18;0.44;-8.2;CACC
2278;18.3;24.3;0.8;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.15;0.47;-8.23;0.51;-8.26;0.54;-8.25;0.55;-8.24;0.55;-8.24;CACC
2279;18.3;24.3;0.8;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.15;0.47;-8.23;0.51;-8.26;0.54;-8.25;0.55;-8.24;0.55;-8.24;CACC
2280;18.3;24.3;0.8;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.15;0.47;-8.23;0.51;-8.26;0.54;-8.25;0.55;-8.24;0.55;-8.24;CACC
2281;18.3;24.3;0.9;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.17;0.44;-5.17;CACC
2282;18.3;24.3;0.9;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.17;0.44;-5.17;CACC
2283;18.3;24.3;0.9;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.12;0.38;-5.15;0.41;-5.18;0.43;-5.18;0.44;-5.17;0.44;-5.17;CACC
2284;18.3;24.3;0.9;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.13;0.47;-5.16;0.51;-5.19;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2285;18.3;24.3;0.9;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.13;0.47;-5.16;0.51;-5.19;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2286;18.3;24.3;0.9;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.13;0.47;-5.16;0.51;-5.19;0.54;-5.2;0.55;-5.2;0.55;-5.2;CACC
2287;18.3;24.3;0.9;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.1;0.38;-6.17;0.41;-6.19;0.43;-6.18;0.44;-6.18;0.44;-6.18;CACC
2288;18.3;24.3;0.9;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.1;0.38;-6.17;0.41;-6.19;0.43;-6.18;0.44;-6.18;0.44;-6.18;CACC
2289;18.3;24.3;0.9;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.1;0.38;-6.17;0.41;-6.19;0.43;-6.18;0.44;-6.18;0.44;-6.18;CACC
2290;18.3;24.3;0.9;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.15;0.47;-6.18;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2291;18.3;24.3;0.9;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.15;0.47;-6.18;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2292;18.3;24.3;0.9;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.15;0.47;-6.18;0.51;-6.22;0.54;-6.22;0.55;-6.22;0.55;-6.22;CACC
2293;18.3;24.3;0.9;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.07;0.32;-7.11;0.38;-7.19;0.41;-7.21;0.43;-7.18;0.44;-7.17;0.44;-7.18;CACC
2294;18.3;24.3;0.9;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.07;0.32;-7.11;0.38;-7.19;0.41;-7.21;0.43;-7.18;0.44;-7.17;0.44;-7.18;CACC
2295;18.3;24.3;0.9;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.07;0.32;-7.11;0.38;-7.19;0.41;-7.21;0.43;-7.18;0.44;-7.17;0.44;-7.18;CACC
2296;18.3;24.3;0.9;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.12;0.47;-7.2;0.51;-7.24;0.54;-7.23;0.55;-7.22;0.55;-7.23;CACC
2297;18.3;24.3;0.9;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.12;0.47;-7.2;0.51;-7.24;0.54;-7.23;0.55;-7.22;0.55;-7.23;CACC
2298;18.3;24.3;0.9;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.12;0.47;-7.2;0.51;-7.24;0.54;-7.23;0.55;-7.22;0.55;-7.23;CACC
2299;18.3;24.3;0.9;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.01;0.32;-8.13;0.38;-8.18;0.41;-8.2;0.43;-8.16;0.44;-8.16;0.44;-8.17;CACC
2300;18.3;24.3;0.9;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.01;0.32;-8.13;0.38;-8.18;0.41;-8.2;0.43;-8.16;0.44;-8.16;0.44;-8.17;CACC
2301;18.3;24.3;0.9;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.01;0.32;-8.13;0.38;-8.18;0.41;-8.2;0.43;-8.16;0.44;-8.16;0.44;-8.17;CACC
2302;18.3;24.3;0.9;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.13;0.47;-8.22;0.51;-8.24;0.54;-8.22;0.55;-8.21;0.55;-8.22;CACC
2303;18.3;24.3;0.9;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.13;0.47;-8.22;0.51;-8.24;0.54;-8.22;0.55;-8.21;0.55;-8.22;CACC
2304;18.3;24.3;0.9;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.13;0.39;-8.13;0.47;-8.22;0.51;-8.24;0.54;-8.22;0.55;-8.21;0.55;-8.22;CACC
2305;18.4;24.4;0.6;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.13;0.38;-5.17;0.41;-5.19;0.43;-5.19;0.44;-5.18;0.44;-5.19;CACC
2306;18.4;24.4;0.6;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.13;0.38;-5.17;0.41;-5.19;0.43;-5.19;0.44;-5.18;0.44;-5.19;CACC
2307;18.4;24.4;0.6;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.13;0.38;-5.17;0.41;-5.19;0.43;-5.19;0.44;-5.18;0.44;-5.19;CACC
2308;18.4;24.4;0.6;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.21;0.54;-5.21;0.55;-5.21;0.55;-5.21;CACC
2309;18.4;24.4;0.6;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.21;0.54;-5.21;0.55;-5.21;0.55;-5.21;CACC
2310;18.4;24.4;0.6;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.21;0.54;-5.21;0.55;-5.21;0.55;-5.21;CACC
2311;18.4;24.4;0.6;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.14;0.38;-6.19;0.41;-6.22;0.43;-6.21;0.44;-6.2;0.44;-6.21;CACC
2312;18.4;24.4;0.6;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.14;0.38;-6.19;0.41;-6.22;0.43;-6.21;0.44;-6.2;0.44;-6.21;CACC
2313;18.4;24.4;0.6;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.14;0.38;-6.19;0.41;-6.22;0.43;-6.21;0.44;-6.2;0.44;-6.21;CACC
2314;18.4;24.4;0.6;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.21;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2315;18.4;24.4;0.6;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.21;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2316;18.4;24.4;0.6;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.21;0.51;-6.23;0.54;-6.23;0.55;-6.22;0.55;-6.23;CACC
2317;18.4;24.4;0.6;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.22;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2318;18.4;24.4;0.6;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.22;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2319;18.4;24.4;0.6;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.11;0.32;-7.16;0.38;-7.22;0.41;-7.24;0.43;-7.22;0.44;-7.21;0.44;-7.22;CACC
2320;18.4;24.4;0.6;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.17;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2321;18.4;24.4;0.6;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.17;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2322;18.4;24.4;0.6;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.11;0.39;-7.17;0.47;-7.23;0.51;-7.26;0.54;-7.25;0.55;-7.24;0.55;-7.25;CACC
2323;18.4;24.4;0.6;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.17;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.24;CACC
2324;18.4;24.4;0.6;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.17;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.24;CACC
2325;18.4;24.4;0.6;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.11;0.32;-8.17;0.38;-8.24;0.41;-8.26;0.43;-8.23;0.44;-8.22;0.44;-8.24;CACC
2326;18.4;24.4;0.6;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.19;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2327;18.4;24.4;0.6;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.19;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2328;18.4;24.4;0.6;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.12;0.39;-8.19;0.47;-8.25;0.51;-8.28;0.54;-8.27;0.55;-8.26;0.55;-8.27;CACC
2329;18.4;24.4;0.7;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.12;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2330;18.4;24.4;0.7;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.12;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2331;18.4;24.4;0.7;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.08;0.32;-5.12;0.38;-5.16;0.41;-5.19;0.43;-5.18;0.44;-5.18;0.44;-5.18;CACC
2332;18.4;24.4;0.7;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2333;18.4;24.4;0.7;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2334;18.4;24.4;0.7;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.08;0.39;-5.13;0.47;-5.18;0.51;-5.2;0.54;-5.2;0.55;-5.2;0.55;-5.21;CACC
2335;18.4;24.4;0.7;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.13;0.38;-6.19;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
2336;18.4;24.4;0.7;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.13;0.38;-6.19;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
2337;18.4;24.4;0.7;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.09;0.32;-6.13;0.38;-6.19;0.41;-6.21;0.43;-6.2;0.44;-6.2;0.44;-6.2;CACC
