Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
305;17.2;23.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.19;0.39;-7.32;0.47;-7.58;0.51;-7.72;0.54;-7.67;;;;;CACC
306;17.2;23.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.19;0.39;-7.32;0.47;-7.58;0.51;-7.72;0.54;-7.67;;;;;CACC
307;17.2;23.2;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.35;0.38;-8.64;0.41;-8.78;0.43;-8.62;;;;;CACC
308;17.2;23.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.35;0.38;-8.64;0.41;-8.78;0.43;-8.62;;;;;CACC
309;17.2;23.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.35;0.38;-8.64;0.41;-8.78;0.43;-8.62;;;;;CACC
310;17.2;23.2;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.21;0.39;-8.36;0.47;-8.66;0.51;-8.81;0.54;-8.74;;;;;CACC
311;17.2;23.2;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.21;0.39;-8.36;0.47;-8.66;0.51;-8.81;0.54;-8.74;;;;;CACC
312;17.2;23.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.21;0.39;-8.36;0.47;-8.66;0.51;-8.81;0.54;-8.74;;;;;CACC
313;17.3;23.3;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.21;0.38;-5.26;0.41;-5.35;0.43;-5.34;;;;;CACC
314;17.3;23.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.21;0.38;-5.26;0.41;-5.35;0.43;-5.34;;;;;CACC
315;17.3;23.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.21;0.38;-5.26;0.41;-5.35;0.43;-5.34;;;;;CACC
316;17.3;23.3;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.22;0.47;-5.28;0.51;-5.36;0.54;-5.36;;;;;CACC
317;17.3;23.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.22;0.47;-5.28;0.51;-5.36;0.54;-5.36;;;;;CACC
318;17.3;23.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.22;0.47;-5.28;0.51;-5.36;0.54;-5.36;;;;;CACC
319;17.3;23.3;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.25;0.38;-6.31;0.41;-6.4;0.43;-6.39;;;;;CACC
320;17.3;23.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.25;0.38;-6.31;0.41;-6.4;0.43;-6.39;;;;;CACC
321;17.3;23.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.25;0.38;-6.31;0.41;-6.4;0.43;-6.39;;;;;CACC
322;17.3;23.3;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;0.51;-6.42;0.54;-6.41;;;;;CACC
323;17.3;23.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;0.51;-6.42;0.54;-6.41;;;;;CACC
324;17.3;23.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;0.51;-6.42;0.54;-6.41;;;;;CACC
325;17.3;23.3;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.28;0.38;-7.35;0.41;-7.45;0.43;-7.42;;;;;CACC
326;17.3;23.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.28;0.38;-7.35;0.41;-7.45;0.43;-7.42;;;;;CACC
327;17.3;23.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.28;0.38;-7.35;0.41;-7.45;0.43;-7.42;;;;;CACC
328;17.3;23.3;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.17;0.39;-7.29;0.47;-7.36;0.51;-7.47;0.54;-7.47;;;;;CACC
329;17.3;23.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.17;0.39;-7.29;0.47;-7.36;0.51;-7.47;0.54;-7.47;;;;;CACC
330;17.3;23.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.17;0.39;-7.29;0.47;-7.36;0.51;-7.47;0.54;-7.47;;;;;CACC
331;17.3;23.3;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.19;0.32;-8.32;0.38;-8.37;0.41;-8.48;0.43;-8.42;;;;;CACC
332;17.3;23.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.19;0.32;-8.32;0.38;-8.37;0.41;-8.48;0.43;-8.42;;;;;CACC
333;17.3;23.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.19;0.32;-8.32;0.38;-8.37;0.41;-8.48;0.43;-8.42;;;;;CACC
334;17.3;23.3;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.19;0.39;-8.33;0.47;-8.41;0.51;-8.53;0.54;-8.51;;;;;CACC
335;17.3;23.3;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.19;0.39;-8.33;0.47;-8.41;0.51;-8.53;0.54;-8.51;;;;;CACC
336;17.3;23.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.19;0.39;-8.33;0.47;-8.41;0.51;-8.53;0.54;-8.51;;;;;CACC
337;17.4;23.4;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;0.43;-5.25;;;;;CACC
338;17.4;23.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;0.43;-5.25;;;;;CACC
339;17.4;23.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;0.43;-5.25;;;;;CACC
340;17.4;23.4;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;0.54;-5.27;;;;;CACC
341;17.4;23.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;0.54;-5.27;;;;;CACC
342;17.4;23.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;0.54;-5.27;;;;;CACC
343;17.4;23.4;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;0.43;-6.28;;;;;CACC
344;17.4;23.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;0.43;-6.28;;;;;CACC
345;17.4;23.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;0.43;-6.28;;;;;CACC
346;17.4;23.4;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;0.54;-6.31;;;;;CACC
347;17.4;23.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;0.54;-6.31;;;;;CACC
348;17.4;23.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;0.54;-6.31;;;;;CACC
349;17.4;23.4;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;0.43;-7.29;;;;;CACC
350;17.4;23.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;0.43;-7.29;;;;;CACC
351;17.4;23.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;0.43;-7.29;;;;;CACC
352;17.4;23.4;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;0.54;-7.34;;;;;CACC
353;17.4;23.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;0.54;-7.34;;;;;CACC
354;17.4;23.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;0.54;-7.34;;;;;CACC
355;17.4;23.4;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;0.43;-8.27;;;;;CACC
356;17.4;23.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;0.43;-8.27;;;;;CACC
357;17.4;23.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;0.43;-8.27;;;;;CACC
358;17.4;23.4;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;0.54;-8.36;;;;;CACC
359;17.4;23.4;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;0.54;-8.36;;;;;CACC
360;17.4;23.4;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;0.54;-8.36;;;;;CACC
361;17.5;23.5;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;0.43;-5.24;;;;;CACC
362;17.5;23.5;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;0.43;-5.24;;;;;CACC
363;17.5;23.5;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;0.43;-5.24;;;;;CACC
364;17.5;23.5;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;0.54;-5.26;;;;;CACC
365;17.5;23.5;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;0.54;-5.26;;;;;CACC
366;17.5;23.5;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;0.54;-5.26;;;;;CACC
367;17.5;23.5;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;0.43;-6.27;;;;;CACC
368;17.5;23.5;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;0.43;-6.27;;;;;CACC
369;17.5;23.5;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;0.43;-6.27;;;;;CACC
370;17.5;23.5;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;0.54;-6.29;;;;;CACC
371;17.5;23.5;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;0.54;-6.29;;;;;CACC
372;17.5;23.5;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;0.54;-6.29;;;;;CACC
373;17.5;23.5;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;0.43;-7.27;;;;;CACC
374;17.5;23.5;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;0.43;-7.27;;;;;CACC
375;17.5;23.5;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;0.43;-7.27;;;;;CACC
376;17.5;23.5;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;0.54;-7.32;;;;;CACC
377;17.5;23.5;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;0.54;-7.32;;;;;CACC
378;17.5;23.5;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;0.54;-7.32;;;;;CACC
379;17.5;23.5;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;0.43;-8.26;;;;;CACC
380;17.5;23.5;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;0.43;-8.26;;;;;CACC
381;17.5;23.5;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;0.43;-8.26;;;;;CACC
382;17.5;23.5;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;0.54;-8.34;;;;;CACC
383;17.5;23.5;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;0.54;-8.34;;;;;CACC
384;17.5;23.5;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;0.54;-8.34;;;;;CACC
385;17.6;23.6;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;0.43;-5.23;;;;;CACC
386;17.6;23.6;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;0.43;-5.23;;;;;CACC
387;17.6;23.6;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;0.43;-5.23;;;;;CACC
388;17.6;23.6;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;0.54;-5.24;;;;;CACC
389;17.6;23.6;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;0.54;-5.24;;;;;CACC
390;17.6;23.6;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;0.54;-5.24;;;;;CACC
391;17.6;23.6;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;0.43;-6.25;;;;;CACC
392;17.6;23.6;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;0.43;-6.25;;;;;CACC
393;17.6;23.6;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;0.43;-6.25;;;;;CACC
394;17.6;23.6;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;0.54;-6.27;;;;;CACC
395;17.6;23.6;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;0.54;-6.27;;;;;CACC
396;17.6;23.6;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;0.54;-6.27;;;;;CACC
397;17.6;23.6;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;0.43;-7.26;;;;;CACC
398;17.6;23.6;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;0.43;-7.26;;;;;CACC
399;17.6;23.6;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;0.43;-7.26;;;;;CACC
400;17.6;23.6;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;0.54;-7.3;;;;;CACC
401;17.6;23.6;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;0.54;-7.3;;;;;CACC
402;17.6;23.6;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;0.54;-7.3;;;;;CACC
403;17.6;23.6;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;0.43;-8.25;;;;;CACC
404;17.6;23.6;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;0.43;-8.25;;;;;CACC
405;17.6;23.6;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;0.43;-8.25;;;;;CACC
406;17.6;23.6;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;0.54;-8.32;;;;;CACC
407;17.6;23.6;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;0.54;-8.32;;;;;CACC
408;17.6;23.6;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;0.54;-8.32;;;;;CACC
409;17.7;23.7;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;0.43;-5.21;;;;;CACC
410;17.7;23.7;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;0.43;-5.21;;;;;CACC
411;17.7;23.7;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;0.43;-5.21;;;;;CACC
412;17.7;23.7;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;0.54;-5.23;;;;;CACC
413;17.7;23.7;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;0.54;-5.23;;;;;CACC
414;17.7;23.7;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;0.54;-5.23;;;;;CACC
415;17.7;23.7;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;0.43;-6.24;;;;;CACC
416;17.7;23.7;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;0.43;-6.24;;;;;CACC
417;17.7;23.7;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;0.43;-6.24;;;;;CACC
418;17.7;23.7;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;0.54;-6.26;;;;;CACC
419;17.7;23.7;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;0.54;-6.26;;;;;CACC
420;17.7;23.7;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;0.54;-6.26;;;;;CACC
421;17.7;23.7;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;0.43;-7.25;;;;;CACC
422;17.7;23.7;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;0.43;-7.25;;;;;CACC
423;17.7;23.7;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;0.43;-7.25;;;;;CACC
424;17.7;23.7;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;0.54;-7.29;;;;;CACC
425;17.7;23.7;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;0.54;-7.29;;;;;CACC
426;17.7;23.7;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;0.54;-7.29;;;;;CACC
427;17.7;23.7;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;0.43;-8.25;;;;;CACC
428;17.7;23.7;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;0.43;-8.25;;;;;CACC
429;17.7;23.7;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;0.43;-8.25;;;;;CACC
430;17.7;23.7;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;0.54;-8.31;;;;;CACC
431;17.7;23.7;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;0.54;-8.31;;;;;CACC
432;17.7;23.7;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;0.54;-8.31;;;;;CACC
433;17.8;23.8;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;0.43;-5.21;;;;;CACC
434;17.8;23.8;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;0.43;-5.21;;;;;CACC
435;17.8;23.8;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;0.43;-5.21;;;;;CACC
436;17.8;23.8;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.23;;;;;CACC
437;17.8;23.8;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.23;;;;;CACC
438;17.8;23.8;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.23;;;;;CACC
439;17.8;23.8;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.18;0.38;-6.23;0.41;-6.25;0.43;-6.23;;;;;CACC
