Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
258;17.2;23.2;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.32;0.47;-6.57;;;;;;;;;CACC
259;17.2;23.2;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.63;;;;;;;;;CACC
260;17.2;23.2;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.63;;;;;;;;;CACC
261;17.2;23.2;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.63;;;;;;;;;CACC
262;17.2;23.2;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.69;;;;;;;;;CACC
263;17.2;23.2;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.69;;;;;;;;;CACC
264;17.2;23.2;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.69;;;;;;;;;CACC
265;17.2;23.2;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.28;0.39;-6.47;0.47;-6.76;;;;;;;;;CACC
266;17.2;23.2;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.28;0.39;-6.47;0.47;-6.76;;;;;;;;;CACC
267;17.2;23.2;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.28;0.39;-6.47;0.47;-6.76;;;;;;;;;CACC
268;17.2;23.2;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.31;0.39;-6.53;0.47;-6.83;;;;;;;;;CACC
269;17.2;23.2;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.31;0.39;-6.53;0.47;-6.83;;;;;;;;;CACC
270;17.2;23.2;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.31;0.39;-6.53;0.47;-6.83;;;;;;;;;CACC
271;17.2;23.2;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.35;0.39;-6.61;0.47;-6.9;;;;;;;;;CACC
272;17.2;23.2;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.35;0.39;-6.61;0.47;-6.9;;;;;;;;;CACC
273;17.2;23.2;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.35;0.39;-6.61;0.47;-6.9;;;;;;;;;CACC
274;17.3;23.3;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
275;17.3;23.3;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
276;17.3;23.3;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
277;17.3;23.3;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
278;17.3;23.3;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
279;17.3;23.3;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
280;17.3;23.3;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
281;17.3;23.3;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
282;17.3;23.3;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
283;17.3;23.3;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.44;;;;;;;;;CACC
284;17.3;23.3;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.44;;;;;;;;;CACC
285;17.3;23.3;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.36;0.47;-6.44;;;;;;;;;CACC
286;17.3;23.3;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.5;;;;;;;;;CACC
287;17.3;23.3;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.5;;;;;;;;;CACC
288;17.3;23.3;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.41;0.47;-6.5;;;;;;;;;CACC
289;17.3;23.3;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.27;0.39;-6.46;0.47;-6.54;;;;;;;;;CACC
290;17.3;23.3;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.27;0.39;-6.46;0.47;-6.54;;;;;;;;;CACC
291;17.3;23.3;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.27;0.39;-6.46;0.47;-6.54;;;;;;;;;CACC
292;17.3;23.3;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.3;0.39;-6.52;0.47;-6.57;;;;;;;;;CACC
293;17.3;23.3;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.3;0.39;-6.52;0.47;-6.57;;;;;;;;;CACC
294;17.3;23.3;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.3;0.39;-6.52;0.47;-6.57;;;;;;;;;CACC
295;17.4;23.4;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;;;;;;;;;CACC
296;17.4;23.4;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;;;;;;;;;CACC
297;17.4;23.4;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;;;;;;;;;CACC
298;17.4;23.4;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
299;17.4;23.4;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
300;17.4;23.4;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
301;17.4;23.4;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
302;17.4;23.4;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
303;17.4;23.4;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.29;0.47;-6.35;;;;;;;;;CACC
304;17.4;23.4;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
305;17.4;23.4;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
306;17.4;23.4;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.32;0.47;-6.39;;;;;;;;;CACC
307;17.4;23.4;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.35;0.47;-6.43;;;;;;;;;CACC
308;17.4;23.4;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.35;0.47;-6.43;;;;;;;;;CACC
309;17.4;23.4;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.35;0.47;-6.43;;;;;;;;;CACC
310;17.4;23.4;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.39;0.47;-6.46;;;;;;;;;CACC
311;17.4;23.4;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.39;0.47;-6.46;;;;;;;;;CACC
312;17.4;23.4;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.39;0.47;-6.46;;;;;;;;;CACC
313;17.4;23.4;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.26;0.39;-6.44;0.47;-6.47;;;;;;;;;CACC
314;17.4;23.4;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.26;0.39;-6.44;0.47;-6.47;;;;;;;;;CACC
315;17.4;23.4;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.26;0.39;-6.44;0.47;-6.47;;;;;;;;;CACC
316;17.5;23.5;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;;;;;;;;;CACC
317;17.5;23.5;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;;;;;;;;;CACC
318;17.5;23.5;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;;;;;;;;;CACC
319;17.5;23.5;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
320;17.5;23.5;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
321;17.5;23.5;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
322;17.5;23.5;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
323;17.5;23.5;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
324;17.5;23.5;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.26;0.47;-6.32;;;;;;;;;CACC
325;17.5;23.5;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.34;;;;;;;;;CACC
326;17.5;23.5;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.34;;;;;;;;;CACC
327;17.5;23.5;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.34;;;;;;;;;CACC
328;17.5;23.5;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.31;0.47;-6.37;;;;;;;;;CACC
329;17.5;23.5;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.31;0.47;-6.37;;;;;;;;;CACC
330;17.5;23.5;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.31;0.47;-6.37;;;;;;;;;CACC
331;17.5;23.5;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.34;0.47;-6.39;;;;;;;;;CACC
332;17.5;23.5;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.34;0.47;-6.39;;;;;;;;;CACC
333;17.5;23.5;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.34;0.47;-6.39;;;;;;;;;CACC
334;17.5;23.5;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.38;0.47;-6.39;;;;;;;;;CACC
335;17.5;23.5;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.38;0.47;-6.39;;;;;;;;;CACC
336;17.5;23.5;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.23;0.39;-6.38;0.47;-6.39;;;;;;;;;CACC
337;17.6;23.6;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
338;17.6;23.6;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
339;17.6;23.6;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
340;17.6;23.6;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
341;17.6;23.6;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
342;17.6;23.6;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
343;17.6;23.6;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
344;17.6;23.6;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
345;17.6;23.6;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
346;17.6;23.6;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.31;;;;;;;;;CACC
347;17.6;23.6;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.31;;;;;;;;;CACC
348;17.6;23.6;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.31;;;;;;;;;CACC
349;17.6;23.6;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.27;0.47;-6.33;;;;;;;;;CACC
350;17.6;23.6;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.27;0.47;-6.33;;;;;;;;;CACC
351;17.6;23.6;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.27;0.47;-6.33;;;;;;;;;CACC
352;17.6;23.6;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.3;0.47;-6.34;;;;;;;;;CACC
353;17.6;23.6;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.3;0.47;-6.34;;;;;;;;;CACC
354;17.6;23.6;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.3;0.47;-6.34;;;;;;;;;CACC
355;17.6;23.6;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.33;0.47;-6.33;;;;;;;;;CACC
356;17.6;23.6;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.33;0.47;-6.33;;;;;;;;;CACC
357;17.6;23.6;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.33;0.47;-6.33;;;;;;;;;CACC
358;17.7;23.7;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
359;17.7;23.7;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
360;17.7;23.7;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
361;17.7;23.7;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
362;17.7;23.7;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
363;17.7;23.7;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;;;;;;;;;CACC
364;17.7;23.7;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
365;17.7;23.7;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
366;17.7;23.7;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.27;;;;;;;;;CACC
367;17.7;23.7;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.28;;;;;;;;;CACC
368;17.7;23.7;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.28;;;;;;;;;CACC
369;17.7;23.7;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.28;;;;;;;;;CACC
370;17.7;23.7;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
371;17.7;23.7;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
372;17.7;23.7;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.24;0.47;-6.29;;;;;;;;;CACC
373;17.7;23.7;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.26;0.47;-6.3;;;;;;;;;CACC
374;17.7;23.7;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.26;0.47;-6.3;;;;;;;;;CACC
375;17.7;23.7;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.26;0.47;-6.3;;;;;;;;;CACC
376;17.7;23.7;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.28;;;;;;;;;CACC
377;17.7;23.7;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.28;;;;;;;;;CACC
378;17.7;23.7;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.28;0.47;-6.28;;;;;;;;;CACC
379;17.8;23.8;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;;;;;;;;;CACC
380;17.8;23.8;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;;;;;;;;;CACC
381;17.8;23.8;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;;;;;;;;;CACC
382;17.8;23.8;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
383;17.8;23.8;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
384;17.8;23.8;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
385;17.8;23.8;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
386;17.8;23.8;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
387;17.8;23.8;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;;;;;;;;;CACC
388;17.8;23.8;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.25;;;;;;;;;CACC
389;17.8;23.8;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.25;;;;;;;;;CACC
390;17.8;23.8;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.25;;;;;;;;;CACC
391;17.8;23.8;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.26;;;;;;;;;CACC
392;17.8;23.8;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.26;;;;;;;;;CACC
393;17.8;23.8;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.26;;;;;;;;;CACC
394;17.8;23.8;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.26;;;;;;;;;CACC
395;17.8;23.8;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.26;;;;;;;;;CACC
396;17.8;23.8;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.23;0.47;-6.26;;;;;;;;;CACC
397;17.8;23.8;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.25;;;;;;;;;CACC
398;17.8;23.8;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.25;;;;;;;;;CACC
399;17.8;23.8;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.15;0.39;-6.25;0.47;-6.25;;;;;;;;;CACC
400;17.9;23.9;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
401;17.9;23.9;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
402;17.9;23.9;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
403;17.9;23.9;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
404;17.9;23.9;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
405;17.9;23.9;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
406;17.9;23.9;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
407;17.9;23.9;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
408;17.9;23.9;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
409;17.9;23.9;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
410;17.9;23.9;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
411;17.9;23.9;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.23;;;;;;;;;CACC
412;17.9;23.9;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
413;17.9;23.9;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
414;17.9;23.9;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.24;;;;;;;;;CACC
415;17.9;23.9;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.23;;;;;;;;;CACC
416;17.9;23.9;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.23;;;;;;;;;CACC
417;17.9;23.9;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.21;0.47;-6.23;;;;;;;;;CACC
418;17.9;23.9;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.22;;;;;;;;;CACC
419;17.9;23.9;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.22;;;;;;;;;CACC
420;17.9;23.9;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.22;0.47;-6.22;;;;;;;;;CACC
421;18.0;24.0;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.23;;;;;;;;;CACC
