Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
123;16.5;22.5;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
124;16.5;22.5;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
125;16.5;22.5;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
126;16.5;22.5;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
127;16.6;22.6;0.5;5;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;565.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
128;16.6;22.6;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
129;16.6;22.6;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
130;16.6;22.6;0.6;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;558.59;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
131;16.6;22.6;0.6;8;Successful;Effective;collision;21.80;vtypeauto.1;vtypeauto.0;586.47;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
132;16.6;22.6;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
133;16.6;22.6;0.7;5;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;554.26;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
134;16.6;22.6;0.7;8;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;578.81;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
135;16.6;22.6;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
136;16.6;22.6;0.8;5;Successful;Effective;collision;19.15;vtypeauto.1;vtypeauto.0;551.53;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
137;16.6;22.6;0.8;8;Successful;Effective;collision;20.00;vtypeauto.1;vtypeauto.0;573.42;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
138;16.6;22.6;0.8;10;Successful;Effective;collision;20.90;vtypeauto.1;vtypeauto.0;588.38;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
139;16.6;22.6;0.9;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;549.56;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
140;16.6;22.6;0.9;8;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;569.64;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
141;16.6;22.6;0.9;10;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;583.28;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
142;16.6;22.6;1.0;5;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;548.05;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
143;16.6;22.6;1.0;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
144;16.6;22.6;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
145;16.6;22.6;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
146;16.6;22.6;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
147;16.6;22.6;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
148;16.7;22.7;0.5;5;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;565.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
149;16.7;22.7;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
150;16.7;22.7;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
151;16.7;22.7;0.6;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;558.59;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
152;16.7;22.7;0.6;8;Successful;Effective;collision;21.80;vtypeauto.1;vtypeauto.0;586.47;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
153;16.7;22.7;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
154;16.7;22.7;0.7;5;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;554.26;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
155;16.7;22.7;0.7;8;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;578.81;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
156;16.7;22.7;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
157;16.7;22.7;0.8;5;Successful;Effective;collision;19.15;vtypeauto.1;vtypeauto.0;551.53;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
158;16.7;22.7;0.8;8;Successful;Effective;collision;20.00;vtypeauto.1;vtypeauto.0;573.42;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
159;16.7;22.7;0.8;10;Successful;Effective;collision;20.90;vtypeauto.1;vtypeauto.0;588.38;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
160;16.7;22.7;0.9;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;549.56;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
161;16.7;22.7;0.9;8;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;569.64;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
162;16.7;22.7;0.9;10;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;583.28;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
163;16.7;22.7;1.0;5;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;548.05;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
164;16.7;22.7;1.0;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
165;16.7;22.7;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
166;16.7;22.7;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
167;16.7;22.7;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
168;16.7;22.7;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
169;16.8;22.8;0.5;5;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;565.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
170;16.8;22.8;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
171;16.8;22.8;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
172;16.8;22.8;0.6;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;558.59;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
173;16.8;22.8;0.6;8;Successful;Effective;collision;21.80;vtypeauto.1;vtypeauto.0;586.47;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
174;16.8;22.8;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
175;16.8;22.8;0.7;5;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;554.26;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
176;16.8;22.8;0.7;8;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;578.81;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
177;16.8;22.8;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
178;16.8;22.8;0.8;5;Successful;Effective;collision;19.15;vtypeauto.1;vtypeauto.0;551.53;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
179;16.8;22.8;0.8;8;Successful;Effective;collision;20.00;vtypeauto.1;vtypeauto.0;573.42;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
180;16.8;22.8;0.8;10;Successful;Effective;collision;20.90;vtypeauto.1;vtypeauto.0;588.38;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
181;16.8;22.8;0.9;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;549.56;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
182;16.8;22.8;0.9;8;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;569.64;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
183;16.8;22.8;0.9;10;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;583.28;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
184;16.8;22.8;1.0;5;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;548.05;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
185;16.8;22.8;1.0;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
186;16.8;22.8;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
187;16.8;22.8;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
188;16.8;22.8;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
189;16.8;22.8;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
190;16.9;22.9;0.5;5;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;565.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
191;16.9;22.9;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
192;16.9;22.9;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
193;16.9;22.9;0.6;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;558.59;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
194;16.9;22.9;0.6;8;Successful;Effective;collision;21.80;vtypeauto.1;vtypeauto.0;586.47;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
195;16.9;22.9;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
196;16.9;22.9;0.7;5;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;554.26;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
197;16.9;22.9;0.7;8;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;578.81;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
198;16.9;22.9;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
199;16.9;22.9;0.8;5;Successful;Effective;collision;19.15;vtypeauto.1;vtypeauto.0;551.53;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
200;16.9;22.9;0.8;8;Successful;Effective;collision;20.00;vtypeauto.1;vtypeauto.0;573.42;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
201;16.9;22.9;0.8;10;Successful;Effective;collision;20.90;vtypeauto.1;vtypeauto.0;588.38;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
202;16.9;22.9;0.9;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;549.56;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
203;16.9;22.9;0.9;8;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;569.64;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
204;16.9;22.9;0.9;10;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;583.28;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
205;16.9;22.9;1.0;5;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;548.05;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
206;16.9;22.9;1.0;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
207;16.9;22.9;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
208;16.9;22.9;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
209;16.9;22.9;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
210;16.9;22.9;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
211;17.0;23.0;0.5;5;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;565.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
212;17.0;23.0;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
213;17.0;23.0;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;;;;;;;;;CACC
214;17.0;23.0;0.6;5;Successful;Effective;collision;19.58;vtypeauto.1;vtypeauto.0;558.59;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
215;17.0;23.0;0.6;8;Successful;Effective;collision;21.80;vtypeauto.1;vtypeauto.0;586.47;edge_0_0_0;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
216;17.0;23.0;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.14;0.39;-7.76;0.47;-7.99;;;;;;;;;CACC
217;17.0;23.0;0.7;5;Successful;Effective;collision;19.31;vtypeauto.1;vtypeauto.0;554.26;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
218;17.0;23.0;0.7;8;Successful;Effective;collision;20.48;vtypeauto.1;vtypeauto.0;578.81;edge_0_0_0;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
219;17.0;23.0;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-7.33;0.39;-8.06;0.47;-8.34;;;;;;;;;CACC
220;17.0;23.0;0.8;5;Successful;Effective;collision;19.15;vtypeauto.1;vtypeauto.0;551.53;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
221;17.0;23.0;0.8;8;Successful;Effective;collision;20.00;vtypeauto.1;vtypeauto.0;573.42;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
222;17.0;23.0;0.8;10;Successful;Effective;collision;20.90;vtypeauto.1;vtypeauto.0;588.38;edge_0_0_0;0.0;-6.0;0.25;-7.51;0.39;-8.37;0.47;-8.72;;;;;;;;;CACC
223;17.0;23.0;0.9;5;Successful;Effective;collision;19.04;vtypeauto.1;vtypeauto.0;549.56;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
224;17.0;23.0;0.9;8;Successful;Effective;collision;19.72;vtypeauto.1;vtypeauto.0;569.64;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
225;17.0;23.0;0.9;10;Successful;Effective;collision;20.33;vtypeauto.1;vtypeauto.0;583.28;edge_0_0_0;0.0;-6.0;0.25;-7.7;0.39;-8.7;0.47;-9.0;;;;;;;;;CACC
226;17.0;23.0;1.0;5;Successful;Effective;collision;18.96;vtypeauto.1;vtypeauto.0;548.05;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
227;17.0;23.0;1.0;8;Successful;Effective;collision;19.54;vtypeauto.1;vtypeauto.0;566.96;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
228;17.0;23.0;1.0;10;Successful;Effective;collision;20.01;vtypeauto.1;vtypeauto.0;579.55;edge_0_0_0;0.0;-6.0;0.25;-7.89;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
229;17.0;23.0;1.1;5;Successful;Effective;collision;18.91;vtypeauto.1;vtypeauto.0;547.12;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
230;17.0;23.0;1.1;8;Successful;Effective;collision;19.42;vtypeauto.1;vtypeauto.0;565.09;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
231;17.0;23.0;1.1;10;Successful;Effective;collision;19.81;vtypeauto.1;vtypeauto.0;576.93;edge_0_0_0;0.0;-6.0;0.25;-8.08;0.39;-9.0;0.47;-9.0;;;;;;;;;CACC
232;17.1;23.1;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.66;0.47;-6.92;;;;;;;;;CACC
233;17.1;23.1;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.66;0.47;-6.92;;;;;;;;;CACC
234;17.1;23.1;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.66;0.47;-6.92;;;;;;;;;CACC
235;17.1;23.1;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.77;0.47;-7.08;;;;;;;;;CACC
236;17.1;23.1;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.77;0.47;-7.08;;;;;;;;;CACC
237;17.1;23.1;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.2;0.39;-6.77;0.47;-7.08;;;;;;;;;CACC
238;17.1;23.1;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.87;0.47;-7.24;;;;;;;;;CACC
239;17.1;23.1;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.87;0.47;-7.24;;;;;;;;;CACC
240;17.1;23.1;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.87;0.47;-7.24;;;;;;;;;CACC
241;17.1;23.1;0.8;5;Successful;Effective;collision;21.52;vtypeauto.2;vtypeauto.1;569.04;edge_0_0_0;0.0;-6.0;0.25;-6.28;0.39;-6.97;0.47;-7.39;;;;;;;;;CACC
242;17.1;23.1;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.28;0.39;-6.97;0.47;-7.39;;;;;;;;;CACC
243;17.1;23.1;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.28;0.39;-6.97;0.47;-7.39;;;;;;;;;CACC
244;17.1;23.1;0.9;5;Successful;Effective;collision;20.91;vtypeauto.2;vtypeauto.1;565.83;edge_0_0_0;0.0;-6.0;0.25;-6.32;0.39;-7.08;0.47;-7.55;;;;;;;;;CACC
245;17.1;23.1;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.32;0.39;-7.08;0.47;-7.55;;;;;;;;;CACC
246;17.1;23.1;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.32;0.39;-7.08;0.47;-7.55;;;;;;;;;CACC
247;17.1;23.1;1.0;5;Successful;Effective;collision;20.58;vtypeauto.2;vtypeauto.1;563.21;edge_0_0_0;0.0;-6.0;0.25;-6.36;0.39;-7.18;0.47;-7.71;;;;;;;;;CACC
248;17.1;23.1;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.36;0.39;-7.18;0.47;-7.71;;;;;;;;;CACC
249;17.1;23.1;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.36;0.39;-7.18;0.47;-7.71;;;;;;;;;CACC
250;17.1;23.1;1.1;5;Successful;Effective;collision;20.37;vtypeauto.2;vtypeauto.1;561.22;edge_0_0_0;0.0;-6.0;0.25;-6.42;0.39;-7.29;0.47;-7.86;;;;;;;;;CACC
251;17.1;23.1;1.1;8;Successful;Effective;collision;22.03;vtypeauto.2;vtypeauto.1;577.35;edge_0_0_0;0.0;-6.0;0.25;-6.42;0.39;-7.29;0.47;-7.86;;;;;;;;;CACC
252;17.1;23.1;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.42;0.39;-7.29;0.47;-7.86;;;;;;;;;CACC
253;17.2;23.2;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.28;0.47;-6.51;;;;;;;;;CACC
254;17.2;23.2;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.28;0.47;-6.51;;;;;;;;;CACC
255;17.2;23.2;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.28;0.47;-6.51;;;;;;;;;CACC
256;17.2;23.2;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.32;0.47;-6.57;;;;;;;;;CACC
257;17.2;23.2;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.18;0.39;-6.32;0.47;-6.57;;;;;;;;;CACC
