Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
53;16.2;22.2;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.03
54;16.2;22.2;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.03
55;16.2;22.2;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;516.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
56;16.2;22.2;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
57;16.2;22.2;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
58;16.2;22.2;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;634.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
59;16.2;22.2;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
60;16.2;22.2;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
61;16.2;22.2;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;510.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
62;16.2;22.2;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
63;16.2;22.2;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
64;16.2;22.2;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;625.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
65;16.2;22.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
66;16.2;22.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
67;16.2;22.2;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;506.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
68;16.2;22.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
69;16.2;22.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
70;16.2;22.2;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;619.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
71;16.2;22.2;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;650.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
72;16.2;22.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
73;16.3;22.3;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;526.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
74;16.3;22.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
75;16.3;22.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
76;16.3;22.3;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;650.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
77;16.3;22.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
78;16.3;22.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
79;16.3;22.3;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;516.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
80;16.3;22.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
81;16.3;22.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
82;16.3;22.3;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;634.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
83;16.3;22.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
84;16.3;22.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
85;16.3;22.3;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;510.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
86;16.3;22.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
87;16.3;22.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
88;16.3;22.3;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;625.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
89;16.3;22.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
90;16.3;22.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;0.55;-8.36
91;16.3;22.3;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;506.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
92;16.3;22.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
93;16.3;22.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;0.44;-9.0
94;16.3;22.3;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;619.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
95;16.3;22.3;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;650.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
96;16.3;22.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;0.55;-9.0
97;16.4;22.4;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;526.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
98;16.4;22.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
99;16.4;22.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;0.44;-6.02
100;16.4;22.4;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;650.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
101;16.4;22.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
102;16.4;22.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;0.55;-6.04
103;16.4;22.4;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;516.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
104;16.4;22.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
105;16.4;22.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;0.44;-7.11
106;16.4;22.4;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;634.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
107;16.4;22.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
108;16.4;22.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;0.55;-7.22
109;16.4;22.4;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;510.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
110;16.4;22.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
111;16.4;22.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;0.44;-8.11
