Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
331;17.3;23.3;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.32;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;0.44;-8.3
332;17.3;23.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.32;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;0.44;-8.3
333;17.3;23.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.32;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;0.44;-8.3
334;17.3;23.3;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;0.55;-8.43
335;17.3;23.3;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;0.55;-8.43
336;17.3;23.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;0.55;-8.43
337;17.4;23.4;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.32;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;0.44;-5.25
338;17.4;23.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.32;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;0.44;-5.25
339;17.4;23.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.32;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;0.44;-5.25
340;17.4;23.4;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;0.55;-5.28
341;17.4;23.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;0.55;-5.28
342;17.4;23.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;0.55;-5.28
343;17.4;23.4;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.32;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;0.44;-6.29
344;17.4;23.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.32;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;0.44;-6.29
345;17.4;23.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.32;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;0.44;-6.29
346;17.4;23.4;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;0.55;-6.31
347;17.4;23.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;0.55;-6.31
348;17.4;23.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;0.55;-6.31
349;17.4;23.4;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.32;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;0.44;-7.3
350;17.4;23.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.32;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;0.44;-7.3
351;17.4;23.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.32;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;0.44;-7.3
352;17.4;23.4;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;0.55;-7.34
353;17.4;23.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;0.55;-7.34
354;17.4;23.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;0.55;-7.34
355;17.4;23.4;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.32;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;0.44;-8.29
356;17.4;23.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.32;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;0.44;-8.29
357;17.4;23.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.32;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;0.44;-8.29
358;17.4;23.4;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;0.55;-8.37
359;17.4;23.4;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;0.55;-8.37
360;17.4;23.4;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;0.55;-8.37
361;17.5;23.5;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.32;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;0.44;-5.23
362;17.5;23.5;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.32;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;0.44;-5.23
363;17.5;23.5;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.32;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;0.44;-5.23
364;17.5;23.5;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;0.55;-5.25
365;17.5;23.5;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;0.55;-5.25
366;17.5;23.5;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;0.55;-5.25
367;17.5;23.5;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.32;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;0.44;-6.25
368;17.5;23.5;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.32;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;0.44;-6.25
369;17.5;23.5;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.32;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;0.44;-6.25
370;17.5;23.5;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;0.55;-6.28
371;17.5;23.5;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;0.55;-6.28
372;17.5;23.5;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;0.55;-6.28
373;17.5;23.5;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.32;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;0.44;-7.26
374;17.5;23.5;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.32;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;0.44;-7.26
375;17.5;23.5;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.32;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;0.44;-7.26
376;17.5;23.5;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;0.55;-7.31
377;17.5;23.5;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;0.55;-7.31
378;17.5;23.5;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;0.55;-7.31
379;17.5;23.5;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.32;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;0.44;-8.25
380;17.5;23.5;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.32;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;0.44;-8.25
381;17.5;23.5;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.32;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;0.44;-8.25
382;17.5;23.5;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;0.55;-8.32
383;17.5;23.5;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;0.55;-8.32
384;17.5;23.5;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;0.55;-8.32
385;17.6;23.6;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.32;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;0.44;-5.22
386;17.6;23.6;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.32;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;0.44;-5.22
387;17.6;23.6;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.32;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;0.44;-5.22
388;17.6;23.6;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;0.55;-5.24
389;17.6;23.6;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;0.55;-5.24
390;17.6;23.6;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;0.55;-5.24
391;17.6;23.6;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;0.44;-6.24
392;17.6;23.6;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;0.44;-6.24
393;17.6;23.6;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.32;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;0.44;-6.24
394;17.6;23.6;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;0.55;-6.27
395;17.6;23.6;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;0.55;-6.27
396;17.6;23.6;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;0.55;-6.27
397;17.6;23.6;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;0.44;-7.25
398;17.6;23.6;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;0.44;-7.25
399;17.6;23.6;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.32;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;0.44;-7.25
400;17.6;23.6;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;0.55;-7.29
401;17.6;23.6;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;0.55;-7.29
402;17.6;23.6;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;0.55;-7.29
403;17.6;23.6;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;0.44;-8.24
404;17.6;23.6;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;0.44;-8.24
405;17.6;23.6;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.32;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;0.44;-8.24
406;17.6;23.6;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;0.55;-8.31
407;17.6;23.6;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;0.55;-8.31
408;17.6;23.6;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;0.55;-8.31
409;17.7;23.7;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.18;0.38;-5.21;0.41;-5.22;0.43;-5.21;0.44;-5.21;0.44;-5.21
410;17.7;23.7;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.18;0.38;-5.21;0.41;-5.22;0.43;-5.21;0.44;-5.21;0.44;-5.21
411;17.7;23.7;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.12;0.32;-5.18;0.38;-5.21;0.41;-5.22;0.43;-5.21;0.44;-5.21;0.44;-5.21
412;17.7;23.7;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.18;0.47;-5.22;0.51;-5.24;0.54;-5.23;0.55;-5.23;0.55;-5.23
413;17.7;23.7;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.18;0.47;-5.22;0.51;-5.24;0.54;-5.23;0.55;-5.23;0.55;-5.23
414;17.7;23.7;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.18;0.47;-5.22;0.51;-5.24;0.54;-5.23;0.55;-5.23;0.55;-5.23
415;17.7;23.7;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.14;0.32;-6.2;0.38;-6.24;0.41;-6.25;0.43;-6.23;0.44;-6.23;0.44;-6.23
416;17.7;23.7;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.14;0.32;-6.2;0.38;-6.24;0.41;-6.25;0.43;-6.23;0.44;-6.23;0.44;-6.23
417;17.7;23.7;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.14;0.32;-6.2;0.38;-6.24;0.41;-6.25;0.43;-6.23;0.44;-6.23;0.44;-6.23
418;17.7;23.7;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.21;0.47;-6.25;0.51;-6.27;0.54;-6.26;0.55;-6.25;0.55;-6.26
419;17.7;23.7;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.21;0.47;-6.25;0.51;-6.27;0.54;-6.26;0.55;-6.25;0.55;-6.26
420;17.7;23.7;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.21;0.47;-6.25;0.51;-6.27;0.54;-6.26;0.55;-6.25;0.55;-6.26
421;17.7;23.7;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.16;0.32;-7.23;0.38;-7.26;0.41;-7.26;0.43;-7.24;0.44;-7.24;0.44;-7.24
422;17.7;23.7;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.16;0.32;-7.23;0.38;-7.26;0.41;-7.26;0.43;-7.24;0.44;-7.24;0.44;-7.24
423;17.7;23.7;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.16;0.32;-7.23;0.38;-7.26;0.41;-7.26;0.43;-7.24;0.44;-7.24;0.44;-7.24
424;17.7;23.7;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.24;0.47;-7.28;0.51;-7.3;0.54;-7.28;0.55;-7.27;0.55;-7.28
425;17.7;23.7;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.24;0.47;-7.28;0.51;-7.3;0.54;-7.28;0.55;-7.27;0.55;-7.28
426;17.7;23.7;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.24;0.47;-7.28;0.51;-7.3;0.54;-7.28;0.55;-7.27;0.55;-7.28
427;17.7;23.7;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.18;0.32;-8.24;0.38;-8.25;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
428;17.7;23.7;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.18;0.32;-8.24;0.38;-8.25;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
429;17.7;23.7;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.18;0.32;-8.24;0.38;-8.25;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
430;17.7;23.7;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.27;0.47;-8.31;0.51;-8.32;0.54;-8.29;0.55;-8.29;0.55;-8.3
431;17.7;23.7;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.27;0.47;-8.31;0.51;-8.32;0.54;-8.29;0.55;-8.29;0.55;-8.3
432;17.7;23.7;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.27;0.47;-8.31;0.51;-8.32;0.54;-8.29;0.55;-8.29;0.55;-8.3
433;17.8;23.8;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.16;0.38;-5.2;0.41;-5.21;0.43;-5.2;0.44;-5.2;0.44;-5.21
434;17.8;23.8;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.16;0.38;-5.2;0.41;-5.21;0.43;-5.2;0.44;-5.2;0.44;-5.21
435;17.8;23.8;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.16;0.38;-5.2;0.41;-5.21;0.43;-5.2;0.44;-5.2;0.44;-5.21
436;17.8;23.8;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.22;0.55;-5.22;0.55;-5.23
437;17.8;23.8;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.22;0.55;-5.22;0.55;-5.23
438;17.8;23.8;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.17;0.47;-5.21;0.51;-5.23;0.54;-5.22;0.55;-5.22;0.55;-5.23
439;17.8;23.8;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.19;0.38;-6.23;0.41;-6.24;0.43;-6.22;0.44;-6.22;0.44;-6.23
440;17.8;23.8;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.19;0.38;-6.23;0.41;-6.24;0.43;-6.22;0.44;-6.22;0.44;-6.23
441;17.8;23.8;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.19;0.38;-6.23;0.41;-6.24;0.43;-6.22;0.44;-6.22;0.44;-6.23
442;17.8;23.8;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.2;0.47;-6.24;0.51;-6.26;0.54;-6.25;0.55;-6.24;0.55;-6.25
443;17.8;23.8;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.2;0.47;-6.24;0.51;-6.26;0.54;-6.25;0.55;-6.24;0.55;-6.25
444;17.8;23.8;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.2;0.47;-6.24;0.51;-6.26;0.54;-6.25;0.55;-6.24;0.55;-6.25
445;17.8;23.8;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.22;0.38;-7.25;0.41;-7.25;0.43;-7.24;0.44;-7.23;0.44;-7.24
446;17.8;23.8;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.22;0.38;-7.25;0.41;-7.25;0.43;-7.24;0.44;-7.23;0.44;-7.24
447;17.8;23.8;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.22;0.38;-7.25;0.41;-7.25;0.43;-7.24;0.44;-7.23;0.44;-7.24
448;17.8;23.8;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.23;0.47;-7.27;0.51;-7.29;0.54;-7.27;0.55;-7.27;0.55;-7.28
449;17.8;23.8;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.23;0.47;-7.27;0.51;-7.29;0.54;-7.27;0.55;-7.27;0.55;-7.28
450;17.8;23.8;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.23;0.47;-7.27;0.51;-7.29;0.54;-7.27;0.55;-7.27;0.55;-7.28
451;17.8;23.8;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.23;0.38;-8.24;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
452;17.8;23.8;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.23;0.38;-8.24;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
453;17.8;23.8;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.23;0.38;-8.24;0.41;-8.26;0.43;-8.24;0.44;-8.22;0.44;-8.24
