Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;controller
278;279;19.9;25.9;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
279;280;19.9;25.9;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
280;281;20.0;26.0;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
281;282;20.0;26.0;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
282;283;20.0;26.0;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
283;284;20.0;26.0;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
284;285;20.0;26.0;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
285;286;20.0;26.0;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
286;287;20.0;26.0;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
287;288;20.1;26.1;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
288;289;20.1;26.1;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
289;290;20.1;26.1;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
290;291;20.1;26.1;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
291;292;20.1;26.1;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
292;293;20.1;26.1;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
293;294;20.1;26.1;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
294;295;20.2;26.2;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
295;296;20.2;26.2;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
296;297;20.2;26.2;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
297;298;20.2;26.2;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
298;299;20.2;26.2;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
299;300;20.2;26.2;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
300;301;20.2;26.2;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
301;302;20.3;26.3;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
302;303;20.3;26.3;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
303;304;20.3;26.3;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
304;305;20.3;26.3;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
305;306;20.3;26.3;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
306;307;20.3;26.3;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
307;308;20.3;26.3;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
308;309;20.4;26.4;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
309;310;20.4;26.4;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
310;311;20.4;26.4;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
311;312;20.4;26.4;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
312;313;20.4;26.4;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
313;314;20.4;26.4;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
314;315;20.4;26.4;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
315;316;20.5;26.5;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
316;317;20.5;26.5;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
317;318;20.5;26.5;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
318;319;20.5;26.5;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
319;320;20.5;26.5;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
320;321;20.5;26.5;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
321;322;20.5;26.5;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
322;323;20.6;26.6;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
323;324;20.6;26.6;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
324;325;20.6;26.6;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
325;326;20.6;26.6;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
326;327;20.6;26.6;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
327;328;20.6;26.6;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
328;329;20.6;26.6;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
329;330;20.7;26.7;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
330;331;20.7;26.7;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
331;332;20.7;26.7;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
332;333;20.7;26.7;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
333;334;20.7;26.7;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
334;335;20.7;26.7;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
335;336;20.7;26.7;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
336;337;20.8;26.8;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
337;338;20.8;26.8;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
338;339;20.8;26.8;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
339;340;20.8;26.8;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
340;341;20.8;26.8;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
341;342;20.8;26.8;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
342;343;20.8;26.8;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
343;344;20.9;26.9;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
344;345;20.9;26.9;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
345;346;20.9;26.9;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
346;347;20.9;26.9;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
347;348;20.9;26.9;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
348;349;20.9;26.9;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
349;350;20.9;26.9;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
350;351;21.0;27.0;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
351;352;21.0;27.0;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
352;353;21.0;27.0;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
353;354;21.0;27.0;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
354;355;21.0;27.0;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
355;356;21.0;27.0;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
356;357;21.0;27.0;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
357;358;21.1;27.1;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
358;359;21.1;27.1;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
359;360;21.1;27.1;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
360;361;21.1;27.1;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
361;362;21.1;27.1;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
362;363;21.1;27.1;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
363;364;21.1;27.1;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
364;365;21.2;27.2;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
365;366;21.2;27.2;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
366;367;21.2;27.2;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
367;368;21.2;27.2;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
368;369;21.2;27.2;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
369;370;21.2;27.2;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
370;371;21.2;27.2;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
371;372;21.3;27.3;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
372;373;21.3;27.3;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
373;374;21.3;27.3;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
374;375;21.3;27.3;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
375;376;21.3;27.3;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
376;377;21.3;27.3;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
377;378;21.3;27.3;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
378;379;21.4;27.4;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
379;380;21.4;27.4;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
380;381;21.4;27.4;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
381;382;21.4;27.4;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
382;383;21.4;27.4;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
383;384;21.4;27.4;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
384;385;21.4;27.4;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
385;386;21.5;27.5;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
386;387;21.5;27.5;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
387;388;21.5;27.5;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
388;389;21.5;27.5;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
389;390;21.5;27.5;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
390;391;21.5;27.5;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
391;392;21.5;27.5;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
392;393;21.6;27.6;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
393;394;21.6;27.6;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
394;395;21.6;27.6;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
395;396;21.6;27.6;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
396;397;21.6;27.6;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
397;398;21.6;27.6;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
398;399;21.6;27.6;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
399;400;21.7;27.7;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
400;401;21.7;27.7;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
401;402;21.7;27.7;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
402;403;21.7;27.7;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
403;404;21.7;27.7;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
404;405;21.7;27.7;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
405;406;21.7;27.7;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
406;407;21.8;27.8;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
407;408;21.8;27.8;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
408;409;21.8;27.8;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
409;410;21.8;27.8;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
410;411;21.8;27.8;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
411;412;21.8;27.8;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
412;413;21.8;27.8;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
413;414;21.9;27.9;0.5;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
414;415;21.9;27.9;0.6;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
415;416;21.9;27.9;0.7;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
416;417;21.9;27.9;0.8;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
417;418;21.9;27.9;0.9;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
418;419;21.9;27.9;1.0;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
419;420;21.9;27.9;1.1;Effective;No;No;No;0.0;-7.0;0.16;-7.11;0.25;-7.18;0.3;-7.23;CACC
