Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
32;16.1;22.1;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
33;16.1;22.1;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
34;16.1;22.1;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;617.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
35;16.1;22.1;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
36;16.1;22.1;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
37;16.1;22.1;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;494.49;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
38;16.1;22.1;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
39;16.1;22.1;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
40;16.1;22.1;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;608.39;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
41;16.1;22.1;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
42;16.1;22.1;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
43;16.1;22.1;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;490.33;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
44;16.1;22.1;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
45;16.1;22.1;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
46;16.1;22.1;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;602.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
47;16.1;22.1;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;630.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
48;16.1;22.1;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
49;16.2;22.2;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;510.36;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
50;16.2;22.2;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
51;16.2;22.2;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
52;16.2;22.2;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;632.80;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
53;16.2;22.2;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
54;16.2;22.2;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
55;16.2;22.2;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;500.41;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
56;16.2;22.2;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
57;16.2;22.2;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
58;16.2;22.2;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;617.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
59;16.2;22.2;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
60;16.2;22.2;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
61;16.2;22.2;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;494.49;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
62;16.2;22.2;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
63;16.2;22.2;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
64;16.2;22.2;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;608.39;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
65;16.2;22.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
66;16.2;22.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
67;16.2;22.2;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;490.33;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
68;16.2;22.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
69;16.2;22.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
70;16.2;22.2;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;602.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
71;16.2;22.2;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;630.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
72;16.2;22.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
73;16.3;22.3;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;510.36;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
74;16.3;22.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
75;16.3;22.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
76;16.3;22.3;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;632.80;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
77;16.3;22.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
78;16.3;22.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
79;16.3;22.3;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;500.41;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
80;16.3;22.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
81;16.3;22.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
82;16.3;22.3;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;617.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
83;16.3;22.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
84;16.3;22.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
85;16.3;22.3;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;494.49;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
86;16.3;22.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
87;16.3;22.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
88;16.3;22.3;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;608.39;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
89;16.3;22.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
90;16.3;22.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.75;0.55;-8.55;;
91;16.3;22.3;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;490.33;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
92;16.3;22.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
93;16.3;22.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
94;16.3;22.3;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;602.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
95;16.3;22.3;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;630.65;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
96;16.3;22.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
97;16.4;22.4;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;510.36;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
98;16.4;22.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
99;16.4;22.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.31;-6.22;0.38;-6.37;0.41;-6.37;0.43;-6.26;0.44;-6.13;;
100;16.4;22.4;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;632.80;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
101;16.4;22.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
102;16.4;22.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;0.54;-6.28;0.55;-6.15;;
103;16.4;22.4;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;500.41;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
104;16.4;22.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
105;16.4;22.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.31;-7.45;0.38;-7.64;0.41;-7.63;0.43;-7.5;0.44;-7.28;;
106;16.4;22.4;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;617.04;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
107;16.4;22.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
108;16.4;22.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;0.54;-7.52;0.55;-7.36;;
109;16.4;22.4;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;494.49;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
110;16.4;22.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
111;16.4;22.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.31;-8.69;0.38;-8.9;0.41;-8.89;0.43;-8.62;0.44;-8.29;;
112;16.4;22.4;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;608.39;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.76;0.55;-8.56;;
113;16.4;22.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.76;0.55;-8.56;;
114;16.4;22.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;0.54;-8.76;0.55;-8.56;;
115;16.4;22.4;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;490.33;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
116;16.4;22.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
117;16.4;22.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.31;-9.0;0.38;-9.0;0.41;-9.0;0.43;-9.0;0.44;-9.0;;
118;16.4;22.4;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;602.41;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-9.0;;
