Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
278;17.1;23.1;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.3;0.31;-7.81;0.38;-8.08;0.41;-8.16;0.43;-7.92;0.44;-7.79;;
279;17.1;23.1;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.3;0.31;-7.81;0.38;-8.08;0.41;-8.16;0.43;-7.92;0.44;-7.79;;
280;17.1;23.1;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.31;0.39;-7.82;0.47;-8.09;0.51;-8.18;0.54;-8.01;0.55;-7.94;;
281;17.1;23.1;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.31;0.39;-7.82;0.47;-8.09;0.51;-8.18;0.54;-8.01;0.55;-7.94;;
282;17.1;23.1;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.31;0.39;-7.82;0.47;-8.09;0.51;-8.18;0.54;-8.01;0.55;-7.94;;
283;17.1;23.1;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.35;0.31;-8.92;0.38;-9.0;0.41;-9.0;0.43;-8.89;0.44;-8.74;;
284;17.1;23.1;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.35;0.31;-8.92;0.38;-9.0;0.41;-9.0;0.43;-8.89;0.44;-8.74;;
285;17.1;23.1;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.35;0.31;-8.92;0.38;-9.0;0.41;-9.0;0.43;-8.89;0.44;-8.74;;
286;17.1;23.1;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.35;0.39;-8.93;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.99;;
287;17.1;23.1;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.35;0.39;-8.93;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.99;;
288;17.1;23.1;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.35;0.39;-8.93;0.47;-9.0;0.51;-9.0;0.54;-9.0;0.55;-8.99;;
289;17.2;23.2;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.2;0.31;-5.27;0.38;-5.44;0.41;-5.52;0.43;-5.49;0.44;-5.44;;
290;17.2;23.2;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.2;0.31;-5.27;0.38;-5.44;0.41;-5.52;0.43;-5.49;0.44;-5.44;;
291;17.2;23.2;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.2;0.31;-5.27;0.38;-5.44;0.41;-5.52;0.43;-5.49;0.44;-5.44;;
292;17.2;23.2;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.2;0.39;-5.28;0.47;-5.45;0.51;-5.54;0.54;-5.5;0.55;-5.46;;
293;17.2;23.2;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.2;0.39;-5.28;0.47;-5.45;0.51;-5.54;0.54;-5.5;0.55;-5.46;;
294;17.2;23.2;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.2;0.39;-5.28;0.47;-5.45;0.51;-5.54;0.54;-5.5;0.55;-5.46;;
295;17.2;23.2;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.23;0.31;-6.32;0.38;-6.51;0.41;-6.62;0.43;-6.57;0.44;-6.49;;
296;17.2;23.2;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.23;0.31;-6.32;0.38;-6.51;0.41;-6.62;0.43;-6.57;0.44;-6.49;;
297;17.2;23.2;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.23;0.31;-6.32;0.38;-6.51;0.41;-6.62;0.43;-6.57;0.44;-6.49;;
298;17.2;23.2;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.33;0.47;-6.53;0.51;-6.63;0.54;-6.59;0.55;-6.53;;
299;17.2;23.2;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.33;0.47;-6.53;0.51;-6.63;0.54;-6.59;0.55;-6.53;;
300;17.2;23.2;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.24;0.39;-6.33;0.47;-6.53;0.51;-6.63;0.54;-6.59;0.55;-6.53;;
301;17.2;23.2;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.27;0.31;-7.37;0.38;-7.59;0.41;-7.7;0.43;-7.6;0.44;-7.49;;
302;17.2;23.2;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.27;0.31;-7.37;0.38;-7.59;0.41;-7.7;0.43;-7.6;0.44;-7.49;;
303;17.2;23.2;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.27;0.31;-7.37;0.38;-7.59;0.41;-7.7;0.43;-7.6;0.44;-7.49;;
304;17.2;23.2;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.27;0.39;-7.38;0.47;-7.6;0.51;-7.72;0.54;-7.67;0.55;-7.6;;
305;17.2;23.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.27;0.39;-7.38;0.47;-7.6;0.51;-7.72;0.54;-7.67;0.55;-7.6;;
306;17.2;23.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.27;0.39;-7.38;0.47;-7.6;0.51;-7.72;0.54;-7.67;0.55;-7.6;;
307;17.2;23.2;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.3;0.31;-8.41;0.38;-8.64;0.41;-8.74;0.43;-8.59;0.44;-8.45;;
308;17.2;23.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.3;0.31;-8.41;0.38;-8.64;0.41;-8.74;0.43;-8.59;0.44;-8.45;;
309;17.2;23.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.3;0.31;-8.41;0.38;-8.64;0.41;-8.74;0.43;-8.59;0.44;-8.45;;
310;17.2;23.2;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.31;0.39;-8.43;0.47;-8.68;0.51;-8.81;0.54;-8.73;0.55;-8.62;;
311;17.2;23.2;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.31;0.39;-8.43;0.47;-8.68;0.51;-8.81;0.54;-8.73;0.55;-8.62;;
312;17.2;23.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.31;0.39;-8.43;0.47;-8.68;0.51;-8.81;0.54;-8.73;0.55;-8.62;;
313;17.3;23.3;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.17;0.31;-5.25;0.38;-5.29;0.41;-5.35;0.43;-5.34;0.44;-5.33;;
314;17.3;23.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.17;0.31;-5.25;0.38;-5.29;0.41;-5.35;0.43;-5.34;0.44;-5.33;;
315;17.3;23.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.17;0.31;-5.25;0.38;-5.29;0.41;-5.35;0.43;-5.34;0.44;-5.33;;
316;17.3;23.3;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.18;0.39;-5.25;0.47;-5.3;0.51;-5.37;0.54;-5.36;0.55;-5.35;;
317;17.3;23.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.18;0.39;-5.25;0.47;-5.3;0.51;-5.37;0.54;-5.36;0.55;-5.35;;
318;17.3;23.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.18;0.39;-5.25;0.47;-5.3;0.51;-5.37;0.54;-5.36;0.55;-5.35;;
319;17.3;23.3;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.21;0.31;-6.29;0.38;-6.33;0.41;-6.41;0.43;-6.39;0.44;-6.37;;
320;17.3;23.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.21;0.31;-6.29;0.38;-6.33;0.41;-6.41;0.43;-6.39;0.44;-6.37;;
321;17.3;23.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.21;0.31;-6.29;0.38;-6.33;0.41;-6.41;0.43;-6.39;0.44;-6.37;;
322;17.3;23.3;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.3;0.47;-6.34;0.51;-6.42;0.54;-6.41;0.55;-6.4;;
323;17.3;23.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.3;0.47;-6.34;0.51;-6.42;0.54;-6.41;0.55;-6.4;;
324;17.3;23.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.21;0.39;-6.3;0.47;-6.34;0.51;-6.42;0.54;-6.41;0.55;-6.4;;
325;17.3;23.3;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.24;0.31;-7.33;0.38;-7.37;0.41;-7.44;0.43;-7.4;0.44;-7.39;;
326;17.3;23.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.24;0.31;-7.33;0.38;-7.37;0.41;-7.44;0.43;-7.4;0.44;-7.39;;
327;17.3;23.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.24;0.31;-7.33;0.38;-7.37;0.41;-7.44;0.43;-7.4;0.44;-7.39;;
328;17.3;23.3;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.24;0.39;-7.34;0.47;-7.39;0.51;-7.48;0.54;-7.47;0.55;-7.44;;
329;17.3;23.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.24;0.39;-7.34;0.47;-7.39;0.51;-7.48;0.54;-7.47;0.55;-7.44;;
330;17.3;23.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.24;0.39;-7.34;0.47;-7.39;0.51;-7.48;0.54;-7.47;0.55;-7.44;;
331;17.3;23.3;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.31;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;;
332;17.3;23.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.31;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;;
333;17.3;23.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.27;0.31;-8.36;0.38;-8.36;0.41;-8.43;0.43;-8.4;0.44;-8.37;;
334;17.3;23.3;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;;
335;17.3;23.3;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;;
336;17.3;23.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.27;0.39;-8.38;0.47;-8.44;0.51;-8.53;0.54;-8.5;0.55;-8.47;;
337;17.4;23.4;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.31;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;;
338;17.4;23.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.31;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;;
339;17.4;23.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.16;0.31;-5.22;0.38;-5.26;0.41;-5.27;0.43;-5.26;0.44;-5.25;;
340;17.4;23.4;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;;
341;17.4;23.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;;
342;17.4;23.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.16;0.39;-5.23;0.47;-5.27;0.51;-5.29;0.54;-5.28;0.55;-5.27;;
343;17.4;23.4;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.31;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;;
344;17.4;23.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.31;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;;
345;17.4;23.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.18;0.31;-6.26;0.38;-6.3;0.41;-6.31;0.43;-6.28;0.44;-6.27;;
346;17.4;23.4;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;;
347;17.4;23.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;;
348;17.4;23.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.19;0.39;-6.27;0.47;-6.31;0.51;-6.33;0.54;-6.31;0.55;-6.31;;
349;17.4;23.4;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.31;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;;
350;17.4;23.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.31;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;;
351;17.4;23.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.21;0.31;-7.3;0.38;-7.33;0.41;-7.32;0.43;-7.27;0.44;-7.29;;
352;17.4;23.4;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;;
353;17.4;23.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;;
354;17.4;23.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.22;0.39;-7.31;0.47;-7.36;0.51;-7.37;0.54;-7.34;0.55;-7.34;;
355;17.4;23.4;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.31;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;;
356;17.4;23.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.31;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;;
357;17.4;23.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.24;0.31;-8.32;0.38;-8.32;0.41;-8.29;0.43;-8.26;0.44;-8.28;;
358;17.4;23.4;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;;
359;17.4;23.4;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;;
360;17.4;23.4;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.24;0.39;-8.35;0.47;-8.4;0.51;-8.4;0.54;-8.34;0.55;-8.35;;
361;17.5;23.5;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.31;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;;
362;17.5;23.5;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.31;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;;
363;17.5;23.5;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.14;0.31;-5.2;0.38;-5.24;0.41;-5.25;0.43;-5.24;0.44;-5.23;;
364;17.5;23.5;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;;
365;17.5;23.5;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;;
366;17.5;23.5;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.15;0.39;-5.21;0.47;-5.25;0.51;-5.27;0.54;-5.26;0.55;-5.25;;
367;17.5;23.5;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.31;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;;
368;17.5;23.5;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.31;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;;
369;17.5;23.5;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.17;0.31;-6.24;0.38;-6.28;0.41;-6.29;0.43;-6.26;0.44;-6.24;;
370;17.5;23.5;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;;
371;17.5;23.5;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;;
372;17.5;23.5;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.17;0.39;-6.25;0.47;-6.29;0.51;-6.31;0.54;-6.29;0.55;-6.28;;
373;17.5;23.5;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.31;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;;
374;17.5;23.5;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.31;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;;
375;17.5;23.5;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.19;0.31;-7.27;0.38;-7.3;0.41;-7.29;0.43;-7.25;0.44;-7.25;;
376;17.5;23.5;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;;
377;17.5;23.5;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;;
378;17.5;23.5;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.2;0.39;-7.28;0.47;-7.33;0.51;-7.34;0.54;-7.32;0.55;-7.3;;
379;17.5;23.5;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.31;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;;
380;17.5;23.5;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.31;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;;
381;17.5;23.5;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.22;0.31;-8.29;0.38;-8.29;0.41;-8.27;0.43;-8.25;0.44;-8.24;;
382;17.5;23.5;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;;
383;17.5;23.5;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;;
384;17.5;23.5;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.22;0.39;-8.32;0.47;-8.36;0.51;-8.37;0.54;-8.32;0.55;-8.31;;
385;17.6;23.6;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.31;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;;
386;17.6;23.6;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.31;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;;
387;17.6;23.6;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.13;0.31;-5.19;0.38;-5.22;0.41;-5.24;0.43;-5.22;0.44;-5.22;;
388;17.6;23.6;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;;
389;17.6;23.6;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;;
390;17.6;23.6;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.13;0.39;-5.2;0.47;-5.23;0.51;-5.25;0.54;-5.24;0.55;-5.24;;
391;17.6;23.6;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.31;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;;
392;17.6;23.6;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.31;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;;
393;17.6;23.6;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.15;0.31;-6.22;0.38;-6.26;0.41;-6.27;0.43;-6.24;0.44;-6.24;;
394;17.6;23.6;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;;
395;17.6;23.6;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;;
396;17.6;23.6;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.16;0.39;-6.23;0.47;-6.27;0.51;-6.29;0.54;-6.27;0.55;-6.26;;
397;17.6;23.6;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.31;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;;
398;17.6;23.6;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.31;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;;
399;17.6;23.6;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.17;0.31;-7.25;0.38;-7.28;0.41;-7.27;0.43;-7.25;0.44;-7.24;;
400;17.6;23.6;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;;
401;17.6;23.6;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;;
402;17.6;23.6;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.18;0.39;-7.26;0.47;-7.3;0.51;-7.32;0.54;-7.3;0.55;-7.29;;
403;17.6;23.6;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.31;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;;
404;17.6;23.6;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.31;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;;
405;17.6;23.6;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.2;0.31;-8.26;0.38;-8.27;0.41;-8.25;0.43;-8.24;0.44;-8.23;;
406;17.6;23.6;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;;
407;17.6;23.6;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;;
408;17.6;23.6;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.2;0.39;-8.29;0.47;-8.34;0.51;-8.34;0.54;-8.3;0.55;-8.3;;
