Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
1;16.0;22.0;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
2;16.0;22.0;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
3;16.0;22.0;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
4;16.0;22.0;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
5;16.0;22.0;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
6;16.0;22.0;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
7;16.0;22.0;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
8;16.0;22.0;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
9;16.0;22.0;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
10;16.0;22.0;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
11;16.0;22.0;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
12;16.0;22.0;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
13;16.0;22.0;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
14;16.0;22.0;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
15;16.0;22.0;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
16;16.0;22.0;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
17;16.0;22.0;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
18;16.0;22.0;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
19;16.0;22.0;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;459.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
20;16.0;22.0;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
21;16.0;22.0;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
22;16.0;22.0;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;567.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
23;16.0;22.0;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;589.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
24;16.0;22.0;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
25;16.1;22.1;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
26;16.1;22.1;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
27;16.1;22.1;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
28;16.1;22.1;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
29;16.1;22.1;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
30;16.1;22.1;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
31;16.1;22.1;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
32;16.1;22.1;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
33;16.1;22.1;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
34;16.1;22.1;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
35;16.1;22.1;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
36;16.1;22.1;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
37;16.1;22.1;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
38;16.1;22.1;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
39;16.1;22.1;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
40;16.1;22.1;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
41;16.1;22.1;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
42;16.1;22.1;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
43;16.1;22.1;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;459.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
44;16.1;22.1;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
45;16.1;22.1;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
46;16.1;22.1;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;567.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
47;16.1;22.1;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;589.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
48;16.1;22.1;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
49;16.2;22.2;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
50;16.2;22.2;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
51;16.2;22.2;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
52;16.2;22.2;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
53;16.2;22.2;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
54;16.2;22.2;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
55;16.2;22.2;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
56;16.2;22.2;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
57;16.2;22.2;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
58;16.2;22.2;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
59;16.2;22.2;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
60;16.2;22.2;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
61;16.2;22.2;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
62;16.2;22.2;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
63;16.2;22.2;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
64;16.2;22.2;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
65;16.2;22.2;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
66;16.2;22.2;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
67;16.2;22.2;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;459.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
68;16.2;22.2;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
69;16.2;22.2;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
70;16.2;22.2;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;567.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
71;16.2;22.2;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;589.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
72;16.2;22.2;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
73;16.3;22.3;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
74;16.3;22.3;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
75;16.3;22.3;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
76;16.3;22.3;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
77;16.3;22.3;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
78;16.3;22.3;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
79;16.3;22.3;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
80;16.3;22.3;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
81;16.3;22.3;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
82;16.3;22.3;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
83;16.3;22.3;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
84;16.3;22.3;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
85;16.3;22.3;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
86;16.3;22.3;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
87;16.3;22.3;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
88;16.3;22.3;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
89;16.3;22.3;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
90;16.3;22.3;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
91;16.3;22.3;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;459.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
92;16.3;22.3;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
93;16.3;22.3;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
94;16.3;22.3;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;567.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
95;16.3;22.3;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;589.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
96;16.3;22.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
97;16.4;22.4;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
98;16.4;22.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
99;16.4;22.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
100;16.4;22.4;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
101;16.4;22.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
102;16.4;22.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
103;16.4;22.4;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
104;16.4;22.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
105;16.4;22.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
106;16.4;22.4;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
107;16.4;22.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
108;16.4;22.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
109;16.4;22.4;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
110;16.4;22.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
111;16.4;22.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
112;16.4;22.4;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
113;16.4;22.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
114;16.4;22.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
115;16.4;22.4;0.5;5;80;8;Successful;Effective;collision;19.23;vtypeauto.1;vtypeauto.0;459.00;edge_0_0_0;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
116;16.4;22.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
117;16.4;22.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-9.0;0.32;-9.0;0.38;-9.0;0.41;-9.0;;;;;;
118;16.4;22.4;0.5;5;100;8;Successful;Effective;collision;19.29;vtypeauto.1;vtypeauto.0;567.74;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
119;16.4;22.4;0.5;8;100;8;Successful;Effective;collision;20.51;vtypeauto.1;vtypeauto.0;589.98;edge_0_0_0;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
120;16.4;22.4;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-9.0;0.39;-9.0;0.47;-9.0;0.51;-9.0;;;;;;
121;16.5;22.5;0.5;5;80;5;Successful;Effective;collision;20.82;vtypeauto.1;vtypeauto.0;479.03;edge_0_0_0;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
122;16.5;22.5;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
123;16.5;22.5;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.8;0.32;-6.22;0.38;-6.37;0.41;-6.37;;;;;;
124;16.5;22.5;0.5;5;100;5;Successful;Effective;collision;21.04;vtypeauto.1;vtypeauto.0;598.13;edge_0_0_0;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
125;16.5;22.5;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
126;16.5;22.5;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.8;0.39;-6.23;0.47;-6.39;0.51;-6.39;;;;;;
127;16.5;22.5;0.5;5;80;6;Successful;Effective;collision;19.94;vtypeauto.1;vtypeauto.0;469.08;edge_0_0_0;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
128;16.5;22.5;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
129;16.5;22.5;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.95;0.32;-7.45;0.38;-7.64;0.41;-7.63;;;;;;
130;16.5;22.5;0.5;5;100;6;Successful;Effective;collision;20.05;vtypeauto.1;vtypeauto.0;582.37;edge_0_0_0;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
131;16.5;22.5;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
132;16.5;22.5;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.96;0.39;-7.46;0.47;-7.65;0.51;-7.65;;;;;;
133;16.5;22.5;0.5;5;80;7;Successful;Effective;collision;19.51;vtypeauto.1;vtypeauto.0;463.16;edge_0_0_0;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
134;16.5;22.5;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
135;16.5;22.5;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-8.11;0.32;-8.69;0.38;-8.9;0.41;-8.89;;;;;;
136;16.5;22.5;0.5;5;100;7;Successful;Effective;collision;19.59;vtypeauto.1;vtypeauto.0;573.72;edge_0_0_0;0.0;-7.0;0.25;-8.11;0.39;-8.7;0.47;-8.92;0.51;-8.91;;;;;;
