Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Leader_speed;Braking_deceleration;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min
336;17.3;23.3;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.19;0.39;-8.33;0.47;-8.41;0.51;-8.53;;;;;;
337;17.4;23.4;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;;;;;;
338;17.4;23.4;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;;;;;;
339;17.4;23.4;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.2;0.38;-5.25;0.41;-5.27;;;;;;
340;17.4;23.4;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;;;;;;
341;17.4;23.4;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;;;;;;
342;17.4;23.4;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.12;0.39;-5.21;0.47;-5.26;0.51;-5.28;;;;;;
343;17.4;23.4;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;;;;;;
344;17.4;23.4;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;;;;;;
345;17.4;23.4;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.23;0.38;-6.28;0.41;-6.31;;;;;;
346;17.4;23.4;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;;;;;;
347;17.4;23.4;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;;;;;;
348;17.4;23.4;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.14;0.39;-6.24;0.47;-6.3;0.51;-6.32;;;;;;
349;17.4;23.4;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;;;;;;
350;17.4;23.4;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;;;;;;
351;17.4;23.4;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.15;0.32;-7.26;0.38;-7.32;0.41;-7.33;;;;;;
352;17.4;23.4;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;;;;;;
353;17.4;23.4;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;;;;;;
354;17.4;23.4;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.16;0.39;-7.27;0.47;-7.34;0.51;-7.36;;;;;;
355;17.4;23.4;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;;;;;;
356;17.4;23.4;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;;;;;;
357;17.4;23.4;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.17;0.32;-8.29;0.38;-8.34;0.41;-8.33;;;;;;
358;17.4;23.4;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;;;;;;
359;17.4;23.4;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;;;;;;
360;17.4;23.4;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.18;0.39;-8.3;0.47;-8.37;0.51;-8.4;;;;;;
361;17.5;23.5;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;;;;;;
362;17.5;23.5;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;;;;;;
363;17.5;23.5;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.11;0.32;-5.18;0.38;-5.23;0.41;-5.25;;;;;;
364;17.5;23.5;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;;;;;;
365;17.5;23.5;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;;;;;;
366;17.5;23.5;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.19;0.47;-5.24;0.51;-5.27;;;;;;
367;17.5;23.5;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;;;;;;
368;17.5;23.5;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;;;;;;
369;17.5;23.5;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.13;0.32;-6.21;0.38;-6.27;0.41;-6.29;;;;;;
370;17.5;23.5;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;;;;;;
371;17.5;23.5;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;;;;;;
372;17.5;23.5;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.13;0.39;-6.22;0.47;-6.28;0.51;-6.3;;;;;;
373;17.5;23.5;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;;;;;;
374;17.5;23.5;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;;;;;;
375;17.5;23.5;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.24;0.38;-7.3;0.41;-7.31;;;;;;
376;17.5;23.5;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;;;;;;
377;17.5;23.5;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;;;;;;
378;17.5;23.5;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.15;0.39;-7.25;0.47;-7.31;0.51;-7.34;;;;;;
379;17.5;23.5;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;;;;;;
380;17.5;23.5;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;;;;;;
381;17.5;23.5;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.16;0.32;-8.27;0.38;-8.31;0.41;-8.31;;;;;;
382;17.5;23.5;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;;;;;;
383;17.5;23.5;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;;;;;;
384;17.5;23.5;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.17;0.39;-8.28;0.47;-8.35;0.51;-8.37;;;;;;
385;17.6;23.6;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;;;;;;
386;17.6;23.6;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;;;;;;
387;17.6;23.6;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.22;0.41;-5.24;;;;;;
388;17.6;23.6;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;;;;;;
389;17.6;23.6;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;;;;;;
390;17.6;23.6;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.11;0.39;-5.18;0.47;-5.23;0.51;-5.25;;;;;;
391;17.6;23.6;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;;;;;;
392;17.6;23.6;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;;;;;;
393;17.6;23.6;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.12;0.32;-6.2;0.38;-6.25;0.41;-6.27;;;;;;
394;17.6;23.6;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;;;;;;
395;17.6;23.6;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;;;;;;
396;17.6;23.6;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.21;0.47;-6.26;0.51;-6.29;;;;;;
397;17.6;23.6;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;;;;;;
398;17.6;23.6;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;;;;;;
399;17.6;23.6;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.14;0.32;-7.23;0.38;-7.28;0.41;-7.29;;;;;;
400;17.6;23.6;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;;;;;;
401;17.6;23.6;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;;;;;;
402;17.6;23.6;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.14;0.39;-7.24;0.47;-7.3;0.51;-7.32;;;;;;
403;17.6;23.6;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;;;;;;
404;17.6;23.6;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;;;;;;
405;17.6;23.6;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.25;0.38;-8.3;0.41;-8.29;;;;;;
406;17.6;23.6;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;;;;;;
407;17.6;23.6;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;;;;;;
408;17.6;23.6;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.16;0.39;-8.27;0.47;-8.33;0.51;-8.35;;;;;;
409;17.7;23.7;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;;;;;;
410;17.7;23.7;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;;;;;;
411;17.7;23.7;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.1;0.32;-5.17;0.38;-5.21;0.41;-5.22;;;;;;
412;17.7;23.7;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;;;;;;
413;17.7;23.7;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;;;;;;
414;17.7;23.7;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.22;0.51;-5.24;;;;;;
415;17.7;23.7;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;;;;;;
416;17.7;23.7;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;;;;;;
417;17.7;23.7;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.19;0.38;-6.24;0.41;-6.26;;;;;;
418;17.7;23.7;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;;;;;;
419;17.7;23.7;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;;;;;;
420;17.7;23.7;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.25;0.51;-6.27;;;;;;
421;17.7;23.7;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;;;;;;
422;17.7;23.7;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;;;;;;
423;17.7;23.7;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.13;0.32;-7.22;0.38;-7.27;0.41;-7.28;;;;;;
424;17.7;23.7;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;;;;;;
425;17.7;23.7;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;;;;;;
426;17.7;23.7;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.23;0.47;-7.28;0.51;-7.3;;;;;;
427;17.7;23.7;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;;;;;;
428;17.7;23.7;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;;;;;;
429;17.7;23.7;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.15;0.32;-8.24;0.38;-8.28;0.41;-8.28;;;;;;
430;17.7;23.7;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;;;;;;
431;17.7;23.7;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;;;;;;
432;17.7;23.7;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.15;0.39;-8.25;0.47;-8.31;0.51;-8.34;;;;;;
433;17.8;23.8;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;;;;;;
434;17.8;23.8;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;;;;;;
435;17.8;23.8;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.16;0.38;-5.2;0.41;-5.22;;;;;;
436;17.8;23.8;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;;;;;;
437;17.8;23.8;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;;;;;;
438;17.8;23.8;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.1;0.39;-5.17;0.47;-5.21;0.51;-5.23;;;;;;
439;17.8;23.8;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.18;0.38;-6.23;0.41;-6.25;;;;;;
440;17.8;23.8;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.18;0.38;-6.23;0.41;-6.25;;;;;;
441;17.8;23.8;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.11;0.32;-6.18;0.38;-6.23;0.41;-6.25;;;;;;
442;17.8;23.8;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;0.51;-6.26;;;;;;
443;17.8;23.8;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;0.51;-6.26;;;;;;
444;17.8;23.8;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.24;0.51;-6.26;;;;;;
445;17.8;23.8;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.21;0.38;-7.26;0.41;-7.27;;;;;;
446;17.8;23.8;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.21;0.38;-7.26;0.41;-7.27;;;;;;
447;17.8;23.8;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.21;0.38;-7.26;0.41;-7.27;;;;;;
448;17.8;23.8;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.22;0.47;-7.27;0.51;-7.29;;;;;;
449;17.8;23.8;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.22;0.47;-7.27;0.51;-7.29;;;;;;
450;17.8;23.8;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.13;0.39;-7.22;0.47;-7.27;0.51;-7.29;;;;;;
451;17.8;23.8;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.14;0.32;-8.23;0.38;-8.27;0.41;-8.28;;;;;;
452;17.8;23.8;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.14;0.32;-8.23;0.38;-8.27;0.41;-8.28;;;;;;
453;17.8;23.8;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.14;0.32;-8.23;0.38;-8.27;0.41;-8.28;;;;;;
454;17.8;23.8;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.24;0.47;-8.3;0.51;-8.32;;;;;;
455;17.8;23.8;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.24;0.47;-8.3;0.51;-8.32;;;;;;
456;17.8;23.8;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.24;0.47;-8.3;0.51;-8.32;;;;;;
457;17.9;23.9;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.21;;;;;;
458;17.9;23.9;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.21;;;;;;
459;17.9;23.9;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.21;;;;;;
460;17.9;23.9;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.23;;;;;;
461;17.9;23.9;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.23;;;;;;
462;17.9;23.9;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.23;;;;;;
463;17.9;23.9;0.5;5;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.18;0.38;-6.22;0.41;-6.24;;;;;;
464;17.9;23.9;0.5;8;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.18;0.38;-6.22;0.41;-6.24;;;;;;
465;17.9;23.9;0.5;10;80;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.2;-6.1;0.32;-6.18;0.38;-6.22;0.41;-6.24;;;;;;
466;17.9;23.9;0.5;5;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;0.51;-6.25;;;;;;
467;17.9;23.9;0.5;8;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;0.51;-6.25;;;;;;
468;17.9;23.9;0.5;10;100;6;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.19;0.47;-6.23;0.51;-6.25;;;;;;
469;17.9;23.9;0.5;5;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.2;0.38;-7.25;0.41;-7.26;;;;;;
470;17.9;23.9;0.5;8;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.2;0.38;-7.25;0.41;-7.26;;;;;;
471;17.9;23.9;0.5;10;80;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.2;-7.12;0.32;-7.2;0.38;-7.25;0.41;-7.26;;;;;;
472;17.9;23.9;0.5;5;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.21;0.47;-7.26;0.51;-7.28;;;;;;
473;17.9;23.9;0.5;8;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.21;0.47;-7.26;0.51;-7.28;;;;;;
474;17.9;23.9;0.5;10;100;7;Successful;Effective;No;No;No;No;No;No;0.0;-7.0;0.25;-7.12;0.39;-7.21;0.47;-7.26;0.51;-7.28;;;;;;
475;17.9;23.9;0.5;5;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.13;0.32;-8.22;0.38;-8.26;0.41;-8.27;;;;;;
476;17.9;23.9;0.5;8;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.13;0.32;-8.22;0.38;-8.26;0.41;-8.27;;;;;;
477;17.9;23.9;0.5;10;80;8;Successful;Effective;No;No;No;No;No;No;0.0;-7.99;0.2;-8.13;0.32;-8.22;0.38;-8.26;0.41;-8.27;;;;;;
478;17.9;23.9;0.5;5;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.23;0.47;-8.29;0.51;-8.31;;;;;;
479;17.9;23.9;0.5;8;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.23;0.47;-8.29;0.51;-8.31;;;;;;
480;17.9;23.9;0.5;10;100;8;Successful;Effective;No;No;No;No;No;No;0.0;-8.0;0.25;-8.14;0.39;-8.23;0.47;-8.29;0.51;-8.31;;;;;;
481;18.0;24.0;0.5;5;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.2;;;;;;
482;18.0;24.0;0.5;8;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.2;;;;;;
483;18.0;24.0;0.5;10;80;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.2;-5.09;0.32;-5.15;0.38;-5.19;0.41;-5.2;;;;;;
484;18.0;24.0;0.5;5;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;;;;;;
485;18.0;24.0;0.5;8;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;;;;;;
486;18.0;24.0;0.5;10;100;5;Successful;Effective;No;No;No;No;No;No;0.0;-5.0;0.25;-5.09;0.39;-5.16;0.47;-5.2;0.51;-5.22;;;;;;
