Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;controller
196;197;18.8;24.8;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
197;198;18.8;24.8;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
198;199;18.8;24.8;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
199;200;18.8;24.8;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.12;0.21;-5.16;CACC
200;201;18.8;24.8;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.16;CACC
201;202;18.8;24.8;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.15;CACC
202;203;18.8;24.8;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.15;CACC
203;204;18.9;24.9;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
204;205;18.9;24.9;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
205;206;18.9;24.9;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
206;207;18.9;24.9;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
207;208;18.9;24.9;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.16;CACC
208;209;18.9;24.9;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.16;CACC
209;210;18.9;24.9;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.06;0.17;-5.12;0.21;-5.15;CACC
210;211;19.0;25.0;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
211;212;19.0;25.0;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
212;213;19.0;25.0;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
213;214;19.0;25.0;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
214;215;19.0;25.0;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
215;216;19.0;25.0;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
216;217;19.0;25.0;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
217;218;19.1;25.1;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
218;219;19.1;25.1;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
219;220;19.1;25.1;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
220;221;19.1;25.1;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
221;222;19.1;25.1;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
222;223;19.1;25.1;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
223;224;19.1;25.1;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
224;225;19.2;25.2;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
225;226;19.2;25.2;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
226;227;19.2;25.2;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
227;228;19.2;25.2;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
228;229;19.2;25.2;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
229;230;19.2;25.2;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
230;231;19.2;25.2;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
231;232;19.3;25.3;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
232;233;19.3;25.3;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
233;234;19.3;25.3;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
234;235;19.3;25.3;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
235;236;19.3;25.3;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
236;237;19.3;25.3;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
237;238;19.3;25.3;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.07;0.17;-5.13;0.21;-5.16;CACC
238;239;19.4;25.4;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
239;240;19.4;25.4;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
240;241;19.4;25.4;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
241;242;19.4;25.4;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
242;243;19.4;25.4;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
243;244;19.4;25.4;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
244;245;19.4;25.4;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
245;246;19.5;25.5;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
246;247;19.5;25.5;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
247;248;19.5;25.5;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
248;249;19.5;25.5;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
249;250;19.5;25.5;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
250;251;19.5;25.5;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
251;252;19.5;25.5;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
252;253;19.6;25.6;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
253;254;19.6;25.6;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
254;255;19.6;25.6;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
255;256;19.6;25.6;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
256;257;19.6;25.6;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
257;258;19.6;25.6;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
258;259;19.6;25.6;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
259;260;19.7;25.7;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
260;261;19.7;25.7;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
261;262;19.7;25.7;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
262;263;19.7;25.7;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
263;264;19.7;25.7;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
264;265;19.7;25.7;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
265;266;19.7;25.7;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
266;267;19.8;25.8;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
267;268;19.8;25.8;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
268;269;19.8;25.8;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
269;270;19.8;25.8;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
270;271;19.8;25.8;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
271;272;19.8;25.8;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
272;273;19.8;25.8;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
273;274;19.9;25.9;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
274;275;19.9;25.9;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
275;276;19.9;25.9;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
276;277;19.9;25.9;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
277;278;19.9;25.9;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
278;279;19.9;25.9;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
279;280;19.9;25.9;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
280;281;20.0;26.0;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
281;282;20.0;26.0;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
282;283;20.0;26.0;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
283;284;20.0;26.0;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
284;285;20.0;26.0;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
285;286;20.0;26.0;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
286;287;20.0;26.0;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
287;288;20.1;26.1;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
288;289;20.1;26.1;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
289;290;20.1;26.1;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
290;291;20.1;26.1;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
291;292;20.1;26.1;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
292;293;20.1;26.1;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
293;294;20.1;26.1;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
294;295;20.2;26.2;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
295;296;20.2;26.2;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
296;297;20.2;26.2;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
297;298;20.2;26.2;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
298;299;20.2;26.2;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
299;300;20.2;26.2;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
300;301;20.2;26.2;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
301;302;20.3;26.3;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
302;303;20.3;26.3;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
303;304;20.3;26.3;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
304;305;20.3;26.3;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
305;306;20.3;26.3;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
306;307;20.3;26.3;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
307;308;20.3;26.3;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
308;309;20.4;26.4;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
309;310;20.4;26.4;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
310;311;20.4;26.4;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
311;312;20.4;26.4;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
312;313;20.4;26.4;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
313;314;20.4;26.4;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
314;315;20.4;26.4;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
315;316;20.5;26.5;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
316;317;20.5;26.5;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
317;318;20.5;26.5;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
318;319;20.5;26.5;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
319;320;20.5;26.5;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
320;321;20.5;26.5;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
321;322;20.5;26.5;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
322;323;20.6;26.6;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
323;324;20.6;26.6;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
324;325;20.6;26.6;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
325;326;20.6;26.6;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
326;327;20.6;26.6;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
327;328;20.6;26.6;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
328;329;20.6;26.6;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
329;330;20.7;26.7;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
330;331;20.7;26.7;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
331;332;20.7;26.7;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
332;333;20.7;26.7;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
333;334;20.7;26.7;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
334;335;20.7;26.7;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
335;336;20.7;26.7;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
336;337;20.8;26.8;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
337;338;20.8;26.8;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
338;339;20.8;26.8;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
339;340;20.8;26.8;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
340;341;20.8;26.8;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
341;342;20.8;26.8;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
342;343;20.8;26.8;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
343;344;20.9;26.9;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
344;345;20.9;26.9;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
345;346;20.9;26.9;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
346;347;20.9;26.9;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
347;348;20.9;26.9;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
348;349;20.9;26.9;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
349;350;20.9;26.9;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
350;351;21.0;27.0;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
351;352;21.0;27.0;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
352;353;21.0;27.0;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
353;354;21.0;27.0;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
354;355;21.0;27.0;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
355;356;21.0;27.0;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
356;357;21.0;27.0;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
357;358;21.1;27.1;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
358;359;21.1;27.1;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
359;360;21.1;27.1;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
360;361;21.1;27.1;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
361;362;21.1;27.1;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
362;363;21.1;27.1;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
363;364;21.1;27.1;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
364;365;21.2;27.2;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
365;366;21.2;27.2;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
366;367;21.2;27.2;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
367;368;21.2;27.2;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
368;369;21.2;27.2;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
369;370;21.2;27.2;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
370;371;21.2;27.2;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
371;372;21.3;27.3;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
372;373;21.3;27.3;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
373;374;21.3;27.3;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
374;375;21.3;27.3;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
375;376;21.3;27.3;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
376;377;21.3;27.3;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
377;378;21.3;27.3;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
378;379;21.4;27.4;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
379;380;21.4;27.4;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
380;381;21.4;27.4;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
381;382;21.4;27.4;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
382;383;21.4;27.4;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
383;384;21.4;27.4;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
384;385;21.4;27.4;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
385;386;21.5;27.5;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
386;387;21.5;27.5;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
387;388;21.5;27.5;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
388;389;21.5;27.5;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
389;390;21.5;27.5;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
390;391;21.5;27.5;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
391;392;21.5;27.5;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
392;393;21.6;27.6;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
393;394;21.6;27.6;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
394;395;21.6;27.6;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
395;396;21.6;27.6;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
396;397;21.6;27.6;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
397;398;21.6;27.6;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
398;399;21.6;27.6;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
399;400;21.7;27.7;0.5;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
400;401;21.7;27.7;0.6;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
401;402;21.7;27.7;0.7;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
402;403;21.7;27.7;0.8;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
403;404;21.7;27.7;0.9;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
404;405;21.7;27.7;1.0;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
405;406;21.7;27.7;1.1;Effective;No;No;No;0.0;-5.0;0.11;-5.08;0.17;-5.13;0.21;-5.16;CACC
