Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min
48;49;16.6;22.6;1.1;Effective;collision;18.60;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
49;50;16.7;22.7;0.5;Effective;collision;19.18;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
50;51;16.7;22.7;0.6;Effective;collision;18.95;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
51;52;16.7;22.7;0.7;Effective;collision;18.81;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
52;53;16.7;22.7;0.8;Effective;collision;18.72;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
53;54;16.7;22.7;0.9;Effective;collision;18.67;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
54;55;16.7;22.7;1.0;Effective;collision;18.63;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
55;56;16.7;22.7;1.1;Effective;collision;18.60;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
56;57;16.8;22.8;0.5;Effective;collision;19.18;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
57;58;16.8;22.8;0.6;Effective;collision;18.95;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
58;59;16.8;22.8;0.7;Effective;collision;18.81;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
59;60;16.8;22.8;0.8;Effective;collision;18.72;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
60;61;16.8;22.8;0.9;Effective;collision;18.67;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
61;62;16.8;22.8;1.0;Effective;collision;18.63;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
62;63;16.8;22.8;1.1;Effective;collision;18.60;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
63;64;16.9;22.9;0.5;Effective;collision;19.18;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
64;65;16.9;22.9;0.6;Effective;collision;18.95;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
65;66;16.9;22.9;0.7;Effective;collision;18.81;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
66;67;16.9;22.9;0.8;Effective;collision;18.72;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
67;68;16.9;22.9;0.9;Effective;collision;18.67;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
68;69;16.9;22.9;1.0;Effective;collision;18.63;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
69;70;16.9;22.9;1.1;Effective;collision;18.60;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
70;71;17.0;23.0;0.5;Effective;collision;19.18;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
71;72;17.0;23.0;0.6;Effective;collision;18.95;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
72;73;17.0;23.0;0.7;Effective;collision;18.81;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
73;74;17.0;23.0;0.8;Effective;collision;18.72;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
74;75;17.0;23.0;0.9;Effective;collision;18.67;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
75;76;17.0;23.0;1.0;Effective;collision;18.63;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
76;77;17.0;23.0;1.1;Effective;collision;18.60;vtypeauto.1;0.0;-8.0;0.16;-9.0;0.25;-9.0;0.3;-9.0
77;78;17.1;23.1;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.22;0.25;-8.85;0.3;-9.0
78;79;17.1;23.1;0.6;Effective;collision;20.95;vtypeauto.2;0.0;-8.0;0.16;-8.26;0.25;-8.99;0.3;-9.0
79;80;17.1;23.1;0.7;Effective;collision;20.34;vtypeauto.2;0.0;-8.0;0.16;-8.3;0.25;-9.0;0.3;-9.0
80;81;17.1;23.1;0.8;Effective;collision;20.02;vtypeauto.2;0.0;-8.0;0.16;-8.35;0.25;-9.0;0.3;-9.0
81;82;17.1;23.1;0.9;Effective;collision;19.82;vtypeauto.2;0.0;-8.0;0.16;-8.41;0.25;-9.0;0.3;-9.0
82;83;17.1;23.1;1.0;Effective;collision;19.69;vtypeauto.2;0.0;-8.0;0.16;-8.47;0.25;-9.0;0.3;-9.0
83;84;17.1;23.1;1.1;Effective;collision;19.59;vtypeauto.2;0.0;-8.0;0.16;-8.54;0.25;-9.0;0.3;-9.0
84;85;17.2;23.2;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.2;0.25;-8.34;0.3;-8.63
85;86;17.2;23.2;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.23;0.25;-8.39;0.3;-8.71
86;87;17.2;23.2;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.27;0.25;-8.45;0.3;-8.79
87;88;17.2;23.2;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.31;0.25;-8.52;0.3;-8.86
88;89;17.2;23.2;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.35;0.25;-8.58;0.3;-8.88
89;90;17.2;23.2;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.4;0.25;-8.64;0.3;-8.86
90;91;17.2;23.2;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.46;0.25;-8.68;0.3;-8.79
91;92;17.3;23.3;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.31;0.3;-8.38
92;93;17.3;23.3;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.21;0.25;-8.35;0.3;-8.43
93;94;17.3;23.3;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.24;0.25;-8.4;0.3;-8.45
94;95;17.3;23.3;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.27;0.25;-8.45;0.3;-8.46
95;96;17.3;23.3;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.31;0.25;-8.49;0.3;-8.42
96;97;17.3;23.3;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.35;0.25;-8.53;0.3;-8.34
97;98;17.3;23.3;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.39;0.25;-8.55;0.3;-8.25
98;99;17.4;23.4;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.17;0.25;-8.29;0.3;-8.35
99;100;17.4;23.4;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.32;0.3;-8.38
100;101;17.4;23.4;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.21;0.25;-8.35;0.3;-8.4
101;102;17.4;23.4;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.24;0.25;-8.39;0.3;-8.39
102;103;17.4;23.4;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.27;0.25;-8.42;0.3;-8.35
103;104;17.4;23.4;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.3;0.25;-8.44;0.3;-8.28
104;105;17.4;23.4;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.34;0.25;-8.44;0.3;-8.2
105;106;17.5;23.5;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.16;0.25;-8.27;0.3;-8.33
106;107;17.5;23.5;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.17;0.25;-8.29;0.3;-8.35
107;108;17.5;23.5;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.32;0.3;-8.35
108;109;17.5;23.5;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.21;0.25;-8.34;0.3;-8.34
109;110;17.5;23.5;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.24;0.25;-8.36;0.3;-8.29
110;111;17.5;23.5;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.26;0.25;-8.37;0.3;-8.23
111;112;17.5;23.5;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.29;0.25;-8.35;0.3;-8.18
112;113;17.6;23.6;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.25;0.3;-8.31
113;114;17.6;23.6;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.16;0.25;-8.27;0.3;-8.32
114;115;17.6;23.6;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.18;0.25;-8.29;0.3;-8.32
115;116;17.6;23.6;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.3;0.3;-8.3
116;117;17.6;23.6;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.21;0.25;-8.31;0.3;-8.26
117;118;17.6;23.6;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.23;0.25;-8.31;0.3;-8.2
118;119;17.6;23.6;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.25;0.25;-8.28;0.3;-8.17
119;120;17.7;23.7;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.24;0.3;-8.29
120;121;17.7;23.7;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.25;0.3;-8.3
121;122;17.7;23.7;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.16;0.25;-8.26;0.3;-8.29
122;123;17.7;23.7;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.17;0.25;-8.27;0.3;-8.27
123;124;17.7;23.7;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.27;0.3;-8.23
124;125;17.7;23.7;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.2;0.25;-8.26;0.3;-8.19
125;126;17.7;23.7;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.22;0.25;-8.23;0.3;-8.18
126;127;17.8;23.8;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.23;0.3;-8.28
127;128;17.8;23.8;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.23;0.3;-8.28
128;129;17.8;23.8;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.24;0.3;-8.27
129;130;17.8;23.8;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.16;0.25;-8.25;0.3;-8.25
130;131;17.8;23.8;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.17;0.25;-8.24;0.3;-8.22
131;132;17.8;23.8;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.18;0.25;-8.23;0.3;-8.19
132;133;17.8;23.8;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.19;0.25;-8.2;0.3;-8.19
133;134;17.9;23.9;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.22;0.3;-8.27
134;135;17.9;23.9;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.22;0.3;-8.26
135;136;17.9;23.9;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.22;0.3;-8.26
136;137;17.9;23.9;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.23;0.3;-8.23
137;138;17.9;23.9;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.22;0.3;-8.21
138;139;17.9;23.9;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.16;0.25;-8.2;0.3;-8.2
139;140;17.9;23.9;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.17;0.25;-8.17;0.3;-8.19
140;141;18.0;24.0;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.21;0.3;-8.26
141;142;18.0;24.0;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.21;0.3;-8.25
142;143;18.0;24.0;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.21;0.3;-8.24
143;144;18.0;24.0;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.21;0.3;-8.23
144;145;18.0;24.0;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.2;0.3;-8.21
145;146;18.0;24.0;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.18;0.3;-8.2
146;147;18.0;24.0;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.15;0.25;-8.15;0.3;-8.19
147;148;18.1;24.1;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.21;0.3;-8.25
148;149;18.1;24.1;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
149;150;18.1;24.1;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.24
150;151;18.1;24.1;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.2;0.3;-8.22
151;152;18.1;24.1;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.19;0.3;-8.21
152;153;18.1;24.1;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.13;0.25;-8.17;0.3;-8.21
153;154;18.1;24.1;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.14;0.25;-8.14;0.3;-8.19
154;155;18.2;24.2;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
155;156;18.2;24.2;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.24
156;157;18.2;24.2;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.19;0.3;-8.23
157;158;18.2;24.2;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.19;0.3;-8.22
158;159;18.2;24.2;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.18;0.3;-8.21
159;160;18.2;24.2;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.16;0.3;-8.21
160;161;18.2;24.2;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.14;0.3;-8.19
161;162;18.3;24.3;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
162;163;18.3;24.3;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.19;0.3;-8.24
163;164;18.3;24.3;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.19;0.3;-8.23
164;165;18.3;24.3;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.18;0.3;-8.22
165;166;18.3;24.3;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.17;0.3;-8.22
166;167;18.3;24.3;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.16;0.3;-8.21
167;168;18.3;24.3;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.14;0.3;-8.19
168;169;18.4;24.4;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
169;170;18.4;24.4;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.19;0.3;-8.24
170;171;18.4;24.4;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.18;0.3;-8.23
171;172;18.4;24.4;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.18;0.3;-8.23
172;173;18.4;24.4;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.17;0.3;-8.22
173;174;18.4;24.4;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.16;0.3;-8.21
174;175;18.4;24.4;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.16;0.3;-8.2
175;176;18.5;24.5;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
176;177;18.5;24.5;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.19;0.3;-8.24
177;178;18.5;24.5;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.18;0.3;-8.24
178;179;18.5;24.5;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.18;0.3;-8.23
179;180;18.5;24.5;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.18;0.3;-8.22
180;181;18.5;24.5;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.17;0.3;-8.22
181;182;18.5;24.5;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.17;0.3;-8.22
182;183;18.6;24.6;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
183;184;18.6;24.6;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.19;0.3;-8.25
184;185;18.6;24.6;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.19;0.3;-8.24
185;186;18.6;24.6;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.19;0.3;-8.24
186;187;18.6;24.6;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.18;0.3;-8.23
187;188;18.6;24.6;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.18;0.3;-8.23
188;189;18.6;24.6;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.17;0.3;-8.22
189;190;18.7;24.7;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
190;191;18.7;24.7;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.25
191;192;18.7;24.7;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.24
192;193;18.7;24.7;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.19;0.3;-8.24
193;194;18.7;24.7;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.19;0.3;-8.24
194;195;18.7;24.7;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.18;0.3;-8.24
195;196;18.7;24.7;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.09;0.25;-8.18;0.3;-8.23
196;197;18.8;24.8;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.2;0.3;-8.25
197;198;18.8;24.8;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.25
198;199;18.8;24.8;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.25
199;200;18.8;24.8;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.2;0.3;-8.25
200;201;18.8;24.8;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.19;0.3;-8.24
201;202;18.8;24.8;1.0;Effective;No;No;No;0.0;-8.0;0.16;-8.09;0.25;-8.19;0.3;-8.24
202;203;18.8;24.8;1.1;Effective;No;No;No;0.0;-8.0;0.16;-8.09;0.25;-8.19;0.3;-8.24
203;204;18.9;24.9;0.5;Effective;No;No;No;0.0;-8.0;0.16;-8.12;0.25;-8.21;0.3;-8.26
204;205;18.9;24.9;0.6;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.25
205;206;18.9;24.9;0.7;Effective;No;No;No;0.0;-8.0;0.16;-8.11;0.25;-8.2;0.3;-8.25
206;207;18.9;24.9;0.8;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.2;0.3;-8.25
207;208;18.9;24.9;0.9;Effective;No;No;No;0.0;-8.0;0.16;-8.1;0.25;-8.2;0.3;-8.25
