Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min
90;91;17.2;23.2;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.29;0.25;-5.5;0.3;-5.75
91;92;17.3;23.3;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.21;0.3;-5.25
92;93;17.3;23.3;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.14;0.25;-5.23;0.3;-5.28
93;94;17.3;23.3;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.15;0.25;-5.26;0.3;-5.32
94;95;17.3;23.3;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.17;0.25;-5.29;0.3;-5.36
95;96;17.3;23.3;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.2;0.25;-5.33;0.3;-5.4
96;97;17.3;23.3;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.22;0.25;-5.37;0.3;-5.46
97;98;17.3;23.3;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.25;0.25;-5.42;0.3;-5.52
98;99;17.4;23.4;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.19;0.3;-5.24
99;100;17.4;23.4;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.21;0.3;-5.26
100;101;17.4;23.4;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.14;0.25;-5.23;0.3;-5.28
101;102;17.4;23.4;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.15;0.25;-5.26;0.3;-5.31
102;103;17.4;23.4;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.17;0.25;-5.29;0.3;-5.35
103;104;17.4;23.4;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.19;0.25;-5.32;0.3;-5.39
104;105;17.4;23.4;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.21;0.25;-5.36;0.3;-5.44
105;106;17.5;23.5;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.18;0.3;-5.22
106;107;17.5;23.5;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.19;0.3;-5.23
107;108;17.5;23.5;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.21;0.3;-5.25
108;109;17.5;23.5;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.14;0.25;-5.23;0.3;-5.28
109;110;17.5;23.5;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.15;0.25;-5.25;0.3;-5.3
110;111;17.5;23.5;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.17;0.25;-5.28;0.3;-5.33
111;112;17.5;23.5;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.19;0.25;-5.31;0.3;-5.37
112;113;17.6;23.6;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.17;0.3;-5.21
113;114;17.6;23.6;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.18;0.3;-5.22
114;115;17.6;23.6;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.19;0.3;-5.23
115;116;17.6;23.6;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.2;0.3;-5.25
116;117;17.6;23.6;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.13;0.25;-5.22;0.3;-5.27
117;118;17.6;23.6;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.15;0.25;-5.24;0.3;-5.29
118;119;17.6;23.6;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.16;0.25;-5.27;0.3;-5.32
119;120;17.7;23.7;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.16;0.3;-5.2
120;121;17.7;23.7;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.16;0.3;-5.2
121;122;17.7;23.7;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.17;0.3;-5.21
122;123;17.7;23.7;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.18;0.3;-5.22
123;124;17.7;23.7;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.2;0.3;-5.23
124;125;17.7;23.7;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.13;0.25;-5.21;0.3;-5.25
125;126;17.7;23.7;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.14;0.25;-5.23;0.3;-5.27
126;127;17.8;23.8;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.15;0.3;-5.19
127;128;17.8;23.8;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.16;0.3;-5.19
128;129;17.8;23.8;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.16;0.3;-5.19
129;130;17.8;23.8;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.17;0.3;-5.2
130;131;17.8;23.8;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.18;0.3;-5.21
131;132;17.8;23.8;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.12;0.25;-5.19;0.3;-5.22
132;133;17.8;23.8;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.13;0.25;-5.2;0.3;-5.23
133;134;17.9;23.9;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.15;0.3;-5.18
134;135;17.9;23.9;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.15;0.3;-5.18
135;136;17.9;23.9;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.15;0.3;-5.18
136;137;17.9;23.9;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.15;0.3;-5.18
137;138;17.9;23.9;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.16;0.3;-5.19
138;139;17.9;23.9;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.17;0.3;-5.2
139;140;17.9;23.9;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.11;0.25;-5.18;0.3;-5.2
140;141;18.0;24.0;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.18
141;142;18.0;24.0;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.14;0.3;-5.17
142;143;18.0;24.0;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.14;0.3;-5.17
143;144;18.0;24.0;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.14;0.3;-5.17
144;145;18.0;24.0;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.15;0.3;-5.17
145;146;18.0;24.0;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.15;0.3;-5.17
146;147;18.0;24.0;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.1;0.25;-5.16;0.3;-5.18
147;148;18.1;24.1;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
148;149;18.1;24.1;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
149;150;18.1;24.1;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.16
150;151;18.1;24.1;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.16
151;152;18.1;24.1;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.13;0.3;-5.16
152;153;18.1;24.1;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.14;0.3;-5.16
153;154;18.1;24.1;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.09;0.25;-5.14;0.3;-5.16
154;155;18.2;24.2;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
155;156;18.2;24.2;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.17
156;157;18.2;24.2;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.16
157;158;18.2;24.2;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.15
158;159;18.2;24.2;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.15
159;160;18.2;24.2;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.15
160;161;18.2;24.2;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.14
161;162;18.3;24.3;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
162;163;18.3;24.3;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.16
163;164;18.3;24.3;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.16
164;165;18.3;24.3;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.12;0.3;-5.16
165;166;18.3;24.3;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.12;0.3;-5.15
166;167;18.3;24.3;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.12;0.3;-5.15
167;168;18.3;24.3;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.12;0.3;-5.14
168;169;18.4;24.4;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.17
169;170;18.4;24.4;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.17
170;171;18.4;24.4;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.16
171;172;18.4;24.4;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.16
172;173;18.4;24.4;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.11;0.3;-5.15
173;174;18.4;24.4;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.11;0.3;-5.15
174;175;18.4;24.4;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.11;0.3;-5.14
175;176;18.5;24.5;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.17
176;177;18.5;24.5;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.13;0.3;-5.17
177;178;18.5;24.5;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.16
178;179;18.5;24.5;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.16
179;180;18.5;24.5;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.16
180;181;18.5;24.5;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.15
181;182;18.5;24.5;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.11;0.3;-5.15
182;183;18.6;24.6;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
183;184;18.6;24.6;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
184;185;18.6;24.6;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
185;186;18.6;24.6;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.16
186;187;18.6;24.6;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.16
187;188;18.6;24.6;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.12;0.3;-5.16
188;189;18.6;24.6;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.06;0.25;-5.12;0.3;-5.16
189;190;18.7;24.7;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.17
190;191;18.7;24.7;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
191;192;18.7;24.7;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
192;193;18.7;24.7;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
193;194;18.7;24.7;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
194;195;18.7;24.7;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.06;0.25;-5.13;0.3;-5.16
195;196;18.7;24.7;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.06;0.25;-5.12;0.3;-5.16
196;197;18.8;24.8;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.18
197;198;18.8;24.8;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.14;0.3;-5.17
198;199;18.8;24.8;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.14;0.3;-5.17
199;200;18.8;24.8;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
200;201;18.8;24.8;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
201;202;18.8;24.8;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.06;0.25;-5.13;0.3;-5.17
202;203;18.8;24.8;1.1;Effective;No;No;No;0.0;-5.0;0.16;-5.06;0.25;-5.13;0.3;-5.16
203;204;18.9;24.9;0.5;Effective;No;No;No;0.0;-5.0;0.16;-5.08;0.25;-5.14;0.3;-5.18
204;205;18.9;24.9;0.6;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.14;0.3;-5.18
205;206;18.9;24.9;0.7;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.14;0.3;-5.17
206;207;18.9;24.9;0.8;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.14;0.3;-5.17
207;208;18.9;24.9;0.9;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
208;209;18.9;24.9;1.0;Effective;No;No;No;0.0;-5.0;0.16;-5.07;0.25;-5.13;0.3;-5.17
