Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min
43;44;16.6;22.6;0.6;Effective;collision;19.09;vtypeauto.1;0.0;-7.0;0.11;-8.32;0.17;-9.0;0.21;-9.0
44;45;16.6;22.6;0.7;Effective;collision;18.93;vtypeauto.1;0.0;-7.0;0.11;-8.53;0.17;-9.0;0.21;-9.0
45;46;16.6;22.6;0.8;Effective;collision;18.82;vtypeauto.1;0.0;-7.0;0.11;-8.75;0.17;-9.0;0.21;-9.0
46;47;16.6;22.6;0.9;Effective;collision;18.75;vtypeauto.1;0.0;-7.0;0.11;-8.97;0.17;-9.0;0.21;-9.0
47;48;16.6;22.6;1.0;Effective;collision;18.71;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
48;49;16.6;22.6;1.1;Effective;collision;18.68;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
49;50;16.7;22.7;0.5;Effective;collision;19.37;vtypeauto.1;0.0;-7.0;0.11;-8.1;0.17;-8.68;0.21;-8.88
50;51;16.7;22.7;0.6;Effective;collision;19.09;vtypeauto.1;0.0;-7.0;0.11;-8.32;0.17;-9.0;0.21;-9.0
51;52;16.7;22.7;0.7;Effective;collision;18.93;vtypeauto.1;0.0;-7.0;0.11;-8.53;0.17;-9.0;0.21;-9.0
52;53;16.7;22.7;0.8;Effective;collision;18.82;vtypeauto.1;0.0;-7.0;0.11;-8.75;0.17;-9.0;0.21;-9.0
53;54;16.7;22.7;0.9;Effective;collision;18.75;vtypeauto.1;0.0;-7.0;0.11;-8.97;0.17;-9.0;0.21;-9.0
54;55;16.7;22.7;1.0;Effective;collision;18.71;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
55;56;16.7;22.7;1.1;Effective;collision;18.68;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
56;57;16.8;22.8;0.5;Effective;collision;19.37;vtypeauto.1;0.0;-7.0;0.11;-8.1;0.17;-8.68;0.21;-8.88
57;58;16.8;22.8;0.6;Effective;collision;19.09;vtypeauto.1;0.0;-7.0;0.11;-8.32;0.17;-9.0;0.21;-9.0
58;59;16.8;22.8;0.7;Effective;collision;18.93;vtypeauto.1;0.0;-7.0;0.11;-8.53;0.17;-9.0;0.21;-9.0
59;60;16.8;22.8;0.8;Effective;collision;18.82;vtypeauto.1;0.0;-7.0;0.11;-8.75;0.17;-9.0;0.21;-9.0
60;61;16.8;22.8;0.9;Effective;collision;18.75;vtypeauto.1;0.0;-7.0;0.11;-8.97;0.17;-9.0;0.21;-9.0
61;62;16.8;22.8;1.0;Effective;collision;18.71;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
62;63;16.8;22.8;1.1;Effective;collision;18.68;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
63;64;16.9;22.9;0.5;Effective;collision;19.37;vtypeauto.1;0.0;-7.0;0.11;-8.1;0.17;-8.68;0.21;-8.88
64;65;16.9;22.9;0.6;Effective;collision;19.09;vtypeauto.1;0.0;-7.0;0.11;-8.32;0.17;-9.0;0.21;-9.0
65;66;16.9;22.9;0.7;Effective;collision;18.93;vtypeauto.1;0.0;-7.0;0.11;-8.53;0.17;-9.0;0.21;-9.0
66;67;16.9;22.9;0.8;Effective;collision;18.82;vtypeauto.1;0.0;-7.0;0.11;-8.75;0.17;-9.0;0.21;-9.0
67;68;16.9;22.9;0.9;Effective;collision;18.75;vtypeauto.1;0.0;-7.0;0.11;-8.97;0.17;-9.0;0.21;-9.0
68;69;16.9;22.9;1.0;Effective;collision;18.71;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
69;70;16.9;22.9;1.1;Effective;collision;18.68;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
70;71;17.0;23.0;0.5;Effective;collision;19.37;vtypeauto.1;0.0;-7.0;0.11;-8.1;0.17;-8.68;0.21;-8.88
71;72;17.0;23.0;0.6;Effective;collision;19.09;vtypeauto.1;0.0;-7.0;0.11;-8.32;0.17;-9.0;0.21;-9.0
72;73;17.0;23.0;0.7;Effective;collision;18.93;vtypeauto.1;0.0;-7.0;0.11;-8.53;0.17;-9.0;0.21;-9.0
73;74;17.0;23.0;0.8;Effective;collision;18.82;vtypeauto.1;0.0;-7.0;0.11;-8.75;0.17;-9.0;0.21;-9.0
74;75;17.0;23.0;0.9;Effective;collision;18.75;vtypeauto.1;0.0;-7.0;0.11;-8.97;0.17;-9.0;0.21;-9.0
75;76;17.0;23.0;1.0;Effective;collision;18.71;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
76;77;17.0;23.0;1.1;Effective;collision;18.68;vtypeauto.1;0.0;-7.0;0.11;-9.0;0.17;-9.0;0.21;-9.0
77;78;17.1;23.1;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.19;0.17;-7.74;0.21;-8.03
78;79;17.1;23.1;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.22;0.17;-7.86;0.21;-8.21
79;80;17.1;23.1;0.7;Effective;collision;20.66;vtypeauto.2;0.0;-7.0;0.11;-7.26;0.17;-7.98;0.21;-8.4
80;81;17.1;23.1;0.8;Effective;collision;20.25;vtypeauto.2;0.0;-7.0;0.11;-7.31;0.17;-8.1;0.21;-8.58
81;82;17.1;23.1;0.9;Effective;collision;20.00;vtypeauto.2;0.0;-7.0;0.11;-7.36;0.17;-8.23;0.21;-8.73
82;83;17.1;23.1;1.0;Effective;collision;19.84;vtypeauto.2;0.0;-7.0;0.11;-7.41;0.17;-8.35;0.21;-8.84
83;84;17.1;23.1;1.1;Effective;collision;19.73;vtypeauto.2;0.0;-7.0;0.11;-7.47;0.17;-8.46;0.21;-8.92
84;85;17.2;23.2;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.17;0.17;-7.3;0.21;-7.55
85;86;17.2;23.2;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.2;0.17;-7.34;0.21;-7.62
86;87;17.2;23.2;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.23;0.17;-7.39;0.21;-7.67
87;88;17.2;23.2;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.27;0.17;-7.43;0.21;-7.7
88;89;17.2;23.2;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.31;0.17;-7.46;0.21;-7.69
89;90;17.2;23.2;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.35;0.17;-7.49;0.21;-7.64
90;91;17.2;23.2;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.4;0.17;-7.48;0.21;-7.58
91;92;17.3;23.3;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.16;0.17;-7.27;0.21;-7.33
92;93;17.3;23.3;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.18;0.17;-7.3;0.21;-7.35
93;94;17.3;23.3;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.21;0.17;-7.34;0.21;-7.35
94;95;17.3;23.3;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.23;0.17;-7.37;0.21;-7.32
95;96;17.3;23.3;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.27;0.17;-7.39;0.21;-7.26
96;97;17.3;23.3;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.3;0.17;-7.39;0.21;-7.18
97;98;17.3;23.3;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.34;0.17;-7.36;0.21;-7.11
98;99;17.4;23.4;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.25;0.21;-7.3
99;100;17.4;23.4;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.16;0.17;-7.27;0.21;-7.31
100;101;17.4;23.4;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.18;0.17;-7.3;0.21;-7.3
101;102;17.4;23.4;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.21;0.17;-7.32;0.21;-7.27
102;103;17.4;23.4;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.23;0.17;-7.32;0.21;-7.21
103;104;17.4;23.4;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.26;0.17;-7.31;0.21;-7.15
104;105;17.4;23.4;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.29;0.17;-7.27;0.21;-7.11
105;106;17.5;23.5;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.14;0.17;-7.23;0.21;-7.28
106;107;17.5;23.5;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.25;0.21;-7.28
107;108;17.5;23.5;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.17;0.17;-7.26;0.21;-7.27
108;109;17.5;23.5;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.18;0.17;-7.27;0.21;-7.23
109;110;17.5;23.5;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.2;0.17;-7.27;0.21;-7.18
110;111;17.5;23.5;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.22;0.17;-7.25;0.21;-7.13
111;112;17.5;23.5;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.24;0.17;-7.21;0.21;-7.12
112;113;17.6;23.6;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.22;0.21;-7.26
113;114;17.6;23.6;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.14;0.17;-7.23;0.21;-7.26
114;115;17.6;23.6;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.24;0.21;-7.24
115;116;17.6;23.6;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.16;0.17;-7.24;0.21;-7.21
116;117;17.6;23.6;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.18;0.17;-7.23;0.21;-7.16
117;118;17.6;23.6;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.19;0.17;-7.21;0.21;-7.13
118;119;17.6;23.6;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.21;0.17;-7.16;0.21;-7.13
119;120;17.7;23.7;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.2;0.21;-7.24
120;121;17.7;23.7;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.21;0.21;-7.24
121;122;17.7;23.7;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.14;0.17;-7.22;0.21;-7.22
122;123;17.7;23.7;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.21;0.21;-7.19
123;124;17.7;23.7;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.16;0.17;-7.2;0.21;-7.16
124;125;17.7;23.7;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.17;0.17;-7.17;0.21;-7.14
125;126;17.7;23.7;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.18;0.17;-7.13;0.21;-7.12
126;127;17.8;23.8;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.19;0.21;-7.23
127;128;17.8;23.8;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.2;0.21;-7.23
128;129;17.8;23.8;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.2;0.21;-7.21
129;130;17.8;23.8;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.14;0.17;-7.19;0.21;-7.18
130;131;17.8;23.8;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.14;0.17;-7.18;0.21;-7.16
131;132;17.8;23.8;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.15;0.21;-7.15
132;133;17.8;23.8;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.15;0.17;-7.11;0.21;-7.12
133;134;17.9;23.9;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.19;0.21;-7.22
134;135;17.9;23.9;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.19;0.21;-7.22
135;136;17.9;23.9;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.19;0.21;-7.2
136;137;17.9;23.9;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.18;0.21;-7.18
137;138;17.9;23.9;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.16;0.21;-7.16
138;139;17.9;23.9;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.13;0.21;-7.15
139;140;17.9;23.9;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.13;0.17;-7.1;0.21;-7.12
140;141;18.0;24.0;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.18;0.21;-7.22
141;142;18.0;24.0;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.18;0.21;-7.21
142;143;18.0;24.0;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.18;0.21;-7.19
143;144;18.0;24.0;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.17;0.21;-7.18
144;145;18.0;24.0;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.15;0.21;-7.17
145;146;18.0;24.0;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.12;0.21;-7.15
146;147;18.0;24.0;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.12;0.17;-7.09;0.21;-7.13
147;148;18.1;24.1;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.18;0.21;-7.21
148;149;18.1;24.1;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.17;0.21;-7.2
149;150;18.1;24.1;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.17;0.21;-7.19
150;151;18.1;24.1;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.16;0.21;-7.18
151;152;18.1;24.1;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.14;0.21;-7.17
152;153;18.1;24.1;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.12;0.21;-7.16
153;154;18.1;24.1;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.11;0.17;-7.1;0.21;-7.13
154;155;18.2;24.2;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
155;156;18.2;24.2;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.2
156;157;18.2;24.2;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.19
157;158;18.2;24.2;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.15;0.21;-7.19
158;159;18.2;24.2;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.14;0.21;-7.18
159;160;18.2;24.2;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.12;0.21;-7.16
160;161;18.2;24.2;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.11;0.21;-7.14
161;162;18.3;24.3;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
162;163;18.3;24.3;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.2
163;164;18.3;24.3;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.19
164;165;18.3;24.3;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.15;0.21;-7.19
165;166;18.3;24.3;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.14;0.21;-7.18
166;167;18.3;24.3;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.13;0.21;-7.17
167;168;18.3;24.3;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.12;0.21;-7.16
168;169;18.4;24.4;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
169;170;18.4;24.4;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.2
170;171;18.4;24.4;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.2
171;172;18.4;24.4;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.15;0.21;-7.19
172;173;18.4;24.4;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.14;0.21;-7.18
173;174;18.4;24.4;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.14;0.21;-7.17
174;175;18.4;24.4;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.13;0.21;-7.17
175;176;18.5;24.5;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
176;177;18.5;24.5;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.21
177;178;18.5;24.5;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
178;179;18.5;24.5;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.15;0.21;-7.19
179;180;18.5;24.5;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.15;0.21;-7.19
180;181;18.5;24.5;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.14;0.21;-7.18
181;182;18.5;24.5;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.14;0.21;-7.18
182;183;18.6;24.6;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
183;184;18.6;24.6;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.16;0.21;-7.21
184;185;18.6;24.6;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
185;186;18.6;24.6;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
186;187;18.6;24.6;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.15;0.21;-7.2
187;188;18.6;24.6;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.15;0.21;-7.19
188;189;18.6;24.6;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.15;0.21;-7.19
189;190;18.7;24.7;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
190;191;18.7;24.7;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
191;192;18.7;24.7;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
192;193;18.7;24.7;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
193;194;18.7;24.7;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
194;195;18.7;24.7;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.16;0.21;-7.2
195;196;18.7;24.7;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.15;0.21;-7.19
196;197;18.8;24.8;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
197;198;18.8;24.8;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
198;199;18.8;24.8;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
199;200;18.8;24.8;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
200;201;18.8;24.8;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.16;0.21;-7.21
201;202;18.8;24.8;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.16;0.21;-7.2
202;203;18.8;24.8;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.08;0.17;-7.16;0.21;-7.2
203;204;18.9;24.9;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.22
204;205;18.9;24.9;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
205;206;18.9;24.9;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
206;207;18.9;24.9;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
207;208;18.9;24.9;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
