Column1;Ex ID;Start_time;End_time;Injected_value;Impact_status;Collision_state;Collision time;collider;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min
208;209;18.9;24.9;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.21
209;210;18.9;24.9;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.16;0.21;-7.2
210;211;19.0;25.0;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
211;212;19.0;25.0;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
212;213;19.0;25.0;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.22
213;214;19.0;25.0;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
214;215;19.0;25.0;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
215;216;19.0;25.0;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
216;217;19.0;25.0;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.09;0.17;-7.17;0.21;-7.21
217;218;19.1;25.1;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
218;219;19.1;25.1;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
219;220;19.1;25.1;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
220;221;19.1;25.1;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
221;222;19.1;25.1;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
222;223;19.1;25.1;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
223;224;19.1;25.1;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.17;0.21;-7.21
224;225;19.2;25.2;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
225;226;19.2;25.2;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
226;227;19.2;25.2;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
227;228;19.2;25.2;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
228;229;19.2;25.2;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
229;230;19.2;25.2;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
230;231;19.2;25.2;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
231;232;19.3;25.3;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
232;233;19.3;25.3;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
233;234;19.3;25.3;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
234;235;19.3;25.3;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
235;236;19.3;25.3;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
236;237;19.3;25.3;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
237;238;19.3;25.3;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
238;239;19.4;25.4;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
239;240;19.4;25.4;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
240;241;19.4;25.4;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
241;242;19.4;25.4;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
242;243;19.4;25.4;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
243;244;19.4;25.4;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
244;245;19.4;25.4;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
245;246;19.5;25.5;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
246;247;19.5;25.5;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
247;248;19.5;25.5;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
248;249;19.5;25.5;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
249;250;19.5;25.5;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
250;251;19.5;25.5;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
251;252;19.5;25.5;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
252;253;19.6;25.6;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
253;254;19.6;25.6;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
254;255;19.6;25.6;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
255;256;19.6;25.6;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
256;257;19.6;25.6;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
257;258;19.6;25.6;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
258;259;19.6;25.6;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
259;260;19.7;25.7;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
260;261;19.7;25.7;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
261;262;19.7;25.7;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
262;263;19.7;25.7;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
263;264;19.7;25.7;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
264;265;19.7;25.7;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
265;266;19.7;25.7;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
266;267;19.8;25.8;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
267;268;19.8;25.8;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
268;269;19.8;25.8;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
269;270;19.8;25.8;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
270;271;19.8;25.8;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
271;272;19.8;25.8;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
272;273;19.8;25.8;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.22
273;274;19.9;25.9;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
274;275;19.9;25.9;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
275;276;19.9;25.9;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
276;277;19.9;25.9;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
277;278;19.9;25.9;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
278;279;19.9;25.9;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
279;280;19.9;25.9;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
280;281;20.0;26.0;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
281;282;20.0;26.0;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
282;283;20.0;26.0;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
283;284;20.0;26.0;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
284;285;20.0;26.0;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
285;286;20.0;26.0;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
286;287;20.0;26.0;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
287;288;20.1;26.1;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
288;289;20.1;26.1;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
289;290;20.1;26.1;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
290;291;20.1;26.1;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
291;292;20.1;26.1;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
292;293;20.1;26.1;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
293;294;20.1;26.1;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
294;295;20.2;26.2;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
295;296;20.2;26.2;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
296;297;20.2;26.2;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
297;298;20.2;26.2;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
298;299;20.2;26.2;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
299;300;20.2;26.2;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
300;301;20.2;26.2;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
301;302;20.3;26.3;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
302;303;20.3;26.3;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
303;304;20.3;26.3;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
304;305;20.3;26.3;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
305;306;20.3;26.3;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
306;307;20.3;26.3;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
307;308;20.3;26.3;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
308;309;20.4;26.4;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
309;310;20.4;26.4;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
310;311;20.4;26.4;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
311;312;20.4;26.4;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
312;313;20.4;26.4;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
313;314;20.4;26.4;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
314;315;20.4;26.4;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
315;316;20.5;26.5;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
316;317;20.5;26.5;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
317;318;20.5;26.5;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
318;319;20.5;26.5;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
319;320;20.5;26.5;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
320;321;20.5;26.5;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
321;322;20.5;26.5;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
322;323;20.6;26.6;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
323;324;20.6;26.6;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
324;325;20.6;26.6;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
325;326;20.6;26.6;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
326;327;20.6;26.6;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
327;328;20.6;26.6;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
328;329;20.6;26.6;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
329;330;20.7;26.7;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
330;331;20.7;26.7;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
331;332;20.7;26.7;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
332;333;20.7;26.7;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
333;334;20.7;26.7;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
334;335;20.7;26.7;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
335;336;20.7;26.7;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
336;337;20.8;26.8;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
337;338;20.8;26.8;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
338;339;20.8;26.8;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
339;340;20.8;26.8;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
340;341;20.8;26.8;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
341;342;20.8;26.8;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
342;343;20.8;26.8;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
343;344;20.9;26.9;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
344;345;20.9;26.9;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
345;346;20.9;26.9;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
346;347;20.9;26.9;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
347;348;20.9;26.9;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
348;349;20.9;26.9;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
349;350;20.9;26.9;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
350;351;21.0;27.0;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
351;352;21.0;27.0;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
352;353;21.0;27.0;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
353;354;21.0;27.0;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
354;355;21.0;27.0;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
355;356;21.0;27.0;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
356;357;21.0;27.0;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
357;358;21.1;27.1;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
358;359;21.1;27.1;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
359;360;21.1;27.1;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
360;361;21.1;27.1;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
361;362;21.1;27.1;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
362;363;21.1;27.1;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
363;364;21.1;27.1;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
364;365;21.2;27.2;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
365;366;21.2;27.2;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
366;367;21.2;27.2;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
367;368;21.2;27.2;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
368;369;21.2;27.2;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
369;370;21.2;27.2;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
370;371;21.2;27.2;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
371;372;21.3;27.3;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
372;373;21.3;27.3;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
373;374;21.3;27.3;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
374;375;21.3;27.3;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
375;376;21.3;27.3;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
376;377;21.3;27.3;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
377;378;21.3;27.3;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
378;379;21.4;27.4;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
379;380;21.4;27.4;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
380;381;21.4;27.4;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
381;382;21.4;27.4;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
382;383;21.4;27.4;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
383;384;21.4;27.4;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
384;385;21.4;27.4;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
385;386;21.5;27.5;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
386;387;21.5;27.5;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
387;388;21.5;27.5;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
388;389;21.5;27.5;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
389;390;21.5;27.5;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
390;391;21.5;27.5;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
391;392;21.5;27.5;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
392;393;21.6;27.6;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
393;394;21.6;27.6;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
394;395;21.6;27.6;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
395;396;21.6;27.6;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
396;397;21.6;27.6;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
397;398;21.6;27.6;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
398;399;21.6;27.6;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
399;400;21.7;27.7;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
400;401;21.7;27.7;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
401;402;21.7;27.7;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
402;403;21.7;27.7;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
403;404;21.7;27.7;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
404;405;21.7;27.7;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
405;406;21.7;27.7;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
406;407;21.8;27.8;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
407;408;21.8;27.8;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
408;409;21.8;27.8;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
409;410;21.8;27.8;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
410;411;21.8;27.8;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
411;412;21.8;27.8;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
412;413;21.8;27.8;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
413;414;21.9;27.9;0.5;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
414;415;21.9;27.9;0.6;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
415;416;21.9;27.9;0.7;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
416;417;21.9;27.9;0.8;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
417;418;21.9;27.9;0.9;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
418;419;21.9;27.9;1.0;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
419;420;21.9;27.9;1.1;Effective;No;No;No;0.0;-7.0;0.11;-7.1;0.17;-7.18;0.21;-7.21
